PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-N2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DN2 - INF),LOG(DN2 - 1 bar)
14.82,15.79,1.07,4781.33,0.823,2.309,6.0843,52.51,34.7,10.96,1.83,0,0,0,-3.30562397,-3.286570415
21.5,34.77,1.62,7022.59,0.928,6.361,2.9116,55.14,33.64,7.48,3.74,0,0,0,-2.704758235,-2.700042339
19.95,27.02,1.35,7593.76,0.938,7.491,2.4742,52.51,34.7,10.96,1.83,0,0,0,-2.652643955,-2.66174358
18.23,20,1.1,6456.57,0.872,3.509,4.8698,57.23,35.84,4.62,2.31,0,0,0,-3.018126829,-2.938719475
9.5,11.23,1.18,5356.39,0.784,1.799,6.7551,56.39,34.59,6.02,3.01,0,0,0,-3.368571865,-3.355981009
4.3,6.7,1.56,1702.91,0.664,0.99,11.834,60.87,34.78,4.35,0,0,0,0,-4.343117006,-4.400847649
9.72,11.51,1.18,4433.82,0.751,1.498,9.4465,62.62,33.64,3.74,0,0,0,0,-3.669767842,-3.652430274
44.75,76.52,1.71,7977.94,0.966,14.522,1.7013,55.56,38.38,6.06,0,0,0,0,-2.271159857,-2.261673375
28.73,36.2,1.26,9294.15,0.966,15.035,1.4606,63.35,35.06,1.59,0,0,0,0,-2.370147083,-2.395106825
11.08,11.75,1.06,4321.21,0.765,1.637,9.9638,59.6,36.36,4.04,0,0,0,0,-3.618537584,-3.619897068
3.91,6.84,1.75,1647.08,0.655,0.926,11.9861,58.33,33.33,4.17,4.17,0,0,0,-4.392833371,-4.397529762
19.04,24.88,1.31,8030.53,0.927,6.684,2.8531,54.05,42.34,3.6,0,0,0,0,-2.758349467,-2.812565643
6.6,8.53,1.29,5068.6,0.76,1.577,9.2101,67.57,32.43,0,0,0,0,0,-3.525866262,-3.44094097
6.45,6.94,1.08,2676.67,0.664,0.956,11.5775,64.91,31.58,0,3.51,0,0,0,-3.66803822,-3.775413055
7.71,7.86,1.02,3915.25,0.719,1.249,8.9321,69.49,30.51,0,0,0,0,0,-3.490423205,-3.440424901
7.57,8.35,1.1,2638,0.687,1.095,9.9066,63.64,31.17,5.19,0,0,0,0,-3.329862047,-3.372945173
9.13,10.44,1.14,4215.01,0.755,1.529,10.8957,62.26,30.19,7.55,0,0,0,0,-3.691752469,-3.6831263
4.55,4.98,1.1,1918,0.637,0.86,14.8613,62.26,30.19,7.55,0,0,0,0,-4.17909608,-4.35556497
8.77,9.89,1.13,4858.22,0.751,1.563,10.3735,64.91,35.09,0,0,0,0,0,-3.620103975,-3.621142562
5.45,8.33,1.53,2329.02,0.656,0.912,12.5121,64.44,26.67,8.89,0,0,0,0,-3.734937665,-3.670774355
5.74,6.93,1.21,3972.44,0.719,1.148,10.6987,60.66,19.67,19.67,0,0,0,0,-3.544837294,-3.533263844
5.12,7.67,1.5,2601.31,0.649,0.932,11.1676,67.35,32.65,0,0,0,0,0,-3.700456926,-3.665947942
5.6,6.94,1.24,4198.85,0.712,1.237,10.5791,67.12,32.88,0,0,0,0,0,-3.591363718,-3.605310812
34.11,41.95,1.23,8775.71,0.963,14.311,1.5877,60.17,39.83,0,0,0,0,0,-2.355811992,-2.407778356
4.3,6.7,1.56,1702.91,0.664,0.99,11.8372,60.87,34.78,4.35,0,0,0,0,-4.345049221,-4.308585313
8.23,9.28,1.13,3755.79,0.73,1.31,11.0358,48.24,37.65,14.12,0,0,0,0,-3.849843746,-3.827985283
52.05,57.63,1.11,7981.05,0.967,15.578,1.5748,54.29,38.1,3.81,3.81,0,0,0,-2.22093434,-2.236923205
46.31,82.88,1.79,8097.4,0.968,15.779,1.4926,54.29,38.1,3.81,3.81,0,0,0,-2.243302605,-2.216020518
71.3,71.59,1,8292.12,0.967,15.327,1.5298,54.29,38.1,3.81,3.81,0,0,0,-2.240173023,-2.264436138
53.61,58.79,1.1,7995.56,0.971,17.63,1.4161,56.99,36.56,6.45,0,0,0,0,-2.147346841,-2.14677863
40.2,48.41,1.2,8023.58,0.963,13.619,1.7583,56.99,36.56,6.45,0,0,0,0,-2.348426859,-2.256856601
41.11,53.67,1.31,8241.65,0.97,16.095,1.4871,56.99,36.56,6.45,0,0,0,0,-2.203392394,-2.2743112
46.34,83.99,1.81,8166.78,0.972,17.986,1.3726,56.99,36.56,6.45,0,0,0,0,-2.093245601,-2.162849322
56.49,56.6,1,8260.59,0.965,14.409,1.6239,56.99,36.56,6.45,0,0,0,0,-2.302685699,-2.340296578
49.29,53.67,1.09,7964.19,0.971,17.314,1.4344,54.64,37.11,8.25,0,0,0,0,-2.163661045,-2.190096525
54.88,59.52,1.08,8119.5,0.97,16.374,1.4461,54.64,37.11,8.25,0,0,0,0,-2.190318613,-2.217918188
32.53,60.62,1.86,8098.08,0.967,14.774,1.5676,54.64,37.11,8.25,0,0,0,0,-2.270221542,-2.314153439
46.06,83.72,1.82,8080.59,0.97,17.093,1.4343,54.64,37.11,8.25,0,0,0,0,-2.111180632,-2.215744854
56.37,56.48,1,8146.65,0.964,13.815,1.6579,54.64,37.11,8.25,0,0,0,0,-2.333131839,-2.259503059
52.58,58.34,1.11,8147.9,0.972,18.353,1.3509,59.55,35.96,4.49,0,0,0,0,-2.159367059,-2.217044851
41.76,48.58,1.16,8081.71,0.965,14.523,1.6472,59.55,35.96,4.49,0,0,0,0,-2.286387912,-2.26652505
41.21,55.37,1.34,8342.95,0.971,16.905,1.4676,59.55,35.96,4.49,0,0,0,0,-2.313948482,-2.27194199
40.37,43.88,1.09,7996.79,0.966,14.125,1.6745,59.55,35.96,4.49,0,0,0,0,-2.35265795,-2.355916329
38.9,48.88,1.26,8260.36,0.968,15.09,1.5725,59.55,35.96,4.49,0,0,0,0,-2.276197094,-2.270075808
56.52,56.65,1,8297.25,0.967,15.138,1.5792,59.55,35.96,4.49,0,0,0,0,-2.339608781,-2.340673327
39.66,41.16,1.04,8327.65,0.963,13.598,1.686,59.55,35.96,4.49,0,0,0,0,-2.407312,-2.408724872
49.95,53.87,1.08,8075.48,0.967,16.04,1.5355,53.98,42.48,3.54,0,0,0,0,-2.203307206,-2.176229373
40.61,52.94,1.3,8330.99,0.965,14.434,1.6318,53.98,42.48,3.54,0,0,0,0,-2.327000151,-2.318090048
52.28,57.95,1.11,7739.67,0.969,16.104,1.5104,56.99,32.26,6.45,4.3,0,0,0,-2.16636884,-2.201841205
40.57,52.85,1.3,7976.75,0.969,14.843,1.5268,56.99,32.26,6.45,4.3,0,0,0,-2.324236158,-2.270882895
45.39,82.7,1.82,7886.92,0.971,16.667,1.3925,56.99,32.26,6.45,4.3,0,0,0,-2.199066495,-2.179203143
43.98,84.59,1.92,7495.76,0.968,14.488,1.4999,54.64,28.87,8.25,8.25,0,0,0,-2.179986675,-2.204949683
51.16,57.51,1.12,7568.8,0.967,15.181,1.6026,56.44,33.66,5.94,3.96,0,0,0,-2.316699055,-2.138256618
40.93,52.59,1.28,7856.83,0.967,13.957,1.7034,56.44,33.66,5.94,3.96,0,0,0,-2.409736777,-2.322673157
44.75,82.56,1.84,7766.69,0.968,15.444,1.5595,56.44,33.66,5.94,3.96,0,0,0,-2.165806475,-2.201495544
53.61,59.19,1.1,7561.62,0.97,16.506,1.4278,56.99,32.26,6.45,4.3,0,0,0,-2.187316024,-2.192332895
41.36,54.11,1.31,7938.74,0.969,15.14,1.5608,56.99,32.26,6.45,4.3,0,0,0,-2.185502843,-2.265309744
46.3,85.47,1.85,7879.22,0.97,16.672,1.4396,56.99,32.26,6.45,4.3,0,0,0,-2.123825956,-2.206430923
40.33,44.18,1.1,7856.89,0.966,13.803,1.6445,57.65,32.94,9.41,0,0,0,0,-2.459398446,-2.428581361
55.51,55.73,1,8126.37,0.967,14.709,1.566,57.65,32.94,9.41,0,0,0,0,-2.267852081,-2.364641707
49.03,53.12,1.08,8150.87,0.97,16.694,1.4631,54.64,37.11,8.25,0,0,0,0,-2.193483104,-2.197504096
41.01,53.17,1.3,8286.45,0.968,15.367,1.5228,54.64,37.11,8.25,0,0,0,0,-2.283092456,-2.290312016
54.71,61.71,1.13,8070.51,0.966,14.2,1.6607,54.64,37.11,8.25,0,0,0,0,-2.300706691,-2.330614018
45.72,84.61,1.85,8224.99,0.971,16.659,1.4292,54.64,37.11,8.25,0,0,0,0,-2.192417914,-2.214476389
71.84,72.07,1,8375.06,0.97,16.477,1.4369,54.64,37.11,8.25,0,0,0,0,-2.234542564,-2.252941874
45.02,81.83,1.82,7462.46,0.968,14.458,1.5474,54.64,28.87,8.25,8.25,0,0,0,-2.240909835,-2.197025042
40.26,54.53,1.35,7895.94,0.969,15.256,1.5853,59.55,31.46,8.99,0,0,0,0,-2.281779972,-2.289831729
56.39,59.95,1.06,7879.66,0.971,16.01,1.5155,59.55,31.46,8.99,0,0,0,0,-2.172562868,-2.24658532
45.97,83.59,1.82,7781.47,0.971,17.22,1.4258,59.55,31.46,8.99,0,0,0,0,-2.154354857,-2.137024118
50.19,57.02,1.14,7719.56,0.97,16.084,1.5015,57.89,33.68,8.42,0,0,0,0,-2.211307866,-2.297658899
40.53,53.93,1.33,8017.51,0.967,14.73,1.6972,57.89,33.68,8.42,0,0,0,0,-2.198268565,-2.299885211
55.14,59.22,1.07,7903.78,0.97,15.709,1.6029,57.89,33.68,8.42,0,0,0,0,-2.234645409,-2.217436222
45.18,83.62,1.85,7873.12,0.97,16.41,1.5284,57.89,33.68,8.42,0,0,0,0,-2.217934014,-2.204717219
54.7,59.9,1.1,7461.08,0.972,16.957,1.4574,56.99,30.11,8.6,4.3,0,0,0,-2.142817139,-2.14373538
40.89,44.88,1.1,7491.98,0.969,14.181,1.5703,57.65,28.24,14.12,0,0,0,0,-2.300561295,-2.306216021
56.45,56.65,1,7656.48,0.967,14.31,1.5692,57.65,28.24,14.12,0,0,0,0,-2.26689885,-2.292372103
54.54,59.7,1.09,7428.17,0.973,17.179,1.4324,59.55,26.97,8.99,4.49,0,0,0,-2.19933039,-2.206664457
6.9,8.7,1.26,4025.05,0.738,1.443,11.3021,55.56,39.51,4.94,0,0,0,0,-3.743200214,-3.735858563
51.69,57.4,1.11,7878.22,0.97,17.142,1.5011,58.76,37.11,4.12,0,0,0,0,-2.188109331,-2.20151116
40.97,53.96,1.32,8146.79,0.969,15.633,1.5917,58.76,37.11,4.12,0,0,0,0,-2.227108426,-2.254849922
63.81,66.57,1.04,7987.1,0.97,16.143,1.548,58.76,37.11,4.12,0,0,0,0,-2.293509725,-2.223243037
55.91,56.14,1,8114.05,0.964,13.909,1.7489,58.76,37.11,4.12,0,0,0,0,-2.322071253,-2.384607854
6.2,7.62,1.23,4096.26,0.729,1.234,10.5425,55.56,25.4,19.05,0,0,0,0,-3.492254056,-3.490336163
34.86,40.02,1.15,8702.19,0.968,16.202,1.427,63.12,32.62,4.26,0,0,0,0,-2.283683196,-2.261199919
40.19,49.06,1.22,9244.01,0.974,20.08,1.1473,62.87,32.07,5.06,0,0,0,0,-2.159213212,-2.19818075
45.8,84.13,1.84,8168.05,0.968,16.293,1.3859,50.48,41.9,7.62,0,0,0,0,-2.251536207,-2.220083207
8.94,12.88,1.44,2816.01,0.698,1.151,11.8607,50.62,37.04,7.41,4.94,0,0,0,-4.022416109,-4.090684092
30.65,38.79,1.27,9140.62,0.967,15.815,1.3374,53.79,41.88,4.33,0,0,0,0,-2.230010475,-2.342490184
46.94,85.52,1.82,7706.28,0.969,15.871,1.43,54.64,35.05,6.19,4.12,0,0,0,-2.157526366,-2.198422794
4.38,7.38,1.68,2083.1,0.674,1.031,11.3601,60.87,34.78,4.35,0,0,0,0,-4.224881203,-4.234447822
60.44,64.4,1.07,8180.23,0.967,14.351,1.5744,54.29,38.1,3.81,3.81,0,0,0,-2.242732185,-2.278757447
50.96,55.51,1.09,8125.84,0.97,17.287,1.4412,56.99,36.56,6.45,0,0,0,0,-2.160281726,-2.162583455
36.28,41.61,1.15,8171.28,0.966,14.375,1.5643,56.99,36.56,6.45,0,0,0,0,-2.271261309,-2.333368217
54.66,61.26,1.12,8017.27,0.967,14.921,1.5696,56.99,36.56,6.45,0,0,0,0,-2.253712967,-2.286497263
36.54,46.95,1.28,8199.32,0.965,14.106,1.6124,56.99,36.56,6.45,0,0,0,0,-2.247190578,-2.351471861
55.88,56.02,1,8276.63,0.964,13.933,1.7283,56.99,36.56,6.45,0,0,0,0,-2.309835812,-2.305423839
45.62,82.46,1.81,8132.68,0.97,16.623,1.4225,54.64,37.11,8.25,0,0,0,0,-2.2109015,-2.193532182
51.67,55.95,1.08,8202.63,0.971,18.143,1.4017,59.55,35.96,4.49,0,0,0,0,-2.170449587,-2.201477964
46.25,67.27,1.45,8392.86,0.971,16.81,1.456,59.55,35.96,4.49,0,0,0,0,-2.25054257,-2.258705562
38.39,48.31,1.26,8314.63,0.967,14.911,1.575,59.55,35.96,4.49,0,0,0,0,-2.283408918,-2.343704244
56.32,56.47,1,8404.19,0.966,14.7,1.6454,59.55,35.96,4.49,0,0,0,0,-2.298291056,-2.325275204
56.11,56.26,1,8418.39,0.962,13.536,1.7591,56.44,39.6,3.96,0,0,0,0,-2.370463391,-2.348973376
51.19,54.78,1.07,8034.93,0.967,15.888,1.4736,53.98,42.48,3.54,0,0,0,0,-2.244418885,-2.265686755
45.46,82.74,1.82,8288.67,0.966,15.579,1.5262,53.98,42.48,3.54,0,0,0,0,-2.23408225,-2.251825303
45.78,81.81,1.79,7845.6,0.969,16.208,1.4018,56.99,32.26,6.45,4.3,0,0,0,-2.128140558,-2.203573581
45.83,81.21,1.77,7574.27,0.967,14.403,1.4771,54.64,28.87,8.25,8.25,0,0,0,-2.284547867,-2.213761595
49.37,55.15,1.12,7563.33,0.967,14.459,1.5844,54.64,28.87,8.25,8.25,0,0,0,-2.228200753,-2.172361616
50.35,54.96,1.09,7667.24,0.967,15.016,1.6329,56.44,33.66,5.94,3.96,0,0,0,-2.200822171,-2.186768092
45.85,81.68,1.78,7678.92,0.967,15.238,1.5232,56.44,33.66,5.94,3.96,0,0,0,-2.170817894,-2.228679145
51.26,55.93,1.09,7744.93,0.968,16.086,1.501,56.99,32.26,6.45,4.3,0,0,0,-2.203773776,-2.192897762
53.37,57.52,1.08,7852.19,0.969,15.596,1.4776,56.99,32.26,6.45,4.3,0,0,0,-2.223976202,-2.260931579
55.84,56.08,1,8193.16,0.966,14.395,1.6438,57.65,32.94,9.41,0,0,0,0,-2.306830107,-2.373128557
45.58,85.53,1.88,8091.39,0.969,16.453,1.4465,54.64,37.11,8.25,0,0,0,0,-2.156100604,-2.208038952
51.39,55.76,1.08,7859.49,0.97,16.595,1.4326,52.69,34.41,12.9,0,0,0,0,-2.076857714,-2.229249783
57.75,61.18,1.06,8018.3,0.97,15.94,1.4566,52.69,34.41,12.9,0,0,0,0,-2.28538207,-2.237653033
50.45,54.85,1.09,7725.39,0.97,16.406,1.5643,59.55,31.46,8.99,0,0,0,0,-2.132987902,-2.209024377
50.91,56.92,1.12,7890.51,0.968,15.933,1.5362,57.89,33.68,8.42,0,0,0,0,-2.173222068,-2.22723111
45.69,83.15,1.82,7984.89,0.969,15.758,1.5902,57.89,33.68,8.42,0,0,0,0,-2.163972196,-2.247816834
45.69,81.01,1.77,7525.59,0.969,15.656,1.4764,59.55,26.97,8.99,4.49,0,0,0,-2.217960431,-2.177471724
40.68,42.6,1.05,7476.57,0.97,15.695,1.7898,56.92,30.77,12.31,0,0,0,0,-2.177801896,-2.203041517
4.28,5.27,1.23,1324.73,0.631,0.783,13.2827,53.25,25.97,10.39,10.39,0,0,0,-4.039307179,-4.051509903
51.07,56.08,1.1,8001.23,0.97,16.813,1.5371,58.76,37.11,4.12,0,0,0,0,-2.123324962,-2.166313427
54.77,61.83,1.13,7937.11,0.965,14.304,1.6615,58.76,37.11,4.12,0,0,0,0,-2.300346542,-2.331181226
36.5,47.43,1.3,8056.87,0.964,13.682,1.7421,58.76,37.11,4.12,0,0,0,0,-2.326760315,-2.359851067
56.08,56.16,1,8106.28,0.964,13.644,1.8032,58.76,37.11,4.12,0,0,0,0,-2.341456065,-2.293097876
40.32,49.87,1.24,9374.27,0.975,20.551,1.1461,64.08,34.29,1.63,0,0,0,0,-2.112153326,-2.237548826
4.28,6.79,1.59,1305.75,0.641,0.876,12.1439,58.33,33.33,4.17,4.17,0,0,0,-4.744132185,-4.820965493
46.83,85.29,1.82,8164.32,0.971,17.562,1.273,54.64,41.24,4.12,0,0,0,0,-2.111152893,-2.146845322
19.09,38.64,2.02,7547.28,0.938,7.325,2.4805,48.05,38.96,12.99,0,0,0,0,-2.71495167,-2.712423561
30.37,41.35,1.36,9264.86,0.966,15.963,1.3377,55.09,43.51,1.4,0,0,0,0,-2.339800924,-2.325934358
13,15.37,1.18,2680.06,0.71,1.168,12.958,58.06,29.03,6.45,6.45,0,0,0,-3.773774639,-3.947909855
13.28,15.55,1.17,3013.96,0.73,1.298,11.0896,50,33.33,10,6.67,0,0,0,-4.057803611,-3.997874383
9.19,12.1,1.32,4870.95,0.811,2.106,6.9107,48,36,8,8,0,0,0,-3.237080952,-3.255331867
4.51,6.41,1.42,2576.23,0.677,0.957,11.2896,52.63,26.32,10.53,10.53,0,0,0,-3.972991271,-4.032224646
5.16,5.79,1.12,2700.65,0.664,0.964,11.499,57.14,33.33,0,9.52,0,0,0,-3.914203111,-3.927073415
5.45,6.5,1.19,2899.16,0.66,0.907,11.2456,60,30,0,10,0,0,0,-3.548530631,-3.6561885
20.57,36.97,1.8,7598.71,0.934,7.006,2.5251,57.78,37.78,0,4.44,0,0,0,-2.684670677,-2.696317278
40.71,53.22,1.31,7317.84,0.968,14.066,1.5749,51.43,25.71,17.14,5.71,0,0,0,-2.129364058,-2.194115386
34.08,35.53,1.04,9194.72,0.967,15.105,1.3547,61.26,31.53,5.41,1.8,0,0,0,-2.333825621,-2.337008755
4.2,5.82,1.39,1984.88,0.639,0.823,13.7514,51.85,29.63,7.41,11.11,0,0,0,-4.14140928,-4.151688364
20.34,21.89,1.08,8060.03,0.937,7.809,2.1622,46.81,44.68,4.26,4.26,0,0,0,-2.724646777,-2.643868592
4.66,6.21,1.33,3206.69,0.701,1.082,11.2809,42.42,33.33,12.12,12.12,0,0,0,-4.030870156,-3.999676881
4.34,4.97,1.15,1545.76,0.618,0.752,14.3304,60,30,0,10,0,0,0,-4.162964214,-4.369985745
6.45,6.94,1.08,2676.67,0.664,0.956,11.5767,64.91,31.58,0,3.51,0,0,0,-3.718290788,-3.759324935
4.98,5.61,1.13,1935.98,0.619,0.766,13.4783,60,30,0,10,0,0,0,-3.918301053,-3.957441397
7.35,7.58,1.03,2365.36,0.658,0.91,11.582,42.86,39.29,14.29,3.57,0,0,0,-3.65887175,-3.72287457
7.4,7.59,1.03,1746.65,0.62,0.877,11.9186,50,46.88,0,3.13,0,0,0,-3.659144009,-3.995065036
7.66,9.09,1.19,4381.04,0.744,1.366,9.4797,56.25,28.13,6.25,9.38,0,0,0,-3.694021765,-3.656844647
5.4,5.99,1.11,640.14,0.597,0.687,12.4365,54.55,27.27,4.55,13.64,0,0,0,-3.358690553,-3.435169812
6.19,6.73,1.09,4041.53,0.71,1.133,10.1238,59.09,27.27,4.55,9.09,0,0,0,-3.69096009,-3.756513425
6.46,11.21,1.74,2523.27,0.704,1.043,10.1127,58.33,20.83,8.33,12.5,0,0,0,-3.48082814,-3.522928301
10.35,12.73,1.23,3551.71,0.757,1.383,9.5358,58.33,20.83,8.33,12.5,0,0,0,-3.48878703,-3.519635773
5.61,5.93,1.06,477.82,0.6,0.689,14.0923,53.33,30,6.67,10,0,0,0,-3.821895109,-4.119599435
6.22,6.68,1.08,3086.75,0.682,1.028,10.7902,58.33,29.17,8.33,4.17,0,0,0,-3.973849578,-3.97950931
9.24,26.16,2.83,4268.32,0.784,1.753,9.9182,60,30,6.67,3.33,0,0,0,-3.623955184,-3.578440924
5.41,6.54,1.21,1751.57,0.607,0.745,13.3835,60,30,6.67,3.33,0,0,0,-3.854389813,-3.84074301
5.87,6.53,1.11,2694.56,0.668,0.935,11.4833,56,28,8,8,0,0,0,-3.914160506,-3.956708958
6.18,6.76,1.09,2005.9,0.631,0.834,12.7289,51.72,34.48,10.34,3.45,0,0,0,-3.77725741,-3.746588592
6.2,6.75,1.09,1922.88,0.635,0.835,11.9875,53.57,32.14,7.14,7.14,0,0,0,-3.599671321,-3.622306673
6.22,6.84,1.1,2883.92,0.672,0.947,10.9215,56,28,8,8,0,0,0,-3.750138682,-3.793591449
6.13,8.87,1.45,1766.34,0.664,0.931,11.0552,55.56,27.78,11.11,5.56,0,0,0,-3.728958312,-3.853534186
4.98,8.8,1.77,4491,0.728,1.195,10.1225,52.38,23.81,9.52,14.29,0,0,0,-3.546084726,-3.560239958
15.94,16.49,1.03,2653.71,0.743,1.446,12.1087,44.83,37.93,13.79,3.45,0,0,0,-3.955085964,-3.63416512
6.08,8.72,1.43,1862.99,0.665,0.934,10.9129,55.56,27.78,11.11,5.56,0,0,0,-3.746812296,-3.704925442
5.8,6.11,1.05,1912.86,0.647,0.799,13.0572,50,20.83,8.33,20.83,0,0,0,-4.191362775,-4.177994464
7.2,7.41,1.03,1272.57,0.602,0.759,11.828,45.16,41.94,6.45,6.45,0,0,0,-3.777129914,-3.620055131
6.17,6.54,1.06,903.71,0.634,0.838,11.3479,52.38,33.33,9.52,4.76,0,0,0,-3.47249855,-3.348925983
6.04,8.91,1.47,1891.03,0.653,0.943,11.5925,60,35,0,5,0,0,0,-3.604493747,-3.739317223
8.89,10.02,1.13,3213.75,0.724,1.108,11.5752,54.55,13.64,27.27,4.55,0,0,0,-3.579814835,-3.629404693
5.7,7.53,1.32,3248.91,0.694,1.009,10.2006,56.25,18.75,18.75,6.25,0,0,0,-3.477336524,-3.571524786
5.82,8.56,1.47,3333.02,0.692,1.092,10.1257,63.16,31.58,0,5.26,0,0,0,-3.411869503,-3.452546264
5.95,7.67,1.29,3388.58,0.686,1.071,10.2225,63.16,31.58,0,5.26,0,0,0,-3.516358398,-3.559081803
9.42,11.01,1.17,4366.07,0.755,1.475,10.0096,59.26,29.63,7.41,3.7,0,0,0,-3.527170678,-3.47347736
43.05,62.4,1.45,8310.43,0.965,13.994,1.5675,52.38,40.48,4.76,2.38,0,0,0,-2.314340785,-2.328105438
9.74,10.9,1.12,3016.45,0.717,1.26,11.7714,51.61,38.71,6.45,3.23,0,0,0,-3.735713792,-3.609034423
19.11,20.54,1.07,7929.51,0.929,6.66,2.8487,50,43.18,4.55,2.27,0,0,0,-2.800684439,-2.780239499
5.12,6.1,1.19,537.68,0.622,0.79,11.8206,46.15,38.46,10.26,5.13,0,0,0,-3.866750311,-5.072021863
13.48,15.32,1.14,2033.53,0.713,1.251,10.5899,48.48,39.39,12.12,0,0,0,0,-3.933330374,-3.841187818
14.39,15.48,1.08,1825.75,0.709,1.107,8.7862,48.39,29.03,12.9,9.68,0,0,0,-3.645570914,-3.565019919
39.96,54.95,1.38,7531.54,0.968,14.216,1.5935,48.65,29.73,21.62,0,0,0,0,-2.163951475,-2.235206235
33.82,35.31,1.04,9242.16,0.967,15.008,1.3784,60.18,32.74,7.08,0,0,0,0,-2.30993133,-2.335351012
37.56,50.94,1.36,8115.1,0.966,14.249,1.5521,51.28,38.46,10.26,0,0,0,0,-2.196155412,-2.261561362
4.53,6.23,1.38,2504.31,0.674,0.912,11.5223,40,28,24,8,0,0,0,-3.938357797,-3.940016811
4.75,5.45,1.15,2029.45,0.619,0.789,13.9617,54.55,36.36,9.09,0,0,0,0,-3.895946074,-3.998160331
5.33,5.97,1.12,623.88,0.59,0.679,13.0894,52.17,30.43,8.7,8.7,0,0,0,-3.507335249,-3.572812288
6.64,12.01,1.81,2608.39,0.698,1.033,11.9187,56,24,12,8,0,0,0,-3.469765115,-3.524025301
5.89,6.39,1.09,1783.25,0.616,0.795,11.7591,50,36.67,13.33,0,0,0,0,-3.583470072,-3.586583168
6.27,10.71,1.71,3261.22,0.726,1.347,9.9312,48,40,12,0,0,0,0,-3.488621135,-3.619197633
4.85,6.09,1.26,3952.36,0.682,1.134,10.67,51.85,44.44,3.7,0,0,0,0,-3.652959861,-3.786880723
5.54,8.73,1.58,2288.15,0.691,0.977,11.6232,48,24,12,16,0,0,0,-3.696216637,-3.731379123
6.04,8.9,1.47,1881.91,0.659,0.931,11.7447,52.63,31.58,15.79,0,0,0,0,-3.661668966,-3.707687082
6.29,6.7,1.07,884.16,0.625,0.826,11.7384,50,36.36,13.64,0,0,0,0,-3.092345118,-3.200304643
5.97,8.98,1.5,1844.75,0.644,0.929,12.5062,57.14,38.1,4.76,0,0,0,0,-3.722441502,-3.899405743
6.55,8.27,1.26,3188.34,0.699,1.035,10.2572,52.94,23.53,23.53,0,0,0,0,-3.410341797,-3.484596579
5.41,7.88,1.46,3351.96,0.684,1.072,10.6879,60,35,5,0,0,0,0,-3.502127554,-3.628689052
4.42,6.04,1.37,2059.86,0.641,0.877,13.555,50,35.71,14.29,0,0,0,0,-4.417393002,-4.363836936
34.2,35.97,1.05,9321.54,0.968,15.589,1.3503,61.26,32.43,6.31,0,0,0,0,-2.248063555,-2.385227274
9.1,10.18,1.12,3218.48,0.716,1.262,11.7429,50,40.63,9.38,0,0,0,0,-3.740088581,-3.797104465
63.04,64.17,1.02,8485.48,0.966,14.724,1.4888,51.16,41.86,6.98,0,0,0,0,-2.256362211,-2.295702161
64.33,65.45,1.02,8222.22,0.969,15.878,1.3586,51.43,34.29,14.29,0,0,0,0,-2.175125505,-2.252838785
63.8,64.68,1.01,8055.33,0.968,14.527,1.4392,46.15,35.9,17.95,0,0,0,0,-2.304160238,-2.283992809
61.89,62.94,1.02,7844.97,0.967,14.607,1.5417,54.05,32.43,13.51,0,0,0,0,-2.328340617,-2.27197966
5.47,7.72,1.41,4352.15,0.738,1.286,9.7905,48.57,28.57,14.29,8.57,0,0,0,-3.450960679,-3.389925271
20.95,22.76,1.09,8179.74,0.934,7.582,2.27,46.81,46.81,6.38,0,0,0,0,-2.725586477,-2.729225424
13.35,13.53,1.01,1268.71,0.639,0.775,9.5489,56,20,8,16,0,0,0,-3.781203722,-3.792033143
4.37,5.88,1.34,1803.8,0.607,0.727,14.6359,66.67,28.57,0,4.76,0,0,0,-4.211217815,-4.250706055
15.66,16.02,1.02,3801.37,0.786,1.741,13.6728,66.67,28.57,0,4.76,0,0,0,-3.433337689,-3.486512195
7.71,7.86,1.02,3915.25,0.719,1.249,8.9353,69.49,30.51,0,0,0,0,0,-3.498425673,-3.47843692
8.07,8.32,1.03,2911.63,0.695,1.075,10.6179,48.28,37.93,13.79,0,0,0,0,-3.5459021,-3.687314136
12,13.41,1.12,3566.6,0.751,1.458,10.7353,48.28,37.93,13.79,0,0,0,0,-3.640554864,-3.602860768
13.98,16.76,1.2,3580.3,0.768,1.487,10.9776,56,28,0,16,0,0,0,-3.736949861,-3.72099784
7.76,9.16,1.18,5081.77,0.757,1.519,10.0066,64.52,29.03,6.45,0,0,0,0,-3.669856686,-3.628556533
7.79,9.21,1.18,4370.66,0.74,1.331,10.548,60.61,27.27,6.06,6.06,0,0,0,-3.728485231,-3.740949031
13.38,13.56,1.01,2049.59,0.682,0.998,15.6568,60.87,26.09,4.35,8.7,0,0,0,-4.084997029,-3.999185971
7.96,9.31,1.17,4580.98,0.745,1.363,10.2571,64.52,22.58,6.45,6.45,0,0,0,-3.75154436,-3.637227831
6.21,6.94,1.12,4702.79,0.727,1.248,9.7203,65.22,26.09,4.35,4.35,0,0,0,-3.626820584,-3.522284433
10.54,12.97,1.23,3402.58,0.752,1.352,10.6795,64,20,8,8,0,0,0,-3.531987213,-3.530741247
