PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-N2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DN2 - INF),LOG(DN2 - 1 bar)
28.74,36.07,1.25,7247.34,0.924,6.18,3.0261,52.63,39.47,0,7.89,0,0,0,-2.540317907,-2.680585495
21.82,22.95,1.05,4428.97,0.822,2.356,6.6808,52.63,39.47,0,7.89,0,0,0,-3.314721191,-3.28060701
20.83,25.31,1.22,6959.55,0.918,5.632,3.3143,52.63,39.47,0,7.89,0,0,0,-2.709125841,-2.770328084
16.96,21.27,1.25,5664.24,0.866,3.27,4.1945,52.63,39.47,0,7.89,0,0,0,-3.027568444,-3.020427328
23.05,27.2,1.18,7161.49,0.928,6.506,2.9665,52.63,39.47,0,7.89,0,0,0,-2.741065821,-2.653278322
13.28,18.87,1.42,6920.24,0.856,3.001,4.9208,52.63,39.47,0,7.89,0,0,0,-3.12178368,-3.151980712
26.27,30.87,1.18,7312.73,0.931,6.608,2.9666,52.63,39.47,0,7.89,0,0,0,-2.729226601,-2.695854645
13.25,16.46,1.24,6759.18,0.86,3.053,4.9263,52.63,39.47,0,7.89,0,0,0,-3.132932158,-3.146989816
18.08,21.97,1.21,6746.06,0.888,3.981,4.4233,56.25,37.5,3.13,3.13,0,0,0,-3.063591904,-2.996597431
26.04,33.16,1.27,7378.06,0.937,7.671,2.7328,56.25,37.5,3.13,3.13,0,0,0,-2.554024968,-2.599889372
21.72,22.93,1.06,6905.77,0.847,2.818,6.188,56.25,37.5,3.13,3.13,0,0,0,-3.209091668,-3.206699562
23.24,26.72,1.15,6931.19,0.931,6.715,2.9327,56.25,37.5,3.13,3.13,0,0,0,-2.661136993,-2.743207377
19.14,20.18,1.05,7234.52,0.918,5.524,3.1939,56.25,37.5,3.13,3.13,0,0,0,-2.802861455,-2.818146017
19.06,19.85,1.04,4656.96,0.831,2.502,6.4221,56.25,37.5,3.13,3.13,0,0,0,-3.376747901,-3.351189307
22.63,46.7,2.06,6909.94,0.938,7.639,2.6998,56.25,37.5,3.13,3.13,0,0,0,-2.539543427,-2.574852645
14.6,19.27,1.32,7185.01,0.878,3.634,4.3686,56.25,37.5,3.13,3.13,0,0,0,-3.029872347,-3.051358043
24.26,28.72,1.18,7364.44,0.929,6.678,2.678,56.25,37.5,3.13,3.13,0,0,0,-2.678267177,-2.777863327
34.68,39.99,1.15,6836.86,0.942,7.967,2.859,52.94,38.24,5.88,2.94,0,0,0,-2.513170046,-2.586501217
15.94,17.56,1.1,7261.51,0.91,4.943,3.2216,52.94,38.24,5.88,2.94,0,0,0,-2.971437133,-2.88494484
20.42,27.57,1.35,7208.09,0.924,6.031,3.053,52.94,38.24,5.88,2.94,0,0,0,-2.835483932,-2.782521091
14.77,21.36,1.45,5190.53,0.853,2.893,5.6128,52.94,38.24,5.88,2.94,0,0,0,-3.163874605,-3.094487828
15.4,16,1.04,5025.41,0.827,2.328,6.4044,52.94,38.24,5.88,2.94,0,0,0,-3.441763773,-3.442257494
28.47,32,1.12,7286.47,0.936,7.322,2.6969,52.94,38.24,5.88,2.94,0,0,0,-2.667854641,-2.696302156
24.91,27.79,1.12,7245.57,0.934,7.089,2.7448,52.94,38.24,5.88,2.94,0,0,0,-2.707157636,-2.569456611
22.73,28.39,1.25,7179.17,0.925,6.265,2.809,52.94,38.24,5.88,2.94,0,0,0,-2.738049235,-2.80626064
13.43,18.36,1.37,7394.63,0.9,4.576,3.4694,52.94,38.24,5.88,2.94,0,0,0,-2.992367476,-2.932667689
6.5,12.39,1.9,4989.36,0.781,1.623,7.009,47.37,28.95,10.53,13.16,0,0,0,-3.429608925,-3.488151872
10.18,11.28,1.11,4784.15,0.779,1.606,6.6161,47.37,28.95,10.53,13.16,0,0,0,-3.477987131,-3.464496892
13.9,18.82,1.35,5971.54,0.882,3.452,3.8243,47.37,28.95,10.53,13.16,0,0,0,-2.995085476,-3.012704383
35.19,41.42,1.18,7151.63,0.947,9.098,2.7715,60,36.67,0,3.33,0,0,0,-2.493140811,-2.51313445
16.46,17.42,1.06,7483.7,0.918,5.655,3.0339,60,36.67,0,3.33,0,0,0,-2.834835344,-2.829957055
11.16,12.94,1.16,6137.46,0.833,2.568,6.5992,60,36.67,0,3.33,0,0,0,-3.293120038,-3.367641524
34.95,39.89,1.14,7449.87,0.94,7.994,2.4065,60,36.67,0,3.33,0,0,0,-2.59667068,-2.568349166
23.03,25.32,1.1,7496.87,0.934,7.07,2.7677,60,36.67,0,3.33,0,0,0,-2.736786113,-2.6803003
17.14,20.9,1.22,7502.45,0.893,4.256,3.8963,60,36.67,0,3.33,0,0,0,-2.932722205,-2.976059091
19.53,20.11,1.03,7480.01,0.923,5.879,2.9319,60,36.67,0,3.33,0,0,0,-2.794481853,-2.838839908
23.8,53.89,2.26,7479.26,0.939,7.803,2.4569,60,36.67,0,3.33,0,0,0,-2.612140347,-2.606330259
18.19,22.39,1.23,6609.31,0.883,3.838,4.5242,60,36.67,0,3.33,0,0,0,-3.032835679,-3.05733652
10.42,13.78,1.32,6314.27,0.824,2.388,5.8637,60,36.67,0,3.33,0,0,0,-3.264819992,-3.289876516
16.16,20.51,1.27,7333.05,0.885,3.925,4.0436,60,36.67,0,3.33,0,0,0,-3.092537363,-2.999538135
23.97,30.32,1.26,7509.24,0.933,7.174,2.5226,60,36.67,0,3.33,0,0,0,-2.73466295,-2.720043287
16.85,22.31,1.32,6218.4,0.867,3.333,5.3339,60,36.67,0,3.33,0,0,0,-3.185927773,-3.12768318
14.09,20.07,1.42,7632.89,0.91,5.245,3.2132,60,36.67,0,3.33,0,0,0,-2.88749697,-2.846276039
11.95,12.48,1.04,6605.88,0.821,2.368,5.4429,60,36.67,0,3.33,0,0,0,-3.347338361,-3.23299923
17.01,22.04,1.3,5670.37,0.883,3.727,4.4652,57.14,33.33,0,9.52,0,0,0,-3.007815893,-3.076681054
9.21,11.09,1.2,4599.37,0.767,1.62,8.3378,57.14,33.33,0,9.52,0,0,0,-3.508131683,-3.440266607
10.12,15.08,1.49,6141.26,0.846,2.653,4.8899,57.14,33.33,0,9.52,0,0,0,-3.181140404,-3.211405011
30.43,30.99,1.02,5894.75,0.878,3.467,4.3091,57.14,33.33,0,9.52,0,0,0,-2.968878941,-2.921768648
7.13,8.35,1.17,5171.3,0.747,1.429,8.8966,57.14,33.33,0,9.52,0,0,0,-3.542934363,-3.586096461
4.96,6.06,1.22,852.93,0.565,0.63,13.2074,57.14,33.33,0,9.52,0,0,0,-4.326591176,-4.397640028
9.89,13.48,1.36,4741.19,0.787,1.754,7.8609,57.14,33.33,0,9.52,0,0,0,-3.461396171,-3.543149924
26.43,32.02,1.21,7428.49,0.932,7.259,2.8898,55.56,41.67,0,2.78,0,0,0,-2.64561914,-2.585001334
15.51,18.61,1.2,7155.7,0.862,3.358,4.7419,55.56,41.67,0,2.78,0,0,0,-3.143225678,-3.122089589
15.65,16.92,1.08,7544.96,0.906,4.966,3.3361,55.56,41.67,0,2.78,0,0,0,-2.922739523,-2.886612008
9.45,12.17,1.29,6783.97,0.809,2.217,6.3726,55.56,41.67,0,2.78,0,0,0,-3.360408045,-3.426055522
19.61,25.69,1.31,7513.32,0.921,6.052,3.1436,55.56,41.67,0,2.78,0,0,0,-2.864231527,-2.793642932
45.41,46.29,1.02,7528.63,0.933,7.27,2.81,55.56,41.67,0,2.78,0,0,0,-2.668616075,-2.646725843
19.01,20.37,1.07,7092.05,0.834,2.654,6.3863,55.56,41.67,0,2.78,0,0,0,-3.295025405,-3.286188342
11.1,18.14,1.63,6848.09,0.846,2.884,5.1543,55.56,41.67,0,2.78,0,0,0,-3.100355819,-3.17654811
26.61,38.67,1.45,7385.31,0.929,6.791,2.8497,55.56,41.67,0,2.78,0,0,0,-2.678242367,-2.747363584
21.92,47.17,2.15,7119.33,0.931,7.177,2.6653,55.56,41.67,0,2.78,0,0,0,-2.693037128,-2.619840638
24.76,27.74,1.12,7270.62,0.933,7.307,2.7715,55.56,41.67,0,2.78,0,0,0,-2.670749009,-2.668533533
13.2,18.09,1.37,7199.72,0.869,3.451,4.7539,55.56,41.67,0,2.78,0,0,0,-3.057719141,-3.093561261
22.84,28.21,1.23,7495.49,0.922,6.277,2.9351,55.56,41.67,0,2.78,0,0,0,-2.767372703,-2.754133863
25.71,32.07,1.25,7422.13,0.922,6.518,3.1759,52.38,45.24,0,2.38,0,0,0,-2.70588959,-2.707498158
19.7,26.01,1.32,7507,0.911,5.444,3.4976,52.38,45.24,0,2.38,0,0,0,-2.829545497,-2.88274531
19.05,20.24,1.06,5457.14,0.814,2.369,6.7033,52.38,45.24,0,2.38,0,0,0,-3.292304428,-3.390753763
21.53,26.02,1.21,6889.02,0.914,5.694,3.1785,52.38,45.24,0,2.38,0,0,0,-2.787126248,-2.775308389
15.98,16.95,1.06,7497.22,0.899,4.653,3.5324,52.38,45.24,0,2.38,0,0,0,-3.028445554,-3.016930243
20.67,45.74,2.21,7031.16,0.922,6.446,2.9693,52.38,45.24,0,2.38,0,0,0,-2.757575835,-2.784724229
23.64,25.07,1.06,7273.75,0.925,6.577,2.8797,52.38,45.24,0,2.38,0,0,0,-2.707841632,-2.738344628
14.75,19.96,1.35,6799.18,0.85,3.024,5.0907,52.38,45.24,0,2.38,0,0,0,-3.201041679,-3.160417633
28.24,29.81,1.06,7424.15,0.926,6.7,2.8815,52.38,45.24,0,2.38,0,0,0,-2.695728006,-2.707361219
13.83,16.03,1.16,6976.49,0.851,3.079,4.8468,52.38,45.24,0,2.38,0,0,0,-3.188508789,-3.223517767
13.31,17.14,1.29,7054.14,0.883,4.157,3.5159,52.38,45.24,0,2.38,0,0,0,-3.053519,-3.032931558
26.71,33.87,1.27,7053.3,0.934,6.848,2.9421,56.25,31.25,3.13,9.38,0,0,0,-2.540559788,-2.629454096
31.07,37.27,1.2,7064.31,0.932,6.568,2.7821,56.25,31.25,3.13,9.38,0,0,0,-2.697512352,-2.690430318
21.83,23.1,1.06,5479.93,0.838,2.502,6.3954,56.25,31.25,3.13,9.38,0,0,0,-3.194206595,-3.275182006
21.76,26.32,1.21,6751.38,0.927,5.996,3.1183,56.25,31.25,3.13,9.38,0,0,0,-2.778375721,-2.734202981
18.19,19.41,1.07,7126.31,0.913,4.883,3.3133,56.25,31.25,3.13,9.38,0,0,0,-2.898842203,-2.908979438
17.75,18.19,1.02,4252.84,0.822,2.198,6.1666,56.25,31.25,3.13,9.38,0,0,0,-3.500440331,-3.447196672
29.58,58.4,1.97,6663.91,0.941,7.748,2.6392,56.25,31.25,3.13,9.38,0,0,0,-2.545771484,-2.563121408
22.49,46.74,2.08,6474.02,0.935,6.818,2.8186,56.25,31.25,3.13,9.38,0,0,0,-2.636842857,-2.625910665
17.38,22.91,1.32,6032.99,0.869,3.178,5.3116,56.25,31.25,3.13,9.38,0,0,0,-3.094592989,-3.084533372
13.68,18.63,1.36,6838.39,0.872,3.249,4.5352,56.25,31.25,3.13,9.38,0,0,0,-3.123782273,-3.126555188
22.33,27.52,1.23,7039.38,0.925,5.93,2.8975,56.25,31.25,3.13,9.38,0,0,0,-2.749973868,-2.77682513
16.01,19.4,1.21,6078.24,0.854,2.699,5.1572,52.94,26.47,5.88,14.71,0,0,0,-3.169695583,-3.161177639
14.84,16.83,1.13,6702.84,0.898,3.988,3.6159,52.94,26.47,5.88,14.71,0,0,0,-2.96345546,-3.002175825
35.25,36.16,1.03,5656.31,0.957,9.853,1.7347,52.94,26.47,5.88,14.71,0,0,0,-2.351772102,-2.368343044
28.13,29.53,1.05,5204.48,0.911,4.69,3.6045,52.94,26.47,5.88,14.71,0,0,0,-2.799140213,-2.767528926
15.31,16.07,1.05,6764.05,0.904,4.179,3.595,52.94,26.47,5.88,14.71,0,0,0,-2.933316004,-2.970585349
20.18,49.39,2.45,6729.92,0.924,5.472,3.1029,52.94,26.47,5.88,14.71,0,0,0,-2.805318353,-2.77279717
19.78,46.46,2.35,6297.71,0.927,5.833,3.0836,52.94,26.47,5.88,14.71,0,0,0,-2.726698807,-2.727322696
22.72,25.15,1.11,6391.89,0.929,5.9,2.9555,52.94,26.47,5.88,14.71,0,0,0,-2.749811352,-2.743347066
27.25,30.24,1.11,6682.21,0.929,5.99,2.9903,52.94,26.47,5.88,14.71,0,0,0,-2.663707967,-2.706169882
14.2,16.45,1.16,6352.73,0.857,2.764,4.8824,52.94,26.47,5.88,14.71,0,0,0,-3.209779237,-3.15269106
13.58,15.44,1.14,6800.17,0.898,4.005,3.6111,52.94,26.47,5.88,14.71,0,0,0,-2.973415565,-3.021503187
9.55,11.64,1.22,5489.06,0.797,1.775,6.675,52.94,26.47,5.88,14.71,0,0,0,-3.454290901,-3.427855911
19.06,21.15,1.11,4945.32,0.823,2.141,6.8364,52.94,26.47,5.88,14.71,0,0,0,-3.282320744,-3.346456867
20.97,25.36,1.21,6254.92,0.918,5.152,3.314,52.94,26.47,5.88,14.71,0,0,0,-2.715166591,-2.76646596
24.33,39.78,1.63,6433.75,0.92,5.27,3.4011,52.94,26.47,5.88,14.71,0,0,0,-2.734808818,-2.736923738
28.03,58.31,2.08,6749.6,0.941,7.159,2.6896,52.94,26.47,5.88,14.71,0,0,0,-2.67879946,-2.599108687
19.87,46.6,2.34,6171.74,0.928,5.857,3.0656,52.94,26.47,5.88,14.71,0,0,0,-2.628170388,-2.720162046
22.99,25.49,1.11,6528.54,0.929,5.912,2.997,52.94,26.47,5.88,14.71,0,0,0,-2.775003649,-2.726889488
27.33,30.56,1.12,6471.77,0.93,6.008,2.9626,52.94,26.47,5.88,14.71,0,0,0,-2.767391402,-2.735110777
12.88,17.7,1.37,6167.11,0.859,2.775,5.0486,52.94,26.47,5.88,14.71,0,0,0,-3.24556461,-3.201390386
20.93,27.39,1.31,6655.28,0.917,5.081,3.1345,52.94,26.47,5.88,14.71,0,0,0,-2.825486977,-2.85783696
6.54,12.78,1.96,5376.03,0.797,1.799,6.4501,52.94,26.47,5.88,14.71,0,0,0,-3.371785774,-3.417156805
18.24,19.51,1.07,6545.12,0.903,4.184,3.5262,52.94,26.47,5.88,14.71,0,0,0,-2.899817011,-2.953896626
29.4,57.11,1.94,6436.76,0.942,7.215,2.4947,52.94,26.47,5.88,14.71,0,0,0,-2.562171234,-2.541534948
13.27,15.44,1.16,5762.83,0.879,3.097,4.1406,47.37,18.42,10.53,23.68,0,0,0,-3.109212454,-3.029722632
9.17,16.39,1.79,4638.15,0.807,1.765,5.783,47.37,18.42,10.53,23.68,0,0,0,-3.282710061,-3.373292461
14.14,17.13,1.21,6615.63,0.855,2.886,5.1635,55.56,33.33,2.78,8.33,0,0,0,-3.201623333,-3.169205577
18.34,24.9,1.36,6938.4,0.916,5.183,3.41,55.56,33.33,2.78,8.33,0,0,0,-2.801712291,-2.88793353
21.42,25.6,1.2,6854.77,0.92,5.465,3.5417,55.56,33.33,2.78,8.33,0,0,0,-2.860207285,-2.823380468
9.09,9.63,1.06,4630.21,0.757,1.5,8.0096,55.56,33.33,2.78,8.33,0,0,0,-3.679716754,-3.647404894
16.34,18.75,1.15,6116.7,0.867,3.154,4.8304,55.56,33.33,2.78,8.33,0,0,0,-3.032773358,-3.010593807
8.92,13.69,1.53,6410.19,0.836,2.444,4.9577,55.56,33.33,2.78,8.33,0,0,0,-3.213136355,-3.236920426
18.68,19.81,1.06,6924.28,0.906,4.477,3.7295,55.56,33.33,2.78,8.33,0,0,0,-3.019762319,-2.992008468
10.25,13.75,1.34,5217.12,0.809,1.999,7.5457,55.56,33.33,2.78,8.33,0,0,0,-3.365943227,-3.353711898
15.09,16.17,1.07,6659,0.884,3.655,4.2374,55.56,33.33,2.78,8.33,0,0,0,-2.948802244,-3.01616655
22.86,27.11,1.19,6829.12,0.918,5.43,3.3015,55.56,33.33,2.78,8.33,0,0,0,-2.830503443,-2.824683585
13.98,14.29,1.02,4185.6,0.762,1.53,9.2104,56.25,31.25,3.13,9.38,0,0,0,-3.619503978,-3.68468823
24.3,52.66,2.17,6813.77,0.933,6.567,2.6918,56.25,31.25,3.13,9.38,0,0,0,-2.711721856,-2.671254973
17.71,18.22,1.03,5906.38,0.897,3.817,3.453,47.37,28.95,10.53,13.16,0,0,0,-2.901989588,-3.000036597
17,21.53,1.27,5632.5,0.878,3.753,4.9844,56.52,39.13,0,4.35,0,0,0,-3.028336781,-2.876052375
9.66,10.68,1.1,6353.11,0.814,2.233,5.5991,56.52,39.13,0,4.35,0,0,0,-3.365902359,-3.344966749
9.94,15.64,1.57,6336.82,0.839,2.659,5.0288,56.52,39.13,0,4.35,0,0,0,-3.199072147,-3.267427112
15.6,17.46,1.12,5279.42,0.798,2.055,7.9647,56.52,39.13,0,4.35,0,0,0,-3.43157434,-3.440812113
5.84,9.79,1.68,4856.4,0.743,1.479,8.9835,56.52,39.13,0,4.35,0,0,0,-3.539343108,-3.601969498
19.41,25.4,1.31,5508.93,0.86,3.143,5.0806,56.52,39.13,0,4.35,0,0,0,-3.082845142,-3.095252945
11.8,14.28,1.21,5168.76,0.791,1.949,7.6227,56.52,39.13,0,4.35,0,0,0,-3.456787593,-3.36304927
14.63,31.82,2.17,6177.8,0.859,3.117,4.9611,56.52,39.13,0,4.35,0,0,0,-3.146595051,-3.113121068
4.08,5.99,1.47,519.66,0.549,0.625,13.9268,56.52,39.13,0,4.35,0,0,0,-5.014695801,-4.636603747
16.36,19.2,1.17,6177.59,0.888,3.991,4.9824,56.52,39.13,0,4.35,0,0,0,-3.004145716,-2.963676884
18.43,21.23,1.15,6036.96,0.889,4.075,4.2811,56.52,39.13,0,4.35,0,0,0,-2.978425307,-3.08587422
8.4,11.64,1.39,5293.98,0.779,1.786,7.7459,56.52,39.13,0,4.35,0,0,0,-3.452580272,-3.513438363
34.96,40.75,1.17,6763.26,0.948,8.763,2.7797,57.14,32.14,7.14,3.57,0,0,0,-2.498250775,-2.503437719
18.96,21.32,1.12,6622.47,0.896,4.143,4.4375,57.14,32.14,7.14,3.57,0,0,0,-3.01194082,-2.983878856
25.71,35.62,1.39,7202.23,0.942,7.987,2.4743,57.14,32.14,7.14,3.57,0,0,0,-2.556569792,-2.590327024
16.06,17.48,1.09,7250.58,0.92,5.511,2.9346,57.14,32.14,7.14,3.57,0,0,0,-2.80998872,-2.842067919
36.31,42.19,1.16,7099.79,0.941,7.685,2.462,57.14,32.14,7.14,3.57,0,0,0,-2.61387586,-2.571924717
23.29,25.53,1.1,7093.37,0.935,6.903,2.7764,57.14,32.14,7.14,3.57,0,0,0,-2.66411146,-2.731113645
17.08,20.8,1.22,7211.09,0.894,4.144,3.9123,57.14,32.14,7.14,3.57,0,0,0,-2.959315811,-3.064446173
20.03,20.48,1.02,7134.25,0.924,5.756,2.9015,57.14,32.14,7.14,3.57,0,0,0,-2.728521684,-2.776659293
19.97,20.3,1.02,5212,0.844,2.628,6.7671,57.14,32.14,7.14,3.57,0,0,0,-3.189408924,-3.217774227
30.1,59.26,1.97,7152.12,0.953,9.651,2.1025,57.14,32.14,7.14,3.57,0,0,0,-2.400255042,-2.523041703
25.54,28.46,1.11,7190.18,0.943,8.01,2.453,57.14,32.14,7.14,3.57,0,0,0,-2.591042093,-2.679576435
18.66,22.85,1.22,6230.47,0.886,3.761,4.719,57.14,32.14,7.14,3.57,0,0,0,-3.072330183,-3.058302629
29.52,33.13,1.12,7166.94,0.943,8.143,2.4022,57.14,32.14,7.14,3.57,0,0,0,-2.611818907,-2.557002183
15.97,20.68,1.29,7010.11,0.887,3.831,3.9888,57.14,32.14,7.14,3.57,0,0,0,-3.044931307,-2.989661311
25.92,28.53,1.1,7155.98,0.941,7.818,2.5029,57.14,32.14,7.14,3.57,0,0,0,-2.617137981,-2.629525465
15.88,18.81,1.18,6880.87,0.88,3.657,4.0691,57.14,32.14,7.14,3.57,0,0,0,-3.018778792,-3.061849828
24.65,29.81,1.21,7179.77,0.933,6.947,2.4738,57.14,32.14,7.14,3.57,0,0,0,-2.68572817,-2.694882381
14.01,20.13,1.44,7198.69,0.912,5.116,3.2089,57.14,32.14,7.14,3.57,0,0,0,-2.790088235,-2.89814047
12.45,12.77,1.03,6251.27,0.823,2.31,5.4589,57.14,32.14,7.14,3.57,0,0,0,-3.16589832,-3.252189448
34.45,38.96,1.13,7090.75,0.94,7.948,3.1781,52.94,38.24,5.88,2.94,0,0,0,-2.449585908,-2.518926754
17.18,20.5,1.19,6865.47,0.881,3.725,4.9709,52.94,38.24,5.88,2.94,0,0,0,-3.042445343,-3.097727033
15.32,19.18,1.25,7086.97,0.869,3.352,4.4981,52.94,38.24,5.88,2.94,0,0,0,-2.987409926,-3.126059033
15.42,18.26,1.18,7443.2,0.908,4.931,3.3345,52.94,38.24,5.88,2.94,0,0,0,-2.916985922,-2.898520088
11.03,13.67,1.24,6249.41,0.813,2.207,6.8142,52.94,38.24,5.88,2.94,0,0,0,-3.299359936,-3.391452109
44.7,46.23,1.03,7223.69,0.934,7.132,2.6971,52.94,38.24,5.88,2.94,0,0,0,-2.632943986,-2.593314933
22.54,23.97,1.06,5508.18,0.84,2.66,6.1061,52.94,38.24,5.88,2.94,0,0,0,-3.267831882,-3.20929848
20.83,23.95,1.15,7547.75,0.926,6.231,3.0544,52.94,38.24,5.88,2.94,0,0,0,-2.71499643,-2.742035964
25.02,41.76,1.67,7234.42,0.928,6.484,3.1018,52.94,38.24,5.88,2.94,0,0,0,-2.721673424,-2.773404914
14.95,18.48,1.24,7346.14,0.879,3.69,4.2419,52.94,38.24,5.88,2.94,0,0,0,-2.960169192,-3.083234919
9.84,13.71,1.39,7211.82,0.849,2.81,4.69,52.94,38.24,5.88,2.94,0,0,0,-3.141101315,-3.209587764
17.8,17.99,1.01,5262.74,0.822,2.307,9.3941,52.94,38.24,5.88,2.94,0,0,0,-3.410830474,-3.496340021
21.03,51.09,2.43,7334.34,0.932,6.808,2.7555,52.94,38.24,5.88,2.94,0,0,0,-2.679455483,-2.717835924
15.61,19.29,1.24,7123.58,0.87,3.366,4.7026,52.94,38.24,5.88,2.94,0,0,0,-3.105012859,-3.102329118
13.17,18.6,1.41,7081.18,0.871,3.416,4.7781,52.94,38.24,5.88,2.94,0,0,0,-3.145181309,-3.096987729
22.68,29.45,1.3,7298.74,0.925,6.256,2.8137,52.94,38.24,5.88,2.94,0,0,0,-2.800714155,-2.759672435
13.42,18.12,1.35,7482.98,0.898,4.549,3.575,52.94,38.24,5.88,2.94,0,0,0,-2.950056308,-2.910549672
17.55,21.55,1.23,6629.17,0.887,3.721,4.6425,50,34.38,12.5,3.13,0,0,0,-3.04055281,-3.006512554
15.28,19.4,1.27,6843.85,0.875,3.353,4.3952,50,34.38,12.5,3.13,0,0,0,-3.069104629,-3.084532643
8.62,9.34,1.08,3417.57,0.734,1.313,9.8416,50,34.38,12.5,3.13,0,0,0,-3.668368663,-3.840532626
39.96,42.01,1.05,7072.84,0.947,8.638,2.2876,50,34.38,12.5,3.13,0,0,0,-2.528128544,-2.539415124
22.44,23.79,1.06,5783.96,0.845,2.622,6.5483,50,34.38,12.5,3.13,0,0,0,-3.269344451,-3.226596303
17.42,21.94,1.26,6474.49,0.884,3.679,4.0924,50,34.38,12.5,3.13,0,0,0,-3.048594273,-3.005713112
18.77,19.81,1.06,7082.43,0.916,5.082,3.1887,50,34.38,12.5,3.13,0,0,0,-2.816114403,-2.896832953
18.21,18.68,1.03,4671.66,0.828,2.297,7.5141,50,34.38,12.5,3.13,0,0,0,-3.395267129,-3.326890423
20.41,46.21,2.26,6889.71,0.937,7.044,2.8,50,34.38,12.5,3.13,0,0,0,-2.726208641,-2.639976512
15.74,20.39,1.3,6788.17,0.874,3.312,4.698,50,34.38,12.5,3.13,0,0,0,-3.067197706,-3.081130186
14.35,18.89,1.32,6920.09,0.874,3.376,4.4474,50,34.38,12.5,3.13,0,0,0,-3.10505227,-3.105608616
25.15,28.18,1.12,7054.06,0.935,6.979,2.7225,50,34.38,12.5,3.13,0,0,0,-2.625757544,-2.716122584
32.27,39.84,1.23,6371.89,0.934,7.058,3.763,55.56,36.11,5.56,2.78,0,0,0,-2.596848057,-2.657867869
18.6,26.58,1.43,6644.14,0.915,5.315,3.3297,55.56,36.11,5.56,2.78,0,0,0,-2.800673878,-2.849264079
21.24,23.67,1.11,6855.71,0.92,5.646,3.6348,55.56,36.11,5.56,2.78,0,0,0,-2.809187202,-2.817856754
9.52,14.18,1.49,6672.55,0.84,2.579,5.3958,55.56,36.11,5.56,2.78,0,0,0,-3.206705298,-3.134130254
27.03,39.58,1.46,6551.88,0.922,5.773,3.6134,55.56,36.11,5.56,2.78,0,0,0,-2.812284344,-2.81299103
9.41,11.82,1.26,6702.83,0.834,2.507,5.6981,55.56,36.11,5.56,2.78,0,0,0,-3.283649218,-3.271087022
18.92,19.85,1.05,6771.17,0.905,4.6,3.5738,55.56,36.11,5.56,2.78,0,0,0,-2.958267607,-2.925020274
20.39,28.66,1.41,6931.42,0.917,5.54,3.2399,55.56,36.11,5.56,2.78,0,0,0,-2.870917684,-2.814541832
34.62,38.23,1.1,5965.46,0.934,6.348,3.5845,52.94,26.47,5.88,14.71,0,0,0,-2.58172643,-2.615569903
16.97,20.3,1.2,5634.84,0.869,2.952,5.5143,52.94,26.47,5.88,14.71,0,0,0,-3.089215661,-3.08578527
24.73,34.21,1.38,6669.38,0.926,5.767,3.2301,52.94,26.47,5.88,14.71,0,0,0,-2.712319038,-2.670984806
13.65,18.64,1.37,6266.63,0.851,2.65,5.3244,52.94,26.47,5.88,14.71,0,0,0,-3.244260609,-3.201075093
9.22,11.47,1.25,5556.57,0.796,1.745,6.7656,52.94,26.47,5.88,14.71,0,0,0,-3.352112665,-3.414889604
25.78,38.29,1.49,6603.78,0.922,5.373,3.2386,52.94,26.47,5.88,14.71,0,0,0,-2.814594905,-2.8159554
15.56,16.44,1.06,6662.19,0.904,4.125,3.6083,52.94,26.47,5.88,14.71,0,0,0,-2.992975756,-2.980481362
20.47,48.7,2.38,6654.95,0.923,5.395,3.0655,52.94,26.47,5.88,14.71,0,0,0,-2.727740427,-2.76822683
24.92,26.36,1.06,6622.09,0.928,5.823,3.1063,52.94,26.47,5.88,14.71,0,0,0,-2.766026259,-2.707267181
14.5,18.92,1.3,6171.99,0.856,2.685,5.2922,52.94,26.47,5.88,14.71,0,0,0,-3.162978507,-3.181996587
26.97,29.09,1.08,6581.89,0.928,5.92,3.0508,52.94,26.47,5.88,14.71,0,0,0,-2.745770406,-2.691502302
13.38,16.95,1.27,6355.95,0.858,2.737,4.8785,52.94,26.47,5.88,14.71,0,0,0,-3.143172777,-3.209793438
21.39,27.05,1.26,6494.37,0.916,4.974,3.238,52.94,26.47,5.88,14.71,0,0,0,-2.814500433,-2.804347759
34.93,42.55,1.22,6355.23,0.943,7.82,3.3572,60,30,6.67,3.33,0,0,0,-2.55293087,-2.539281083
18.99,22.1,1.16,6089.13,0.887,3.677,5.3932,60,30,6.67,3.33,0,0,0,-3.007830484,-3.033665195
25.43,35.41,1.39,6881.99,0.936,7.122,3.0562,60,30,6.67,3.33,0,0,0,-2.674265713,-2.663204032
13.57,17.14,1.26,6369.73,0.872,3.318,4.9422,60,30,6.67,3.33,0,0,0,-3.094330599,-3.056401122
15.22,17.15,1.13,6978.54,0.912,4.911,3.3235,60,30,6.67,3.33,0,0,0,-2.882824308,-2.930906547
11.79,13.03,1.1,5883.9,0.822,2.213,6.1581,60,30,6.67,3.33,0,0,0,-3.311110303,-3.34723582
12.74,18.81,1.48,5447.94,0.85,2.708,5.5392,60,30,6.67,3.33,0,0,0,-3.144413334,-3.188511799
12.57,19.27,1.53,5905.98,0.857,2.878,5.4707,60,30,6.67,3.33,0,0,0,-3.112911968,-3.177913778
