PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-H2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DH2 - INF),LOG(DH2 - 1 bar)
14.28094,20.55214,1.439130757,6384.88,0.891,4.013423121,1.13E+00,51.80722892,36.14457831,7.228915663,0,1.204819277,3.614457831,0,-2.19504,-2.20147
12.16505,12.65039,1.03989626,1713.4,0.6402,0.891406325,2.51E+00,55,35,5,5,0,0,0,-2.23933,-2.43814
11.77594,12.25809,1.040943653,1730.22,0.63582,0.913747165,2.45E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.22513,-2.52908
28.6635,28.88867,1.007855635,2360.53,0.79938,1.967176807,1.13E+00,52.38095238,33.33333333,9.523809524,4.761904762,0,0,0,-1.91596,-2.23984
14.62566,14.80593,1.012325598,1775.1,0.63118,0.860653446,2.41E+00,60.29411765,32.35294118,4.411764706,2.941176471,0,0,0,-2.63818,-2.6656
14.58254,14.83456,1.017282312,1902.6,0.64126,0.921902922,2.32E+00,60.29411765,35.29411765,4.411764706,0,0,0,0,-2.59727,-2.64092
11.57197,11.8022,1.019895489,2143.28,0.67518,1.080580189,3.11E+00,57.8125,35.9375,6.25,0,0,0,0,-2.47675,-2.41325
6.87534,7.5968,1.104934447,2295.87,0.66756,1.052762722,3.91E+00,47.61904762,42.85714286,9.523809524,0,0,0,0,-2.89985,-2.88034
6.87534,7.5968,1.104934447,2295.87,0.66756,1.052762722,3.91E+00,47.61904762,42.85714286,9.523809524,0,0,0,0,-2.93761,-2.96191
19.17209,19.44004,1.013976045,1566.61,0.6606,0.966500219,2.09E+00,50,40,10,0,0,0,0,-1.9054,-2.08791
6.52104,7.18122,1.101238453,1853.81,0.64866,0.914103885,4.40E+00,50,40,10,0,0,0,0,-3.07262,-2.97511
26.6394,26.8188,1.006734386,1892.08,0.76898,1.594253076,1.38E+00,53.33333333,31.11111111,8.888888889,4.444444444,0,0,2.222222222,-1.83001,-1.85658
31.83908,31.90876,1.002188505,2103.39,0.79784,1.929974794,1.18E+00,56.52173913,30.43478261,8.695652174,0,0,0,4.347826087,-1.84799,-1.98127
8.82857,9.32516,1.056248067,1279.44,0.57504,0.613684315,2.86E+00,50,16.66666667,16.66666667,16.66666667,0,0,0,-2.36386,-2.61687
8.80112,9.30798,1.057590398,1295.46,0.57902,0.622706605,2.86E+00,50,16.66666667,16.66666667,16.66666667,0,0,0,-2.38098,-2.4099
8.70331,9.20886,1.058087096,1186.42,0.55752,0.573534813,3.06E+00,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-2.34482,-2.59509
8.92012,9.13623,1.024227253,1229.17,0.55934,0.573004437,3.12E+00,50,16.66666667,16.66666667,16.66666667,0,0,0,-2.49573,-2.66681
7.21421,7.59461,1.052729266,1173.87,0.54824,0.547905777,3.70E+00,50,16.66666667,16.66666667,16.66666667,0,0,0,-2.82444,-2.93293
8.82172,9.31862,1.056326884,1276.88,0.57464,0.612172283,2.87E+00,50,16.66666667,16.66666667,16.66666667,0,0,0,-2.42059,-2.59916
15.54002,16.22503,1.044080381,6124.44,0.82672,2.451378367,2.55E+00,43.04932735,40.80717489,10.76233184,5.381165919,0,0,0,-2.3506,-2.34532
48.99332,49.11424,1.002468092,2346.99,0.8565,3.134021977,7.62E-01,58.33333333,36.11111111,5.555555556,0,0,0,0,-1.56628,-1.62643
20.39761,20.66272,1.012997111,2022.61,0.72824,1.344159356,1.66E+00,56.04395604,32.96703297,10.98901099,0,0,0,0,-2.0582,-2.12287
20.09546,20.36428,1.013377151,1997.12,0.72874,1.317288851,1.65E+00,54.54545455,30.68181818,14.77272727,0,0,0,0,-2.11108,-2.00126
29.73621,29.96288,1.007622693,2535.39,0.8078,2.184459456,1.22E+00,58.18181818,34.54545455,4.848484848,2.424242424,0,0,0,-2.16312,-2.17699
17.51403,17.65225,1.007891959,1944.06,0.70352,1.195551689,1.75E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.59761,-2.66532
18.1616,18.35439,1.010615254,1954.34,0.70694,1.260248185,1.69E+00,57.14285714,35.71428571,7.142857143,0,0,0,0,-2.56537,-2.93428
19.91979,20.01108,1.00458288,1797.5,0.7058,1.103124477,2.13E+00,57.14285714,28.57142857,7.142857143,0,0,0,7.142857143,-1.88668,-2.08425
12.57855,12.97634,1.031624472,995.434,0.54676,0.55981259,3.52E+00,55.81395349,33.72093023,6.976744186,3.488372093,0,0,0,-2.34592,-2.62275
12.4688,12.9586,1.039282048,1566.9,0.6361,0.88441314,2.00E+00,53.06122449,36.73469388,6.12244898,4.081632653,0,0,0,-2.14013,-2.19872
5.5071,7.10666,1.290454141,2906.12,0.66918,1.073835627,3.99E+00,56.96202532,37.97468354,5.063291139,0,0,0,0,-2.99426,-3.04763
5.44161,7.06247,1.297864051,2767.41,0.66964,1.04685392,3.94E+00,55.26315789,35.52631579,9.210526316,0,0,0,0,-3.0032,-3.03464
8.92878,9.43745,1.056969709,1040.54,0.51728,0.439348384,4.04E+00,62.5,12.5,25,0,0,0,0,-2.44401,-2.6253
11.45949,11.87363,1.036139479,1612.04,0.62606,0.835068446,2.38E+00,53.57142857,33.92857143,10.71428571,1.785714286,0,0,0,-2.27773,-2.26406
3.94512,4.47015,1.133083404,218.375,0.43882,0.301984695,7.15E+00,62.5,0,25,12.5,0,0,0,-3.45206,-3.39888
21.16998,21.52877,1.016948056,2417.42,0.76852,1.680409148,1.50E+00,51.13636364,34.09090909,11.36363636,3.409090909,0,0,0,-2.06551,-2.24508
15.70244,16.08588,1.024419135,1666.77,0.6746,1.009980028,2.09E+00,59.09090909,31.81818182,4.545454545,0,0,0,4.545454545,-2.13308,-2.36472
14.9013,15.25478,1.02372142,1541.97,0.65886,0.900561775,2.23E+00,57.14285714,28.57142857,9.523809524,0,0,0,4.761904762,-2.15131,-2.38075
14.24167,17.29682,1.214521892,8035.72,0.89244,3.988148704,1.26E+00,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,-1.9046,-1.8764
12.58386,12.73972,1.012385707,2090.17,0.66804,1.01194723,2.27E+00,38,44,10,8,0,0,0,-2.15107,-2.22967
9.62021,10.24517,1.064963239,1803.06,0.65548,0.966424034,2.55E+00,37.5,46.42857143,8.928571429,7.142857143,0,0,0,-2.25044,-2.24996
9.29008,9.79532,1.054384892,2150.81,0.6729,1.089527807,2.66E+00,37.09677419,48.38709677,8.064516129,6.451612903,0,0,0,-2.29232,-2.30474
9.4029,10.03326,1.067038892,1582.24,0.64396,0.924381207,2.44E+00,36.84210526,45.61403509,8.771929825,8.771929825,0,0,0,-2.20985,-2.39302
7.05379,7.68943,1.090113258,1881.88,0.60674,0.814341778,3.90E+00,60,37.14285714,2.857142857,0,0,0,0,-2.46027,-2.57756
22.4477,22.68783,1.01069731,2285.26,0.75944,1.597247344,1.57E+00,53.33333333,33.33333333,13.33333333,0,0,0,0,-1.9797,-1.97566
36.01552,36.16119,1.004044645,2106.77,0.80976,2.172225367,1.03E+00,57.69230769,30.76923077,11.53846154,0,0,0,0,-1.73222,-1.92879
50.04182,50.14914,1.002144606,2234.12,0.85586,3.073966856,7.73E-01,58.33333333,33.33333333,8.333333333,0,0,0,0,-1.53568,-1.50957
19.52389,19.85577,1.016998662,2229.51,0.7314,1.451458305,1.76E+00,58.62068966,37.93103448,3.448275862,0,0,0,0,-2.09868,-2.16534
19.37945,19.68457,1.015744513,2132.75,0.72436,1.359118738,1.69E+00,57.14285714,35.71428571,7.142857143,0,0,0,0,-2.04796,-2.17511
18.61138,18.89159,1.015055842,1918.28,0.70776,1.230899801,1.68E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.13747,-2.03804
23.68832,23.79747,1.004607756,1944.79,0.75634,1.472856895,1.55E+00,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,-2.14428,-2.15484
25.80442,26.02627,1.008597364,1988.41,0.7621,1.542809367,1.48E+00,58.82352941,30.88235294,5.882352941,0,0,2.941176471,1.470588235,-1.89661,-1.95421
18.21722,18.3963,1.00983026,1736.92,0.68492,1.135573465,1.79E+00,59.09090909,34.09090909,6.818181818,0,0,0,0,-2.06588,-2.24045
18.66531,18.83337,1.009003869,1731.6,0.6816,1.119314748,1.70E+00,60,33.33333333,6.666666667,0,0,0,0,-1.93281,-2.2752
27.45538,27.55602,1.003665584,1705.41,0.772,1.343732757,1.31E+00,55,30,10,0,0,5,0,-1.75109,-1.98847
11.79846,12.30436,1.042878477,1869.36,0.73698,1.115985372,2.97E+00,55,30,10,0,0,5,0,-2.78275,-2.87152
27.92171,27.98486,1.002261681,1853.87,0.77934,1.4550594,1.34E+00,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,-1.82914,-1.8578
13.58025,13.82622,1.018112332,2467.66,0.74804,1.213655162,2.34E+00,57.14285714,33.33333333,4.761904762,0,0,4.761904762,0,-2.84811,-3.08723
7.43582,7.79146,1.047827946,980.801,0.52016,0.520521763,3.40E+00,53.96825397,38.0952381,6.349206349,0,0,1.587301587,0,-2.7011,-2.68046
14.44401,14.90801,1.032124043,1833.82,0.67362,1.026187103,2.03E+00,55.31914894,39.36170213,4.255319149,0,0,1.063829787,0,-2.35785,-2.58024
11.53658,11.85223,1.027360795,1492.87,0.63806,0.778054583,3.53E+00,55,38.75,2.5,3.75,0,0,0,-2.26721,-2.73968
8.6479,9.37898,1.084538443,1963.78,0.68894,1.141521189,3.57E+00,55,38.75,2.5,3.75,0,0,0,-2.94034,-3.07982
9.16447,9.48623,1.035109504,1630.85,0.61022,0.794907134,2.88E+00,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,-2.27115,-2.50179
9.36869,10.35874,1.105676461,1907.58,0.67482,1.072301965,3.61E+00,52.87356322,40.22988506,2.298850575,4.597701149,0,0,0,-2.76693,-2.48007
14.44648,14.76002,1.021703557,1673.51,0.5832,0.734464415,2.83E+00,36.66666667,50,6.666666667,6.666666667,0,0,0,-1.95196,-2.0748
16.06055,16.78763,1.045271177,1923.28,0.69746,1.172353397,1.78E+00,54.94505495,35.16483516,3.296703297,1.098901099,1.098901099,4.395604396,0,-2.15765,-2.14158
19.18724,19.46333,1.01438925,2078.96,0.7225,1.370993757,1.74E+00,58.13953488,37.20930233,4.651162791,0,0,0,0,-2.04388,-2.05021
36.08773,36.46018,1.010320682,2490.2,0.81628,2.281201356,1.08E+00,63.51351351,34.45945946,2.027027027,0,0,0,0,-1.84362,-2.00574
10.78793,10.99587,1.019275246,1183.34,0.5553,0.634760602,3.87E+00,63.51351351,34.45945946,2.027027027,0,0,0,0,-2.63855,-3.13521
10.79332,11.0012,1.019260061,1185,0.5555,0.635625705,3.86E+00,63.51351351,34.45945946,2.027027027,0,0,0,0,-2.59346,-2.68602
14.4602,14.79794,1.023356523,1386.53,0.64192,0.91338027,2.16E+00,63.51351351,34.45945946,2.027027027,0,0,0,0,-2.65851,-2.64138
23.35801,26.19453,1.121436715,7397.31,0.92292,6.065736463,8.40E-01,59.56043956,35.16483516,2.637362637,0,0,2.637362637,0,-1.99781,-2.02955
22.91987,25.90905,1.130418715,7092.87,0.9208,5.719574386,8.51E-01,59.56043956,32.52747253,2.637362637,0,0,5.274725275,0,-2.00755,-1.98801
20.04358,20.29452,1.01251972,1731.24,0.6923,1.048208824,1.91E+00,61.11111111,22.22222222,5.555555556,11.11111111,0,0,0,-2.0188,-1.98125
37.23286,37.39371,1.004320109,2171.02,0.81104,2.201030172,1.04E+00,57.69230769,30.76923077,11.53846154,0,0,0,0,-1.69623,-1.76648
10.41037,17.14851,1.647252691,7916.98,0.88536,3.870138613,1.20E+00,50.32679739,39.21568627,2.614379085,5.22875817,0,2.614379085,0,-2.15373,-2.17644
16.58384,16.80389,1.013268941,5975.17,0.82868,2.434136899,1.98E+00,50.31055901,39.7515528,2.48447205,4.968944099,0,2.48447205,0,-2.48105,-2.49025
11.45686,14.3827,1.255378873,4364.55,0.78356,1.798678239,2.42E+00,49.67741935,38.70967742,2.580645161,6.451612903,0,2.580645161,0,-2.61049,-2.57142
5.7427,6.53618,1.13817194,1471.35,0.58754,0.753874007,3.30E+00,46.90265487,42.47787611,3.539823009,7.079646018,0,0,0,-2.50631,-2.70853
8.20476,8.47589,1.033045452,991.094,0.51392,0.472422415,3.76E+00,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-2.19308,-2.70759
14.58788,14.96789,1.026049707,1614.71,0.64788,0.894758067,2.19E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.03766,-2.29793
12.31699,12.84024,1.04248197,1638.72,0.62498,0.835319229,2.52E+00,46.66666667,40,6.666666667,6.666666667,0,0,0,-2.18582,-2.54756
8.24432,8.49703,1.030652619,1009.09,0.51006,0.472212193,3.70E+00,42.85714286,28.57142857,14.28571429,14.28571429,0,0,0,-2.13725,-2.2929
12.93992,13.36258,1.032663262,1640.05,0.64844,0.898854599,2.25E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.06448,-2.18371
10.60102,11.19453,1.055986122,1656.04,0.62064,0.832396735,2.37E+00,46.66666667,40,6.666666667,6.666666667,0,0,0,-2.27584,-2.1817
14.42675,14.81536,1.026936767,2100.34,0.70168,1.188905268,1.88E+00,53.125,34.375,9.375,3.125,0,0,0,-2.03738,-2.23316
10.42928,11.03825,1.058390416,2071.19,0.68388,0.99519342,2.20E+00,51.42857143,28.57142857,8.571428571,2.857142857,0,8.571428571,0,-2.09316,-2.23574
10.49106,11.21361,1.068872926,1827.94,0.6679,0.869092248,2.14E+00,50,23.68421053,7.894736842,2.631578947,0,15.78947368,0,-2.21549,-2.71925
23.28106,23.54633,1.011394241,2227.03,0.75194,1.414101523,1.85E+00,55.55555556,28.57142857,9.523809524,0,0,0,6.349206349,-2.01491,-2.28288
28.51846,28.7038,1.006498948,1761.07,0.74704,1.424689093,1.50E+00,60.86956522,26.08695652,0,8.695652174,4.347826087,0,0,-1.9019,-2.15807
4.94969,5.08169,1.026668337,627.269,0.5044,0.48754555,5.36E+00,57.02479339,33.05785124,3.305785124,3.305785124,0,3.305785124,0,-3.48579,-3.56244
11.87647,11.97179,1.008025954,1373.48,0.58552,0.693725993,3.16E+00,57.44680851,34.04255319,2.836879433,2.836879433,0,2.836879433,0,-2.55305,-2.55966
8.74576,9.32849,1.066630001,1799.58,0.6246,0.807829453,3.85E+00,58.82352941,37.25490196,3.921568627,0,0,0,0,-2.37344,-2.34358
10.82146,11.3201,1.04607881,2097.42,0.67188,1.000032745,3.10E+00,58.82352941,38.23529412,2.941176471,0,0,0,0,-2.54937,-2.53577
11.22728,11.51302,1.02545051,2072.49,0.67804,0.976035285,3.34E+00,59.15492958,38.02816901,2.816901408,0,0,0,0,-2.53302,-2.52887
11.23506,11.49374,1.023024354,1104.27,0.5511,0.645353943,3.70E+00,57.97101449,39.13043478,2.898550725,0,0,0,0,-2.25487,-2.41471
8.75566,9.48482,1.083278702,853.034,0.53268,0.561598978,4.15E+00,57.97101449,37.68115942,2.898550725,1.449275362,0,0,0,-2.78687,-2.98486
11.10645,11.55996,1.040833029,1207.34,0.59156,0.709862914,3.99E+00,57.14285714,40,2.857142857,0,0,0,0,-2.41238,-2.59817
38.43635,38.58992,1.003995437,2718.04,0.83408,2.731545009,9.36E-01,56,40,4,0,0,0,0,-1.80675,-1.98016
38.80579,38.95141,1.003752533,2660.69,0.832,2.727412793,9.07E-01,56,40,4,0,0,0,0,-1.72785,-1.8412
18.81812,19.05409,1.01253951,2026.42,0.70344,1.187218465,1.79E+00,40.90909091,40.90909091,9.090909091,9.090909091,0,0,0,-2.11766,-2.16768
18.22049,18.42059,1.010982142,2081.84,0.70644,1.209220641,1.79E+00,45,35,10,10,0,0,0,-2.00518,-2.1274
21.62846,21.87495,1.011396558,1994.97,0.72364,1.317769603,1.59E+00,54.28571429,31.42857143,8.571428571,5.714285714,0,0,0,-1.96691,-2.08061
28.19316,28.40266,1.00743088,2073.7,0.7673,1.698039719,1.30E+00,59.09090909,31.81818182,9.090909091,0,0,0,0,-1.95544,-2.15886
36.34735,36.53342,1.005119218,2232.8,0.80884,2.234278232,1.06E+00,60.71428571,35.71428571,3.571428571,0,0,0,0,-1.69647,-1.87027
15.70379,16.277,1.03650138,1542.27,0.62762,0.87813778,3.01E+00,61.29032258,32.25806452,6.451612903,0,0,0,0,-2.40173,-2.78073
9.56327,10.06097,1.052042868,1594.88,0.6008,0.700501708,3.19E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.37889,-2.51563
8.2899,8.81865,1.063782434,1542.87,0.56868,0.627975313,3.23E+00,53.33333333,33.33333333,6.666666667,6.666666667,0,0,0,-2.3037,-2.46188
17.43493,17.64378,1.011978826,1835.03,0.68214,1.089553455,2.03E+00,61.01694915,32.20338983,6.779661017,0,0,0,0,-1.9541,-2.27361
21.77951,23.64489,1.085648392,6750.2,0.89028,4.174328918,1.29E+00,58.71559633,35.77981651,5.504587156,0,0,0,0,-2.17726,-2.16714
30.03619,30.13191,1.003186822,1618.87,0.76656,1.3630108,1.49E+00,57.14285714,19.04761905,4.761904762,0,0,19.04761905,0,-1.70483,-1.64456
6.83265,7.35854,1.076967209,1840.37,0.59876,0.751871013,3.30E+00,46.15384615,43.58974359,2.564102564,0,0,7.692307692,0,-2.79322,-2.8728
11.80341,11.9604,1.013300394,1603.48,0.60914,0.813734933,2.47E+00,62.5,34.375,3.125,0,0,0,0,-2.45968,-2.72753
25.77232,26.07141,1.011605086,2177.4,0.7276,1.387453424,2.06E+00,54.76190476,38.0952381,7.142857143,0,0,0,0,-2.09196,-2.28477
35.22626,35.42552,1.005656576,2251.96,0.7969,1.968256948,1.17E+00,57.14285714,33.33333333,7.142857143,2.380952381,0,0,0,-1.78603,-1.98947
35.40931,35.5884,1.005057709,2137.02,0.78842,1.866104924,1.33E+00,58.13953488,34.88372093,4.651162791,2.325581395,0,0,0,-1.71209,-1.77787
16.16555,16.49002,1.020071696,2178.68,0.70178,1.220363859,2.03E+00,54.54545455,36.36363636,9.090909091,0,0,0,0,-2.19506,-2.23877
14.30939,14.64987,1.023794166,1965.57,0.67134,1.001913267,2.24E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.16796,-2.46827
14.03669,14.38994,1.025166189,2065.49,0.68694,1.099089932,2.15E+00,52.17391304,34.7826087,8.695652174,4.347826087,0,0,0,-2.2226,-2.2624
15.74723,16.00318,1.016253652,2009.33,0.6945,1.14978875,2.25E+00,59.03614458,36.14457831,4.819277108,0,0,0,0,-2.28007,-2.56462
9.24843,9.46474,1.023388835,1712.47,0.5732,0.681901997,3.06E+00,54.28571429,34.28571429,5.714285714,5.714285714,0,0,0,-2.14545,-2.34537
38.05264,38.2086,1.004098533,2445.46,0.8257,2.464437719,1.01E+00,57.69230769,38.46153846,3.846153846,0,0,0,0,-1.79028,-2.05451
11.35663,11.85318,1.043723358,1533.12,0.62426,0.805834705,2.38E+00,52.63157895,31.57894737,10.52631579,5.263157895,0,0,0,-2.33358,-2.47596
18.8451,19.162,1.016816042,1755.13,0.62174,0.837047997,2.42E+00,56.75675676,27.02702703,13.51351351,2.702702703,0,0,0,-2.03884,-2.18037
23.22778,23.4588,1.009945849,2535.4,0.74438,1.552240424,1.65E+00,55.55555556,37.03703704,3.703703704,3.703703704,0,0,0,-1.89298,-2.27136
9.8254,10.20786,1.038925642,1385.96,0.57824,0.654966733,3.03E+00,52.94117647,31.37254902,7.843137255,5.882352941,0,0,1.960784314,-2.25186,-2.27311
14.60414,14.92935,1.022268343,1389.12,0.63616,0.765211367,2.67E+00,50,33.33333333,8.333333333,8.333333333,0,0,0,-2.23743,-2.50322
13.70762,14.03428,1.023830541,987.204,0.58796,0.525273822,2.76E+00,50,16.66666667,8.333333333,8.333333333,0,16.66666667,0,-2.19042,-2.2069
23.81489,24.00245,1.007875745,1605.5,0.73092,1.144155948,2.31E+00,51.35135135,35.13513514,8.108108108,5.405405405,0,0,0,-1.8256,-1.84295
22.67748,22.95456,1.012218289,1845.77,0.7351,1.294187862,1.98E+00,48.8372093,39.53488372,6.976744186,4.651162791,0,0,0,-1.95046,-1.93774
22.94011,23.19791,1.011237958,2111.23,0.74978,1.505769795,1.59E+00,54.54545455,36.36363636,6.060606061,3.03030303,0,0,0,-1.93336,-1.89801
22.87723,23.12497,1.010829108,2030.82,0.74706,1.464527752,1.52E+00,53.125,34.375,9.375,3.125,0,0,0,-1.93465,-2.00417
21.3814,21.59726,1.010095691,2073.31,0.71598,1.366324504,1.66E+00,52.63157895,42.10526316,5.263157895,0,0,0,0,-1.93963,-2.06091
7.56505,8.18094,1.081412548,3437.41,0.70896,1.315493078,3.98E+00,52.63157895,42.10526316,5.263157895,0,0,0,0,-2.8873,-2.89886
6.35818,7.92423,1.24630476,1631.77,0.56208,0.661445677,4.42E+00,60.86956522,36.23188406,2.898550725,0,0,0,0,-3.04041,-3.1284
10.68167,10.96432,1.026461218,1495.06,0.57408,0.699105173,3.13E+00,59.67741935,37.09677419,3.225806452,0,0,0,0,-2.64357,-2.82928
15.01901,15.36462,1.023011503,1365.53,0.6312,0.824857591,1.97E+00,46.80851064,29.78723404,8.510638298,14.89361702,0,0,0,-1.99106,-2.04961
10.87314,11.08394,1.019387224,1414.68,0.5851,0.683742905,2.65E+00,46.15384615,30.76923077,7.692307692,15.38461538,0,0,0,-2.24629,-2.31129
9.36276,9.5498,1.019977015,1073.55,0.55594,0.615302543,2.57E+00,45.61403509,31.57894737,7.01754386,15.78947368,0,0,0,-2.1805,-2.37287
20.79723,20.87871,1.003917829,2014.45,0.73234,1.327077942,1.45E+00,44.44444444,33.33333333,11.11111111,11.11111111,0,0,0,-2.00709,-2.3168
37.64921,37.79444,1.003857451,1955.34,0.79938,1.913692557,1.20E+00,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,-1.72384,-1.93293
32.72291,32.88902,1.00507626,1981.53,0.7952,1.848081732,1.29E+00,55.55555556,29.62962963,11.11111111,0,0,0,3.703703704,-1.70622,-1.84577
12.49469,13.0349,1.043235166,3300.35,0.72264,1.303380919,2.71E+00,58.62068966,32.75862069,6.896551724,0,0,0,1.724137931,-2.79644,-2.75535
24.16596,24.39233,1.009367308,2066.17,0.75454,1.539893264,1.55E+00,61.97183099,32.3943662,2.816901408,0,0,2.816901408,0,-1.83071,-1.74814
22.52345,22.77184,1.011028062,2131.49,0.76096,1.504837089,1.49E+00,46.66666667,33.33333333,13.33333333,6.666666667,0,0,0,-1.99779,-2.11118
19.99294,20.11564,1.006137166,1836.47,0.70916,1.156373622,1.56E+00,47.05882353,29.41176471,11.76470588,11.76470588,0,0,0,-1.98756,-2.01552
25.56394,25.78697,1.008724399,2232.21,0.77364,1.678268887,1.35E+00,50,33.33333333,11.11111111,5.555555556,0,0,0,-1.95935,-2.13138
26.02507,26.28968,1.010167504,1649.41,0.72288,1.27561131,1.24E+00,53.33333333,33.33333333,3.333333333,10,0,0,0,-1.90225,-2.13078
27.26802,27.46906,1.007372739,1611.06,0.73376,1.321233074,1.20E+00,56,28,8,8,0,0,0,-1.84446,-1.92882
15.49643,15.73976,1.015702326,1919.6,0.68006,1.078641919,2.09E+00,59.25925926,34.56790123,6.172839506,0,0,0,0,-2.2608,-2.23793
17.06748,17.40258,1.01963383,2260.88,0.71802,1.321478395,1.94E+00,59.30232558,36.04651163,4.651162791,0,0,0,0,-2.26927,-2.34659
17.1273,17.47282,1.020173641,2267.39,0.7215,1.326011325,1.98E+00,58.82352941,35.29411765,5.882352941,0,0,0,0,-2.28492,-2.538
10.12306,10.61541,1.048636479,1392.3,0.605,0.673508624,2.67E+00,35,30,20,10,0,0,5,-2.2381,-2.19598
9.70807,10.21691,1.052414126,1380.26,0.60134,0.66154816,2.82E+00,35,30,20,10,0,0,5,-2.26048,-2.34416
9.25989,9.75793,1.053784656,3450.5,0.75434,1.488713376,2.55E+00,50,31.25,12.5,6.25,0,0,0,-2.79791,-2.79631
9.00103,9.25449,1.028159,673,0.45126,0.429763243,3.62E+00,56.4516129,38.70967742,4.838709677,0,0,0,0,-2.39904,-2.34739
26.77783,26.99303,1.008036499,2091.21,0.77668,1.734400157,1.37E+00,56.81818182,34.09090909,4.545454545,4.545454545,0,0,0,-1.79938,-2.11204
25.42451,25.69576,1.010668839,2265.25,0.78412,1.825508981,1.37E+00,54.16666667,37.5,4.166666667,4.166666667,0,0,0,-1.82548,-2.02015
28.27496,28.44212,1.005911945,2785.93,0.81014,2.446303851,9.25E-01,52,40,4,4,0,0,0,-1.8129,-2.00815
30.3537,30.63543,1.00928157,2693.97,0.82404,2.57183787,8.62E-01,53.19148936,34.04255319,4.255319149,8.510638298,0,0,0,-1.7854,-2.10026
30.17194,30.47431,1.010021563,3019.4,0.82326,2.761940867,8.04E-01,52,36,4,8,0,0,0,-1.80703,-1.80843
22.93412,23.02418,1.0039269,2118.32,0.74374,1.524382245,1.50E+00,58.33333333,37.03703704,3.703703704,0,0,0,0.925925926,-2.00828,-2.22038
21.10335,21.20275,1.004710153,2096.09,0.72806,1.444982078,1.58E+00,57,37,5,0,0,0,1,-2.0905,-2.02615
15.55503,15.9039,1.022428115,2356.22,0.71292,1.320946296,1.88E+00,61.9047619,33.33333333,4.761904762,0,0,0,0,-2.11662,-2.31121
27.65412,27.86288,1.007548966,2623.76,0.79466,2.058976704,1.26E+00,58.82352941,35.29411765,5.882352941,0,0,0,0,-1.97102,-2.11272
14.63894,15.33211,1.047351106,2879.91,0.749,1.512541575,2.06E+00,50,40,6,4,0,0,0,-2.35665,-2.42357
11.40572,11.66293,1.022550966,2467.43,0.68318,1.137719365,2.95E+00,60.34482759,36.20689655,3.448275862,0,0,0,0,-2.50772,-2.15586
24.47044,24.62161,1.006177658,2124.23,0.76484,1.590742231,1.54E+00,56.4516129,32.25806452,6.451612903,0,0,0,4.838709677,-2.22722,-2.38263
14.03916,16.05126,1.143320541,8086.92,0.89088,4.300630941,1.16E+00,58.86524823,38.29787234,2.836879433,0,0,0,0,-2.156,-2.24269
27.89626,34.39746,1.233049161,7763.25,0.90668,5.151737265,1.03E+00,57.63546798,38.42364532,3.9408867,0,0,0,0,-2.02857,-1.98178
16.48321,16.75539,1.01651256,1678.06,0.67998,1.070328978,1.80E+00,57.5,32.5,7.5,0,0,0,2.5,-1.93333,-1.87223
8.5356,8.91891,1.044907212,2464.87,0.65186,0.948062091,3.47E+00,57.5,32.5,7.5,0,0,0,2.5,-2.92216,-2.89528
29.69003,29.90756,1.007326702,2338.07,0.81408,2.249989636,1.07E+00,55.35714286,37.5,5.357142857,0,0,0,1.785714286,-1.70743,-1.83
18.24159,18.49644,1.013970822,3009.86,0.782,1.83342985,1.91E+00,55.35714286,37.5,5.357142857,0,0,0,1.785714286,-2.76089,-2.65567
22.69681,23.67795,1.043228101,3245.59,0.81204,2.259099242,1.73E+00,59.13043478,34.7826087,6.086956522,0,0,0,0,-2.51537,-2.39831
22.23299,22.34714,1.005134262,2257.45,0.7539,1.602576366,1.49E+00,57.53424658,36.98630137,2.739726027,2.739726027,0,0,0,-2.25779,-2.27617
11.69019,12.14977,1.039313305,1687.53,0.62708,0.881577246,2.53E+00,57.89473684,36.84210526,5.263157895,0,0,0,0,-2.2549,-2.23757
11.3117,11.78632,1.041958326,1776.31,0.63268,0.864365354,2.74E+00,55.55555556,33.33333333,11.11111111,0,0,0,0,-2.23353,-2.63552
43.29571,43.44196,1.003377933,2102.14,0.81522,2.243276115,9.41E-01,53,39,3,5,0,0,0,-1.77508,-1.80739
20.36281,20.62879,1.013062048,1685.88,0.6913,1.017900501,1.87E+00,57.89473684,21.05263158,5.263157895,15.78947368,0,0,0,-2.03582,-2.3482
