PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-H2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DH2 - INF),LOG(DH2 - 1 bar)
13.95,22.41,1.61,7527.22,0.896,4.551,1.1111,51.52,44.44,4.04,0,0,0,0,-2.195845542,-2.205711525
16.53,19.5,1.18,7618.75,0.906,5.206,1.0084,51.52,44.44,4.04,0,0,0,0,-2.137169786,-2.094145356
23.83,28.23,1.18,7085.95,0.923,6.405,0.8019,51.52,44.44,4.04,0,0,0,0,-1.898200588,-2.058994636
33.61,58.82,1.75,6850.08,0.936,7.572,0.6942,51.52,44.44,4.04,0,0,0,0,-1.775880024,-1.79847488
24.18,26.72,1.1,7452.47,0.927,6.874,0.7828,51.52,44.44,4.04,0,0,0,0,-1.867690917,-1.895458827
12.98,16.14,1.24,6914.63,0.855,3.17,1.5882,51.52,44.44,4.04,0,0,0,0,-2.375732546,-2.31036759
30.89,49.81,1.61,7466.8,0.936,7.694,0.7025,51.52,44.44,4.04,0,0,0,0,-1.763220112,-1.831643326
14.47,35.54,2.46,7512.92,0.911,5.427,0.9539,51.52,44.44,4.04,0,0,0,0,-2.148625979,-2.080242391
22.01,26.27,1.19,7470.46,0.923,6.518,0.83,51.52,44.44,4.04,0,0,0,0,-1.946916366,-1.963786012
10.47,17.13,1.64,6833.41,0.845,2.983,1.6722,51.52,44.44,4.04,0,0,0,0,-2.392151905,-2.416261311
15.16,22.67,1.5,8134.89,0.927,6.551,0.7844,53.15,39.64,3.6,3.6,0,0,0,-1.938066541,-2.017744972
10.26,14.72,1.43,7511.93,0.855,3.022,1.6115,53.15,39.64,3.6,3.6,0,0,0,-2.36748753,-2.40486091
15.38,22.41,1.46,8111.49,0.929,6.572,0.7843,53.15,39.64,3.6,3.6,0,0,0,-1.92527355,-2.034346778
20.35,31.78,1.56,7563.01,0.935,7.258,0.6892,53.15,39.64,3.6,3.6,0,0,0,-1.828920512,-1.922208705
13.94,20.65,1.48,7092.83,0.873,3.539,1.341,53.15,39.64,3.6,3.6,0,0,0,-2.333221509,-2.277281787
22.65,25.01,1.1,7554.91,0.938,7.792,0.6386,53.15,39.64,3.6,3.6,0,0,0,-1.850034177,-1.877480137
13.59,17.61,1.3,7080.96,0.877,3.642,1.2863,53.15,39.64,3.6,3.6,0,0,0,-2.290547483,-2.225303823
22.42,33.55,1.5,8186.4,0.947,8.896,0.5941,53.15,39.64,3.6,3.6,0,0,0,-1.840700778,-1.86118042
20.94,26.46,1.26,7151.01,0.893,4.192,1.2469,53.15,39.64,3.6,3.6,0,0,0,-2.213230723,-2.219930169
14.47,17.36,1.2,8096.1,0.917,5.632,0.8942,53.15,39.64,3.6,3.6,0,0,0,-1.999715115,-2.079504902
28.71,60.47,2.11,7868.29,0.959,11.482,0.4816,53.15,39.64,3.6,3.6,0,0,0,-1.640105642,-1.64055037
18.99,39.42,2.08,7799.72,0.943,8.413,0.6059,53.15,39.64,3.6,3.6,0,0,0,-1.813534258,-1.753239563
30.61,34.17,1.12,7918.96,0.951,9.965,0.5326,53.15,39.64,3.6,3.6,0,0,0,-1.684287353,-1.654600371
18.42,24.05,1.31,7631.12,0.903,4.729,1.0833,53.15,39.64,3.6,3.6,0,0,0,-2.162351216,-2.137779066
13.81,15.67,1.13,7455.09,0.854,2.983,1.629,53.15,39.64,3.6,3.6,0,0,0,-2.445755986,-2.536636699
39.27,43.47,1.11,7762.66,0.956,11.523,0.4997,55.56,38.38,6.06,0,0,0,0,-1.626792162,-1.608565363
16.25,24.7,1.52,8165.4,0.935,7.433,0.7168,55.56,38.38,6.06,0,0,0,0,-1.964865858,-1.936387904
16.18,23.48,1.45,8145.96,0.935,7.389,0.7222,55.56,38.38,6.06,0,0,0,0,-1.921425132,-1.855034362
20.59,31.86,1.55,7795.42,0.943,8.153,0.65,55.56,38.38,6.06,0,0,0,0,-1.793506126,-1.882286782
12.83,21.55,1.68,7178.3,0.883,3.82,1.3249,55.56,38.38,6.06,0,0,0,0,-2.272332362,-2.257124609
30.53,37.99,1.24,7731.97,0.942,8.498,0.6138,55.56,38.38,6.06,0,0,0,0,-1.763665434,-1.783995074
14.8,20.59,1.39,7319.55,0.883,3.983,1.2497,55.56,38.38,6.06,0,0,0,0,-2.271812952,-2.31645718
23.73,27.55,1.16,7903.11,0.945,8.812,0.6062,55.56,38.38,6.06,0,0,0,0,-1.830371656,-1.835397312
15.88,20.6,1.3,7104.68,0.89,4.151,1.2073,55.56,38.38,6.06,0,0,0,0,-2.178735188,-2.186573583
32,36.89,1.15,7879.56,0.955,10.997,0.4969,55.56,38.38,6.06,0,0,0,0,-1.74510246,-1.659220178
23.17,25.84,1.12,7187.33,0.915,5.446,1.0193,55.56,38.38,6.06,0,0,0,0,-2.074203222,-1.962714121
14.59,17.83,1.22,6861.59,0.873,3.464,1.5172,55.56,38.38,6.06,0,0,0,0,-2.298140976,-2.354925662
32.11,46.42,1.45,7779.53,0.952,10.084,0.5327,55.56,38.38,6.06,0,0,0,0,-1.685622021,-1.789195993
27.57,44.84,1.63,8162.11,0.952,9.94,0.5678,55.56,38.38,6.06,0,0,0,0,-1.609040509,-1.728053795
16.38,19.23,1.17,8157.22,0.925,6.322,0.8333,55.56,38.38,6.06,0,0,0,0,-2.020812249,-2.048727057
24.4,24.96,1.02,7840.81,0.922,6.278,0.8115,55.56,38.38,6.06,0,0,0,0,-2.004845577,-1.930826933
15.55,19.02,1.22,8151.29,0.925,6.325,0.8304,55.56,38.38,6.06,0,0,0,0,-2.098661006,-1.97522705
28.32,60.61,2.14,8191.36,0.962,12.854,0.4438,55.56,38.38,6.06,0,0,0,0,-1.60337607,-1.609748109
19.48,44.61,2.29,7702.12,0.95,9.423,0.5604,55.56,38.38,6.06,0,0,0,0,-1.781324356,-1.854992763
15.46,17.71,1.15,6794.89,0.86,3.114,1.635,55.56,38.38,6.06,0,0,0,0,-2.421724705,-2.351355247
21.59,27.74,1.29,7274.13,0.913,5.443,1.007,55.56,38.38,6.06,0,0,0,0,-2.038524136,-2.058747934
14.76,18.52,1.25,7052.8,0.872,3.465,1.4983,55.56,38.38,6.06,0,0,0,0,-2.359709057,-2.2093504
37.73,42.23,1.12,7723.33,0.955,11.035,0.5076,53.4,38.83,7.77,0,0,0,0,-1.5924157,-1.675310433
20.06,31.78,1.58,7726.27,0.94,7.819,0.6586,53.4,38.83,7.77,0,0,0,0,-1.840151832,-1.942587359
12.38,20.45,1.65,7308.28,0.88,3.657,1.354,53.4,38.83,7.77,0,0,0,0,-2.249447003,-2.261765449
30.52,37.06,1.21,7651.9,0.941,8.143,0.628,53.4,38.83,7.77,0,0,0,0,-1.874153103,-1.841620567
22.42,27.11,1.21,7749.36,0.943,8.363,0.6199,53.4,38.83,7.77,0,0,0,0,-1.868194436,-1.809079347
42.53,74.27,1.75,7970.93,0.962,12.538,0.448,53.4,38.83,7.77,0,0,0,0,-1.498519309,-1.51020664
31.87,34.43,1.08,8120.69,0.957,10.933,0.5026,53.4,38.83,7.77,0,0,0,0,-1.703947395,-1.723018244
23.15,25.8,1.11,7186.67,0.913,5.216,1.0489,53.4,38.83,7.77,0,0,0,0,-1.964011583,-2.026569822
12.5,15.17,1.21,6558.06,0.824,2.354,2.1137,53.4,38.83,7.77,0,0,0,0,-2.652504169,-2.60771201
16.2,18.48,1.14,8077.31,0.922,6.035,0.855,53.4,38.83,7.77,0,0,0,0,-2.040728319,-2.045662332
25.83,60.49,2.34,8123.41,0.961,12.333,0.4514,53.4,38.83,7.77,0,0,0,0,-1.584250898,-1.662848434
14.27,16.72,1.17,6760.92,0.855,2.978,1.6828,53.4,38.83,7.77,0,0,0,0,-2.51823674,-2.402108456
20.04,25.58,1.28,7511.09,0.908,5.079,1.0409,53.4,38.83,7.77,0,0,0,0,-2.115662518,-2.109587065
13.77,17.76,1.29,7394.13,0.862,3.214,1.5543,53.4,38.83,7.77,0,0,0,0,-2.46369373,-2.453292871
15.45,21.94,1.42,7509.95,0.923,5.767,0.8359,49.55,32.43,10.81,7.21,0,0,0,-2.025212057,-2.032057349
15.18,21.67,1.43,7494.64,0.923,5.776,0.8288,49.55,32.43,10.81,7.21,0,0,0,-2.075391547,-1.946004639
12.49,18.76,1.5,6481.45,0.865,2.989,1.4972,49.55,32.43,10.81,7.21,0,0,0,-2.375959356,-2.352195891
12.9,16.2,1.26,6793.84,0.873,3.273,1.3554,49.55,32.43,10.81,7.21,0,0,0,-2.272374432,-2.265471524
31.62,34.4,1.09,6859.08,0.95,8.906,0.5739,49.55,32.43,10.81,7.21,0,0,0,-1.75326344,-1.698452073
20.93,24.44,1.17,6334.66,0.9,4.218,1.1798,49.55,32.43,10.81,7.21,0,0,0,-2.105630327,-2.122900171
15.4,17.84,1.16,7472.44,0.914,4.961,0.9624,49.55,32.43,10.81,7.21,0,0,0,-2.072598874,-2.058672458
27.3,60.59,2.22,6705.5,0.956,10.057,0.5083,49.55,32.43,10.81,7.21,0,0,0,-1.670894901,-1.615797317
14.12,15.52,1.1,5895.62,0.834,2.392,1.9218,49.55,32.43,10.81,7.21,0,0,0,-2.580680843,-2.540222367
24.68,31.26,1.27,6566.84,0.908,4.797,0.9178,49.55,32.43,10.81,7.21,0,0,0,-2.022997848,-1.98970191
17.24,24.72,1.43,8221.89,0.939,7.766,0.7072,57.89,37.89,4.21,0,0,0,0,-1.889388358,-1.924788548
13.95,22.19,1.59,7126.16,0.888,4.023,1.2712,57.89,37.89,4.21,0,0,0,0,-2.227706017,-2.237877977
30.48,38.02,1.25,7822.67,0.944,8.969,0.5987,57.89,37.89,4.21,0,0,0,0,-1.816878809,-1.786065466
16.93,20.58,1.22,7092.3,0.894,4.38,1.1967,57.89,37.89,4.21,0,0,0,0,-2.183433427,-2.188867437
33.67,39.5,1.17,7958.54,0.957,11.559,0.4813,57.89,37.89,4.21,0,0,0,0,-1.612833723,-1.674908797
23.32,26,1.11,7297.32,0.919,5.737,0.9962,57.89,37.89,4.21,0,0,0,0,-1.950198361,-1.951933965
13.67,15.58,1.14,6705.03,0.837,2.612,1.9795,57.89,37.89,4.21,0,0,0,0,-2.518855577,-2.48821896
25.31,25.74,1.02,7989.98,0.928,6.82,0.7814,57.89,37.89,4.21,0,0,0,0,-1.984877547,-1.941224375
16.64,19.83,1.19,8177.9,0.929,6.664,0.812,57.89,37.89,4.21,0,0,0,0,-2.015980543,-2.04149891
30.59,60.95,1.99,8232.02,0.963,13.523,0.4343,57.89,37.89,4.21,0,0,0,0,-1.591591453,-1.535030061
22.42,45.66,2.04,7845.82,0.952,9.915,0.5496,57.89,37.89,4.21,0,0,0,0,-1.692333122,-1.776050233
23.01,29.1,1.26,7362.4,0.917,5.755,0.9746,57.89,37.89,4.21,0,0,0,0,-2.03286763,-2.013725015
15.2,20.03,1.32,7145.75,0.877,3.67,1.4501,57.89,37.89,4.21,0,0,0,0,-2.290604752,-2.287606147
31.37,36.21,1.15,8201.1,0.96,12.817,0.4456,57.89,37.89,4.21,0,0,0,0,-1.514027142,-1.644484728
29.17,32.62,1.12,6123.04,0.935,7.131,0.7168,55.84,36.36,5.19,2.6,0,0,0,-1.826907838,-1.879147348
15.08,27.97,1.85,5722.16,0.872,3.325,1.4506,55.84,36.36,5.19,2.6,0,0,0,-2.317518056,-2.304451921
12.64,18.33,1.45,7644.43,0.909,4.835,1.0463,55.84,36.36,5.19,2.6,0,0,0,-2.167236498,-2.249846495
7.59,10.11,1.33,6611.5,0.814,2.166,2.1876,55.84,36.36,5.19,2.6,0,0,0,-2.554640994,-2.546230054
14.76,22.1,1.5,7360.76,0.912,5.074,0.9844,55.84,36.36,5.19,2.6,0,0,0,-2.084945623,-2.102876315
22.43,28.27,1.26,7184.2,0.914,5.415,0.921,55.84,36.36,5.19,2.6,0,0,0,-2.101372025,-2.071071174
17.18,21.28,1.24,7442.4,0.92,5.775,0.8773,55.84,36.36,5.19,2.6,0,0,0,-2.012332825,-2.124433701
24.34,28.84,1.18,7461.87,0.934,7.187,0.7297,55.84,36.36,5.19,2.6,0,0,0,-1.874061186,-1.851566199
24.43,26.18,1.07,7628.63,0.937,7.489,0.7173,55.84,36.36,5.19,2.6,0,0,0,-1.877755388,-1.894929946
10.95,11.79,1.08,6252.95,0.811,2.163,2.1912,55.84,36.36,5.19,2.6,0,0,0,-2.507762823,-2.587764538
11.72,12.27,1.05,5463.29,0.8,1.993,2.3599,55.84,36.36,5.19,2.6,0,0,0,-2.639406495,-2.71578183
13.2,15.46,1.17,7674.26,0.893,4.211,1.1779,55.84,36.36,5.19,2.6,0,0,0,-2.236114284,-2.20854617
20.82,21.18,1.02,7468.14,0.877,3.694,1.3409,55.84,36.36,5.19,2.6,0,0,0,-2.301297071,-2.300547751
23.49,47.62,2.03,7687.76,0.946,8.648,0.6286,55.84,36.36,5.19,2.6,0,0,0,-1.727968124,-1.801248841
16.32,35,2.15,7352.81,0.927,6.139,0.8318,55.84,36.36,5.19,2.6,0,0,0,-1.982410348,-2.024463605
12.31,18.19,1.48,6924.98,0.87,3.427,1.4492,55.84,36.36,5.19,2.6,0,0,0,-2.224847304,-2.372376151
15.4,22.57,1.47,8281.6,0.924,6.585,0.7841,52.94,43.7,3.36,0,0,0,0,-1.957295114,-1.987973454
19.27,31.65,1.64,7850.25,0.934,7.486,0.6772,52.94,43.7,3.36,0,0,0,0,-1.999969613,-1.908406201
27.7,35.95,1.3,7652.29,0.933,7.605,0.6546,52.94,43.7,3.36,0,0,0,0,-1.898467591,-1.78750022
14.51,19.23,1.33,7166.97,0.865,3.524,1.3514,52.94,43.7,3.36,0,0,0,0,-2.329643623,-2.205409696
49.06,56.89,1.16,7761.7,0.948,9.89,0.5245,52.94,43.7,3.36,0,0,0,0,-1.698784208,-1.734871973
21.64,25.14,1.16,7467.1,0.903,4.855,1.112,52.94,43.7,3.36,0,0,0,0,-2.09060341,-2.076614257
15.41,16.91,1.1,8285.9,0.912,5.62,0.9078,52.94,43.7,3.36,0,0,0,0,-2.052975719,-2.082317298
22.92,23.62,1.03,7947.38,0.912,5.614,0.8946,52.94,43.7,3.36,0,0,0,0,-2.088710799,-2.037488971
26.03,60.68,2.33,8264.84,0.956,11.566,0.4797,52.94,43.7,3.36,0,0,0,0,-1.657796167,-1.710850987
13.21,15.36,1.16,6522.38,0.837,2.748,1.8029,52.94,43.7,3.36,0,0,0,0,-2.509870469,-2.514374589
21.13,27,1.28,7077.01,0.897,4.763,1.0878,52.94,43.7,3.36,0,0,0,0,-2.065879078,-2.098913986
15.75,22.55,1.43,7874.62,0.932,6.811,0.7499,55.56,34.34,6.06,4.04,0,0,0,-1.973542259,-2.016030548
20.09,31.6,1.57,7517.96,0.939,7.525,0.6711,55.56,34.34,6.06,4.04,0,0,0,-1.941804981,-1.89579695
12.71,21.65,1.7,6931.15,0.878,3.516,1.3852,55.56,34.34,6.06,4.04,0,0,0,-2.241994399,-2.321425454
30.23,37.47,1.24,7425.11,0.939,7.852,0.6315,55.56,34.34,6.06,4.04,0,0,0,-1.78879646,-1.894926172
13.72,20.96,1.53,7024.95,0.879,3.675,1.2865,55.56,34.34,6.06,4.04,0,0,0,-2.203477102,-2.248175499
23.34,27.35,1.17,7663.17,0.941,8.136,0.6213,55.56,34.34,6.06,4.04,0,0,0,-1.843088804,-1.927303393
14.16,17.99,1.27,7260.02,0.885,3.827,1.2507,55.56,34.34,6.06,4.04,0,0,0,-2.241373839,-2.145992549
22.47,25.11,1.12,7230.93,0.912,5.034,1.0458,55.56,34.34,6.06,4.04,0,0,0,-2.056052316,-2.10818326
12.85,17.01,1.32,7000.32,0.866,3.188,1.5547,55.56,34.34,6.06,4.04,0,0,0,-2.293764685,-2.362698533
15.84,18.55,1.17,7900.2,0.922,5.842,0.8616,55.56,34.34,6.06,4.04,0,0,0,-2.057106356,-2.050994127
25.25,25.79,1.02,7678.35,0.92,5.801,0.8609,55.56,34.34,6.06,4.04,0,0,0,-2.015066455,-2.035051429
28.33,60.53,2.14,7932.3,0.96,11.897,0.457,55.56,34.34,6.06,4.04,0,0,0,-1.568831162,-1.609242056
18.55,42.76,2.3,7488.84,0.947,8.706,0.5768,55.56,34.34,6.06,4.04,0,0,0,-1.82020542,-1.831639046
15.94,17.5,1.1,6389.92,0.854,2.89,1.6721,55.56,34.34,6.06,4.04,0,0,0,-2.46109162,-2.400262658
30.77,35.39,1.15,7667.49,0.955,10.531,0.5062,55.56,34.34,6.06,4.04,0,0,0,-1.610749487,-1.727542167
20.87,26.49,1.27,6961.9,0.909,5.01,1.0317,55.56,34.34,6.06,4.04,0,0,0,-2.01731695,-2.040371136
13.11,17.49,1.33,6728.67,0.866,3.182,1.5393,55.56,34.34,6.06,4.04,0,0,0,-2.391481582,-2.344717693
30.13,34.69,1.15,7857.65,0.957,11.346,0.4716,55.56,34.34,6.06,4.04,0,0,0,-1.70861187,-1.654606883
27.1,32.89,1.21,7676.18,0.917,5.643,0.9007,55.56,34.34,6.06,4.04,0,0,0,-1.9611943,-1.957772287
10.49,15.1,1.44,6942.76,0.856,2.852,1.5633,53.4,31.07,7.77,7.77,0,0,0,-2.30400422,-2.326293556
15.26,22.19,1.45,7537.68,0.928,6.149,0.7815,53.4,31.07,7.77,7.77,0,0,0,-1.961751812,-1.883357058
20.32,31.8,1.56,7114,0.935,6.787,0.6928,53.4,31.07,7.77,7.77,0,0,0,-1.869045217,-1.891976766
13.87,19.99,1.44,6684.86,0.871,3.31,1.3433,53.4,31.07,7.77,7.77,0,0,0,-2.311016325,-2.274881581
15.25,19.7,1.29,6626.17,0.882,3.514,1.275,53.4,31.07,7.77,7.77,0,0,0,-2.13640381,-2.309004001
30.64,36.56,1.19,7259.63,0.95,9.192,0.5258,53.4,31.07,7.77,7.77,0,0,0,-1.626464129,-1.777235241
31.47,34.3,1.09,7584.06,0.952,9.426,0.5306,53.4,31.07,7.77,7.77,0,0,0,-1.730330535,-1.724148058
12.57,16.89,1.34,6733.85,0.856,2.828,1.6607,53.4,31.07,7.77,7.77,0,0,0,-2.399762931,-2.436711144
21.75,26.6,1.22,6713,0.892,3.922,1.2392,53.4,31.07,7.77,7.77,0,0,0,-2.14363645,-2.202864659
21.44,22.1,1.03,7247.58,0.914,5.225,0.8834,53.4,31.07,7.77,7.77,0,0,0,-2.065741766,-2.128379082
15.34,17.86,1.16,7455.34,0.918,5.294,0.8889,53.4,31.07,7.77,7.77,0,0,0,-1.999844809,-2.017216016
14.81,16.16,1.09,5815.72,0.844,2.577,1.7537,53.4,31.07,7.77,7.77,0,0,0,-2.491810794,-2.412106969
31.12,34.94,1.12,7334.84,0.951,9.297,0.5259,53.4,31.07,7.77,7.77,0,0,0,-1.758715045,-1.701114838
10.69,12.54,1.17,6917.81,0.844,2.586,1.7515,53.4,31.07,7.77,7.77,0,0,0,-2.497447812,-2.332056172
14.52,16.21,1.12,6161.38,0.842,2.58,1.7948,53.4,31.07,7.77,7.77,0,0,0,-2.450861355,-2.328563288
8.79,13.98,1.59,6315.08,0.837,2.319,1.7381,49.55,25.23,10.81,14.41,0,0,0,-2.475159995,-2.428563234
15.24,21.52,1.41,6897.13,0.917,5.076,0.8537,49.55,25.23,10.81,14.41,0,0,0,-1.967918351,-2.009815698
26.94,35.26,1.31,6229.62,0.927,5.863,0.7102,49.55,25.23,10.81,14.41,0,0,0,-1.933753717,-1.968922193
13.91,16.96,1.22,6023.61,0.863,2.836,1.4204,49.55,25.23,10.81,14.41,0,0,0,-2.324644147,-2.330331784
31.36,36.64,1.17,6458.16,0.944,7.696,0.5697,49.55,25.23,10.81,14.41,0,0,0,-1.695006256,-1.721597828
41.17,45.66,1.11,6896.08,0.953,8.902,0.5289,49.55,25.23,10.81,14.41,0,0,0,-1.625293337,-1.642866781
31.01,34.41,1.11,6861.16,0.946,7.896,0.5844,49.55,25.23,10.81,14.41,0,0,0,-1.725727082,-1.810938891
21.08,25.11,1.19,6020.1,0.894,3.73,1.2117,49.55,25.23,10.81,14.41,0,0,0,-2.038700974,-2.127372881
22.03,22.76,1.03,6573.04,0.903,4.321,0.9773,49.55,25.23,10.81,14.41,0,0,0,-2.071686121,-1.993443006
14.33,15.73,1.1,6871.94,0.906,4.337,0.9814,49.55,25.23,10.81,14.41,0,0,0,-2.124471698,-2.075761765
18.85,40.15,2.13,6268.77,0.937,6.529,0.6446,49.55,25.23,10.81,14.41,0,0,0,-1.79254681,-1.812979653
9.6,12.19,1.27,5958.61,0.821,2.099,1.9246,49.55,25.23,10.81,14.41,0,0,0,-2.565210561,-2.477502284
29.6,34.09,1.15,6848,0.949,8.475,0.5347,49.55,25.23,10.81,14.41,0,0,0,-1.683963045,-1.730624104
15.81,21.89,1.39,7726.1,0.929,6.473,0.7913,55.14,35.51,5.61,3.74,0,0,0,-1.90933787,-1.983947912
15.28,21.86,1.43,7754.75,0.929,6.407,0.8078,55.14,35.51,5.61,3.74,0,0,0,-2.024134785,-1.975839812
19.25,31.68,1.65,7440.38,0.936,7.067,0.7182,55.14,35.51,5.61,3.74,0,0,0,-1.958019322,-1.989185504
12.59,19.87,1.58,6795.39,0.871,3.286,1.474,55.14,35.51,5.61,3.74,0,0,0,-2.269189629,-2.322594905
23.28,26.74,1.15,7396.19,0.939,7.643,0.6604,55.14,35.51,5.61,3.74,0,0,0,-1.883483469,-1.857802973
30.93,34.51,1.12,7681.68,0.952,9.895,0.5538,55.14,35.51,5.61,3.74,0,0,0,-1.77393075,-1.787521783
20.04,23.58,1.18,7252.96,0.907,4.711,1.114,55.14,35.51,5.61,3.74,0,0,0,-2.105078887,-2.107140061
14.58,17.69,1.21,7719.28,0.916,5.481,0.9218,55.14,35.51,5.61,3.74,0,0,0,-2.083981741,-2.050712871
26.76,27.51,1.03,7261.81,0.915,5.451,0.9118,55.14,35.51,5.61,3.74,0,0,0,-2.048903286,-2.019885897
27.75,60.1,2.17,7697.28,0.959,11.217,0.492,55.14,35.51,5.61,3.74,0,0,0,-1.676865509,-1.653665087
16.45,16.87,1.03,5757.76,0.845,2.696,1.7779,55.14,35.51,5.61,3.74,0,0,0,-2.536070043,-2.498390377
30.7,34.6,1.13,7511.45,0.952,9.824,0.541,55.14,35.51,5.61,3.74,0,0,0,-1.7399154,-1.640349869
20.4,25.65,1.26,6686.66,0.902,4.657,1.0967,55.14,35.51,5.61,3.74,0,0,0,-2.112990528,-2.06226027
10.32,12.63,1.22,7552.64,0.844,2.689,1.8318,55.14,35.51,5.61,3.74,0,0,0,-2.36721708,-2.392094149
16.97,23.19,1.37,7874.7,0.933,6.954,0.7406,55.56,34.34,6.06,4.04,0,0,0,-1.986838289,-1.91603301
16.71,23.56,1.41,7881.53,0.934,6.962,0.7409,55.56,34.34,6.06,4.04,0,0,0,-1.902174837,-1.902020842
20.9,32.07,1.53,7284.14,0.941,7.706,0.638,55.56,34.34,6.06,4.04,0,0,0,-1.807792083,-1.791654754
13.71,21.72,1.58,6563.56,0.881,3.606,1.3115,55.56,34.34,6.06,4.04,0,0,0,-2.22586958,-2.247284389
23.82,28.53,1.2,7460.63,0.944,8.538,0.6141,55.56,34.34,6.06,4.04,0,0,0,-1.831819473,-1.764919927
16.29,19.64,1.21,6860.63,0.889,4.02,1.2317,55.56,34.34,6.06,4.04,0,0,0,-2.122713558,-2.190337232
12.98,13.83,1.07,6279.99,0.833,2.512,1.8562,55.56,34.34,6.06,4.04,0,0,0,-2.395427262,-2.516133013
21.9,24.63,1.12,7061.76,0.913,5.13,1.0294,55.56,34.34,6.06,4.04,0,0,0,-2.041875531,-1.960416265
13.34,16.4,1.23,6900.86,0.87,3.258,1.521,55.56,34.34,6.06,4.04,0,0,0,-2.285741057,-2.32939318
27.21,27.69,1.02,7513.6,0.925,6.301,0.8298,55.56,34.34,6.06,4.04,0,0,0,-1.980615623,-1.972274569
28.7,60.59,2.11,7877.36,0.961,12.028,0.4552,55.56,34.34,6.06,4.04,0,0,0,-1.605844391,-1.588908692
16.71,17.85,1.07,6309.86,0.854,2.908,1.6918,55.56,34.34,6.06,4.04,0,0,0,-2.477767511,-2.580779585
20.5,27.07,1.32,6973,0.91,5.06,1.008,55.56,34.34,6.06,4.04,0,0,0,-2.04044556,-2.067711221
15.82,19.19,1.21,6807.46,0.865,3.207,1.4962,55.56,34.34,6.06,4.04,0,0,0,-2.317429717,-2.279683323
11.91,13.87,1.16,7491.34,0.854,2.924,1.7,55.56,34.34,6.06,4.04,0,0,0,-2.401753792,-2.480485771
37.01,40.82,1.1,6698.08,0.949,9.035,0.5473,49.55,32.43,10.81,7.21,0,0,0,-1.673700308,-1.643360513
15.83,22.28,1.41,7614.48,0.925,5.74,0.8365,49.55,32.43,10.81,7.21,0,0,0,-2.008633093,-2.044793275
11.66,16.89,1.45,6548.3,0.872,3.21,1.3555,49.55,32.43,10.81,7.21,0,0,0,-2.322534625,-2.315421616
42.57,73.96,1.74,7036.02,0.957,10.258,0.485,49.55,32.43,10.81,7.21,0,0,0,-1.612715065,-1.616079902
31.41,34.53,1.1,7437.92,0.949,8.861,0.5723,49.55,32.43,10.81,7.21,0,0,0,-1.732900418,-1.778945288
22.56,25.72,1.14,6254.19,0.899,4.199,1.1878,49.55,32.43,10.81,7.21,0,0,0,-2.037440608,-2.122999432
13.56,17.75,1.31,5860.96,0.848,2.642,1.7788,49.55,32.43,10.81,7.21,0,0,0,-2.343931377,-2.366721208
20.56,21.32,1.04,7349.21,0.909,4.865,0.9405,49.55,32.43,10.81,7.21,0,0,0,-2.04493936,-2.142688648
13.45,15.44,1.15,6004.92,0.833,2.384,1.911,49.55,32.43,10.81,7.21,0,0,0,-2.541414273,-2.536235098
19.95,23.6,1.18,6471.12,0.894,4.089,1.1611,49.55,32.43,10.81,7.21,0,0,0,-2.187726578,-2.151212367
13.59,16.12,1.19,6225.09,0.843,2.568,1.7372,49.55,32.43,10.81,7.21,0,0,0,-2.44087649,-2.44357399
30.12,34.33,1.14,7395.87,0.951,9.579,0.5234,49.55,32.43,10.81,7.21,0,0,0,-1.669317965,-1.765811212
31.56,35.71,1.13,7917.89,0.932,7.171,0.7645,55.56,39.51,4.94,0,0,0,0,-1.833201657,-1.888126362
29.2,33.04,1.13,7600.66,0.936,7.592,0.707,55.56,39.51,4.94,0,0,0,0,-1.828630691,-1.950014334
14.41,18.84,1.31,7853.9,0.904,4.919,1.0632,55.56,39.51,4.94,0,0,0,0,-2.09608162,-2.18374154
12.57,17.89,1.42,7899.35,0.906,4.888,1.0731,55.56,39.51,4.94,0,0,0,0,-2.193942556,-2.202968799
7.56,10.74,1.42,6831.45,0.811,2.187,2.2656,55.56,39.51,4.94,0,0,0,0,-2.589734189,-2.574061299
17.7,19.79,1.12,7511.59,0.915,5.664,0.9052,55.56,39.51,4.94,0,0,0,0,-2.144261312,-2.007646542
24.41,26.4,1.08,7689.79,0.936,7.681,0.7109,55.56,39.51,4.94,0,0,0,0,-1.834980956,-1.894215956
13.98,15.87,1.13,7269.96,0.874,3.584,1.4211,55.56,39.51,4.94,0,0,0,0,-2.246200984,-2.285954444
23.45,34.33,1.46,7605.91,0.928,6.564,0.8262,55.56,39.51,4.94,0,0,0,0,-2.036725058,-1.922255874
20.02,33.67,1.68,7597.65,0.925,6.31,0.8535,55.56,39.51,4.94,0,0,0,0,-1.892560519,-1.983539227
21.5,21.86,1.02,7689.22,0.878,3.851,1.3367,55.56,39.51,4.94,0,0,0,0,-2.239544069,-2.257774577
13.01,15.33,1.18,7892.15,0.891,4.215,1.2168,55.56,39.51,4.94,0,0,0,0,-2.178185024,-2.297280612
23.64,47.91,2.03,7900.54,0.945,8.815,0.6352,55.56,39.51,4.94,0,0,0,0,-1.749208097,-1.768183464
