PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-O2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DO2 - INF),LOG(DO2 - 1 bar)
8.78,22.89,2.61,5007.61,0.83,2.55,5.5451,59.42,40.58,0,0,0,0,0,-3.421887702,-3.226224878
27.91,35.61,1.28,6963.77,0.943,8.377,2.6018,59.49,35.44,5.06,0,0,0,0,-2.634232834,-2.648531874
18.37,25.06,1.36,6436.76,0.885,3.928,4.7919,59.49,35.44,5.06,0,0,0,0,-2.955080261,-3.029108088
11.55,15.61,1.35,6265.01,0.827,2.449,5.9694,59.49,35.44,5.06,0,0,0,0,-3.337308892,-3.343751809
9.45,12.82,1.36,6438,0.821,2.355,6.0567,59.49,35.44,5.06,0,0,0,0,-3.288293962,-3.284365715
17.68,24.55,1.39,7180.92,0.92,5.79,3.2947,59.49,35.44,5.06,0,0,0,0,-2.798001567,-2.999539852
17.67,18.92,1.07,5788.03,0.839,2.64,6.4192,59.49,35.44,5.06,0,0,0,0,-3.305662595,-3.289326874
16.13,34.51,2.14,6869.79,0.92,5.766,3.1341,59.49,35.44,5.06,0,0,0,0,-2.872214179,-2.90703778
18.28,23.42,1.28,7079.84,0.922,5.94,3.2759,59.49,35.44,5.06,0,0,0,0,-2.827934696,-2.828208418
12.64,21.19,1.68,5835.74,0.845,2.721,6.3521,59.49,35.44,5.06,0,0,0,0,-3.237188677,-3.251302968
19.18,23.34,1.22,7076.13,0.923,5.965,3.2339,59.49,35.44,5.06,0,0,0,0,-2.850006419,-2.893393542
20.61,25.22,1.22,6732.54,0.868,3.366,5.3129,59.49,35.44,5.06,0,0,0,0,-3.079689283,-3.175049452
11.98,16.67,1.39,7252.46,0.882,3.874,4.2393,56.04,39.56,4.4,0,0,0,0,-3.07970854,-3.086747076
6.17,9.46,1.53,5641.41,0.765,1.68,7.6391,56.04,39.56,4.4,0,0,0,0,-3.56993148,-3.615796444
28.16,35.8,1.27,6911.18,0.937,7.81,2.8708,56.04,39.56,4.4,0,0,0,0,-2.687091466,-2.706204837
18.33,25.87,1.41,6249.93,0.873,3.639,5.2095,56.04,39.56,4.4,0,0,0,0,-3.113240448,-3.144506903
33.28,37.19,1.12,7150.57,0.932,6.944,3.8227,56.04,39.56,4.4,0,0,0,0,-2.679590616,-2.684972701
8.25,11.55,1.4,6512.98,0.803,2.152,6.892,56.04,39.56,4.4,0,0,0,0,-3.450906809,-3.420144395
16.71,24.69,1.48,7199.99,0.912,5.323,3.5527,56.04,39.56,4.4,0,0,0,0,-2.862703083,-2.92681209
9.57,11.59,1.21,6011.19,0.795,2.005,7.0472,56.04,39.56,4.4,0,0,0,0,-3.517543817,-3.371529968
17.93,23.67,1.32,7016.34,0.916,5.543,3.577,56.04,39.56,4.4,0,0,0,0,-2.933423963,-2.999803674
12.32,20.84,1.69,5550.21,0.831,2.515,6.76,56.04,39.56,4.4,0,0,0,0,-3.390766754,-3.292399076
18.24,23.96,1.31,7138.72,0.915,5.51,3.4089,56.04,39.56,4.4,0,0,0,0,-2.836425565,-2.888053067
20.88,23.96,1.15,6309.07,0.856,3.1,5.5555,56.04,39.56,4.4,0,0,0,0,-3.116524489,-3.105582128
18.55,26.04,1.4,6091.46,0.879,3.641,5.005,54.02,36.78,9.2,0,0,0,0,-3.09689873,-3.091896783
17.3,24.6,1.42,6904.79,0.914,5.271,3.4429,54.02,36.78,9.2,0,0,0,0,-2.895277154,-3.033122279
13.88,33.12,2.39,6938.05,0.916,5.324,3.3125,54.02,36.78,9.2,0,0,0,0,-2.853684591,-2.914083693
17.9,23.52,1.31,6874.76,0.918,5.44,3.5637,54.02,36.78,9.2,0,0,0,0,-2.850148186,-2.972536778
18.66,23.69,1.27,6689.51,0.917,5.491,3.458,54.02,36.78,9.2,0,0,0,0,-2.906409956,-2.861701748
27.49,35.64,1.3,6212.76,0.933,7.094,2.9518,57.89,37.89,4.21,0,0,0,0,-2.611797881,-2.586620117
17.72,24.98,1.41,5592.22,0.866,3.291,5.5856,57.89,37.89,4.21,0,0,0,0,-3.09337944,-3.114015939
7.97,11.02,1.38,5730.07,0.787,1.92,6.9611,57.89,37.89,4.21,0,0,0,0,-3.445721433,-3.430184747
16.57,24.68,1.49,6690.16,0.908,4.945,3.8194,57.89,37.89,4.21,0,0,0,0,-2.892820781,-2.895325656
15.03,34.95,2.33,6294.99,0.906,4.893,3.5963,57.89,37.89,4.21,0,0,0,0,-2.991160465,-2.973931681
8.13,12.6,1.55,5797.41,0.798,2.004,7.1411,57.89,37.89,4.21,0,0,0,0,-3.457408552,-3.413904225
12.36,20.66,1.67,4762.11,0.819,2.277,7.6321,57.89,37.89,4.21,0,0,0,0,-3.450150042,-3.408664629
18.65,23.34,1.25,6625.84,0.91,5.079,3.5534,57.89,37.89,4.21,0,0,0,0,-2.840017018,-2.849106819
17.39,23,1.32,6002.76,0.845,2.807,6.3543,57.89,37.89,4.21,0,0,0,0,-3.274928822,-3.283452047
11.54,15.66,1.36,6558.76,0.871,3.242,4.5798,56.04,30.77,4.4,8.79,0,0,0,-3.197450787,-3.176627007
7.95,11.6,1.46,5769,0.786,1.77,7.5432,56.04,30.77,4.4,8.79,0,0,0,-3.515097877,-3.502128222
16.13,18.99,1.18,6355.12,0.893,3.888,4.248,56.04,30.77,4.4,8.79,0,0,0,-3.121660822,-3.002891597
27.43,34.81,1.27,6724.27,0.939,7.673,2.8506,61.45,33.73,4.82,0,0,0,0,-2.638043635,-2.649353525
17.69,24.79,1.4,6066.94,0.877,3.582,5.2734,61.45,33.73,4.82,0,0,0,0,-3.043221907,-3.122605003
17.59,24.57,1.4,7006.83,0.916,5.361,3.8432,61.45,33.73,4.82,0,0,0,0,-2.840225915,-2.866165019
17.3,19.82,1.15,6013.23,0.83,2.431,7.4164,61.45,33.73,4.82,0,0,0,0,-3.380204842,-3.292218513
15.31,34.72,2.27,6600.19,0.914,5.29,3.525,61.45,33.73,4.82,0,0,0,0,-2.906909598,-2.961005976
19.01,22.86,1.2,6874.5,0.918,5.501,3.5831,61.45,33.73,4.82,0,0,0,0,-2.929210295,-2.832751815
18.87,24.23,1.28,5881.42,0.856,3.04,5.6386,61.45,33.73,4.82,0,0,0,0,-3.030871358,-3.088789718
12.79,27.66,2.16,4797.14,0.839,2.632,9.3046,59.55,35.96,4.49,0,0,0,0,-3.361554999,-3.311779635
27.46,35.37,1.29,6510.72,0.937,7.389,2.9174,59.55,35.96,4.49,0,0,0,0,-2.72471355,-2.581374077
17.74,24.94,1.41,5859.61,0.872,3.439,5.435,59.55,35.96,4.49,0,0,0,0,-3.103267972,-3.125882156
31.06,49.11,1.58,6534.77,0.931,6.719,3.5905,59.55,35.96,4.49,0,0,0,0,-2.695243262,-2.728773502
8.79,11.92,1.36,5879.77,0.797,2.02,6.8075,59.55,35.96,4.49,0,0,0,0,-3.367008001,-3.379548289
16.66,24.67,1.48,6880.33,0.912,5.158,3.857,59.55,35.96,4.49,0,0,0,0,-2.927153998,-3.006458428
15.9,17.92,1.13,5770.64,0.824,2.33,7.2166,59.55,35.96,4.49,0,0,0,0,-3.30826174,-3.372214518
18.17,23.32,1.28,6592.4,0.914,5.269,3.7412,59.55,35.96,4.49,0,0,0,0,-2.846199393,-2.927792229
18.7,23.28,1.25,6800.49,0.914,5.283,3.6483,59.55,35.96,4.49,0,0,0,0,-2.907915794,-2.881130588
16.5,22.38,1.36,6045.27,0.85,2.915,5.8372,59.55,35.96,4.49,0,0,0,0,-3.198490626,-3.223690589
27.45,35.35,1.29,6513.65,0.936,7.004,2.998,58.62,32.18,4.6,4.6,0,0,0,-2.653790319,-2.727782542
17.55,24.01,1.37,5947.67,0.871,3.261,5.2858,58.62,32.18,4.6,4.6,0,0,0,-3.102303937,-3.119487521
9.94,14.32,1.44,5660.58,0.807,2.015,6.6625,58.62,32.18,4.6,4.6,0,0,0,-3.408403212,-3.364225805
33.49,38.18,1.14,6207.45,0.903,4.516,6.1073,58.62,32.18,4.6,4.6,0,0,0,-2.935443701,-3.001245604
10.21,13.21,1.29,5758.13,0.795,1.913,6.9746,58.62,32.18,4.6,4.6,0,0,0,-3.409450268,-3.458141873
14.31,34.84,2.44,6279.05,0.909,4.828,3.6767,58.62,32.18,4.6,4.6,0,0,0,-2.89557846,-2.936445195
18.14,22.88,1.26,6629.64,0.913,4.998,3.8854,58.62,32.18,4.6,4.6,0,0,0,-2.863237422,-2.947191465
8.14,11.27,1.38,5528.31,0.776,1.678,7.8218,59.49,30.38,10.13,0,0,0,0,-3.496724554,-3.526851081
8.29,10.84,1.31,4591.79,0.779,1.678,7.2838,59.49,30.38,10.13,0,0,0,0,-3.592419607,-3.630190037
27.38,35.07,1.28,6510.67,0.94,7.609,2.7629,59.49,30.38,10.13,0,0,0,0,-2.588480594,-2.642112421
17.69,24.69,1.4,5923.72,0.879,3.558,5.095,59.49,30.38,10.13,0,0,0,0,-2.985899144,-3.098420256
9.94,15.55,1.56,5672.25,0.819,2.21,6.4741,59.49,30.38,10.13,0,0,0,0,-3.364846776,-3.327810464
10.05,13.19,1.31,5916.24,0.811,2.11,6.3232,59.49,30.38,10.13,0,0,0,0,-3.335778375,-3.332738913
17.63,24.56,1.39,6777.02,0.918,5.334,3.6624,59.49,30.38,10.13,0,0,0,0,-2.841805064,-2.920014432
17.58,19.71,1.12,5335.84,0.834,2.423,6.9352,59.49,30.38,10.13,0,0,0,0,-3.328005952,-3.33629508
11.48,13.71,1.19,6709.21,0.869,3.247,4.4776,59.49,30.38,10.13,0,0,0,0,-3.105607108,-3.041435314
12.52,21.29,1.7,5355.71,0.837,2.477,7.0781,59.49,30.38,10.13,0,0,0,0,-3.430939171,-3.299186213
18.71,24.28,1.3,5918.18,0.859,3.026,5.5115,59.49,30.38,10.13,0,0,0,0,-3.088948642,-3.191358428
17.24,23.01,1.33,5362.45,0.881,3.601,4.4892,58.21,32.84,2.99,5.97,0,0,0,-3.148977201,-3.098902625
7.82,12.99,1.66,4457.14,0.761,1.555,7.7379,58.21,32.84,2.99,5.97,0,0,0,-3.555789854,-3.607580383
6.91,8.42,1.22,4781.71,0.75,1.478,7.3221,58.21,32.84,2.99,5.97,0,0,0,-3.508361951,-3.517170444
27.63,35.16,1.27,6505.48,0.937,7.13,2.9484,61.45,28.92,4.82,4.82,0,0,0,-2.585915668,-2.703188867
9.86,14.55,1.48,5735.06,0.811,2.057,6.5792,61.45,28.92,4.82,4.82,0,0,0,-3.34714297,-3.381932298
17.65,24.62,1.39,6721.29,0.912,4.939,4.0064,61.45,28.92,4.82,4.82,0,0,0,-2.923070541,-3.010854661
16.43,19.89,1.21,5459.89,0.823,2.228,7.7002,61.45,28.92,4.82,4.82,0,0,0,-3.330836903,-3.291901686
19.31,24.92,1.29,5349.76,0.851,2.817,5.7958,61.45,28.92,4.82,4.82,0,0,0,-3.098703843,-3.077810343
17.51,23.58,1.35,5521.95,0.882,3.677,5.1436,61.19,32.84,2.99,2.99,0,0,0,-3.152123571,-3.154782893
10.99,16.47,1.5,5949.65,0.844,2.618,6.3265,61.19,32.84,2.99,2.99,0,0,0,-3.311422335,-3.305648505
10.69,20.72,1.94,4000.25,0.809,2.08,14.1572,61.19,32.84,2.99,2.99,0,0,0,-3.574679014,-3.538002557
9.58,22.6,2.36,4560.79,0.826,2.318,5.9686,61.19,32.84,2.99,2.99,0,0,0,-3.314638216,-3.362410899
8.78,10.76,1.23,5449.23,0.789,1.849,8.0175,61.19,32.84,2.99,2.99,0,0,0,-3.498427787,-3.495182902
11.84,14.92,1.26,1651.49,0.656,0.934,13.8431,61.19,32.84,2.99,2.99,0,0,0,-4.349018139,-4.442502348
20.34,23.6,1.16,4528.18,0.823,2.191,8.1864,60.56,28.17,5.63,5.63,0,0,0,-3.583504871,-3.417785352
8.47,13.49,1.59,4813.78,0.784,1.689,7.4037,60.56,28.17,5.63,5.63,0,0,0,-3.535946441,-3.516433243
17.05,23.16,1.36,4488.63,0.85,2.629,8.0151,60.56,28.17,5.63,5.63,0,0,0,-3.192381915,-3.322802534
24.42,38.47,1.58,4408.49,0.881,3.418,5.3914,60.56,28.17,5.63,5.63,0,0,0,-3.137440656,-3.145323845
8.29,21.73,2.62,4177.36,0.811,2.016,6.7907,60.56,28.17,5.63,5.63,0,0,0,-3.357735852,-3.339236143
7.79,10.92,1.4,4659.52,0.773,1.596,8.9225,60.56,28.17,5.63,5.63,0,0,0,-3.626349307,-3.609345929
9.19,14.08,1.53,4355.21,0.773,1.634,10.41,56.63,33.73,4.82,4.82,0,0,0,-3.817125276,-3.663600508
5.05,10.2,2.02,3388.03,0.688,1.069,11.1023,56.63,33.73,4.82,4.82,0,0,0,-3.790156045,-3.815940388
7.3,16.48,2.26,5428.72,0.809,2.037,8.1096,56.63,33.73,4.82,4.82,0,0,0,-3.512421429,-3.543402884
7.44,8.84,1.19,4038.33,0.734,1.325,9.3753,56.63,33.73,4.82,4.82,0,0,0,-3.622114695,-3.702498456
10.98,15.4,1.4,4664.85,0.816,2.121,8.2597,56.63,33.73,4.82,4.82,0,0,0,-3.634524123,-3.58276847
7.63,12.91,1.69,4160.37,0.747,1.464,11.4264,53.68,37.89,4.21,4.21,0,0,0,-3.897972768,-3.872906474
17.05,21.05,1.23,4199.42,0.843,2.646,7.2799,53.68,37.89,4.21,4.21,0,0,0,-3.37045485,-3.34204036
5.76,21.07,3.66,3081.96,0.768,1.622,6.9398,53.68,37.89,4.21,4.21,0,0,0,-3.829485142,-3.742217572
16.82,23.7,1.41,5071.49,0.854,2.875,7.4481,60.56,33.8,5.63,0,0,0,0,-3.362790425,-3.32063006
10.96,20.72,1.89,3790.13,0.797,1.963,14.3476,60.56,33.8,5.63,0,0,0,0,-3.689768236,-3.622471858
8.55,10.65,1.25,5381.21,0.778,1.748,8.2095,60.56,33.8,5.63,0,0,0,0,-3.561212123,-3.570798972
6.91,9.81,1.42,4867.76,0.762,1.615,7.5359,58.44,36.36,5.19,0,0,0,0,-3.61915433,-3.533526416
7.43,13.94,1.87,4790.29,0.773,1.723,7.6507,58.44,36.36,5.19,0,0,0,0,-3.617221512,-3.563979758
16.16,23.79,1.47,4720.16,0.844,2.703,10.5412,58.44,36.36,5.19,0,0,0,0,-3.43851731,-3.432405139
20.2,31.94,1.58,4906.98,0.851,2.893,7.4362,58.44,36.36,5.19,0,0,0,0,-3.363472722,-3.301364537
5.93,7.9,1.33,4408.11,0.724,1.335,8.6536,58.44,36.36,5.19,0,0,0,0,-3.609887517,-3.638954813
7.84,23.06,2.94,4018.8,0.806,2.079,6.1563,58.44,36.36,5.19,0,0,0,0,-3.469909268,-3.463511436
8.88,10.73,1.21,4871.28,0.763,1.636,8.7777,58.44,36.36,5.19,0,0,0,0,-3.515892266,-3.567930072
10.98,16.54,1.51,5218.67,0.807,2.08,8.122,61.45,33.73,4.82,0,0,0,0,-3.470453052,-3.438885807
17.58,23.47,1.33,4928.58,0.862,3.17,5.2556,56.63,38.55,4.82,0,0,0,0,-3.242689546,-3.175580173
12.22,16.36,1.34,3631.98,0.758,1.61,11.6166,56.63,38.55,4.82,0,0,0,0,-3.838616421,-3.923843414
10.19,20.84,2.04,3668.55,0.772,1.733,16.2689,56.63,38.55,4.82,0,0,0,0,-3.885983168,-4.004082499
8.17,23.44,2.87,3613.36,0.795,1.97,5.8679,56.63,38.55,4.82,0,0,0,0,-3.38999996,-3.467525978
7.6,10.12,1.33,4860.81,0.768,1.618,7.11,58.9,32.88,5.48,2.74,0,0,0,-3.492494627,-3.477973771
7.05,8.67,1.23,4313.33,0.73,1.34,8.3802,58.9,32.88,5.48,2.74,0,0,0,-3.789043324,-3.775186015
8.3,23.14,2.79,3969.42,0.811,2.078,6.393,58.9,32.88,5.48,2.74,0,0,0,-3.491733044,-3.398579743
8.31,10.75,1.29,4944.2,0.77,1.643,8.132,58.9,32.88,5.48,2.74,0,0,0,-3.553257952,-3.542742268
21.19,23.32,1.1,5321.1,0.831,2.616,6.5387,57.33,42.67,0,0,0,0,0,-3.331226862,-3.358634879
7.78,12.76,1.64,4828.51,0.754,1.641,7.6945,57.33,42.67,0,0,0,0,0,-3.572618729,-3.533725185
24.48,38.23,1.56,5374.62,0.886,4.087,4.4051,57.33,42.67,0,0,0,0,0,-3.106471023,-3.084778806
10.59,16.54,1.56,5969.8,0.839,2.731,5.8159,57.33,42.67,0,0,0,0,0,-3.254185628,-3.298249096
7.71,22.92,2.97,4821.44,0.818,2.393,5.771,57.33,42.67,0,0,0,0,0,-3.416935905,-3.386134177
8.49,10.63,1.25,5414.91,0.781,1.902,7.3239,57.33,42.67,0,0,0,0,0,-3.484450907,-3.417209792
6.32,14.36,2.27,4232.64,0.741,1.466,8.8501,56.04,39.56,4.4,0,0,0,0,-3.689095473,-3.727137398
17.17,23.5,1.37,4821.36,0.852,2.911,5.7561,56.04,39.56,4.4,0,0,0,0,-3.326870899,-3.294724039
23.9,26.11,1.09,3263.9,0.788,1.913,12.9103,56.04,39.56,4.4,0,0,0,0,-3.667331268,-3.644875292
6.38,21.51,3.37,3500.37,0.778,1.784,6.4009,56.04,39.56,4.4,0,0,0,0,-3.518696516,-3.386364656
25.93,27.35,1.05,3701.39,0.806,2.094,10.8173,56.96,35.44,5.06,2.53,0,0,0,-3.598953616,-3.404096152
24.61,25.97,1.06,3223.66,0.78,1.881,11.4373,53.68,42.11,4.21,0,0,0,0,-3.697141072,-3.633595522
6.39,9.26,1.45,4649.98,0.744,1.378,8.1426,56.96,30.38,5.06,7.59,0,0,0,-3.570845366,-3.59706191
17.63,23.9,1.36,4462.94,0.861,2.893,5.4534,56.96,30.38,5.06,7.59,0,0,0,-3.254526497,-3.198293702
9.39,20.55,2.19,3367.76,0.77,1.579,14.8422,56.96,30.38,5.06,7.59,0,0,0,-3.815860093,-3.565201791
6.86,23.27,3.39,3372.56,0.791,1.784,6.3722,56.96,30.38,5.06,7.59,0,0,0,-3.458011038,-3.533426604
6.93,10.07,1.45,5003.01,0.77,1.632,7.3914,58.9,32.88,5.48,2.74,0,0,0,-3.483220985,-3.514772336
17.71,24.29,1.37,4828.9,0.872,3.335,4.9109,58.9,32.88,5.48,2.74,0,0,0,-3.103633438,-3.070661729
10.89,20.71,1.9,3802.63,0.791,1.856,9.3447,58.9,32.88,5.48,2.74,0,0,0,-3.440203982,-3.495704257
7.23,8.82,1.22,4495.6,0.731,1.345,8.2979,58.9,32.88,5.48,2.74,0,0,0,-3.614770132,-3.584488753
8.04,12.73,1.58,5984.16,0.808,2.117,5.9696,59.32,33.9,6.78,0,0,0,0,-3.301624006,-3.335994919
17.28,23.41,1.35,6012.92,0.894,4.223,4.5601,59.32,33.9,6.78,0,0,0,0,-2.982792313,-3.021711543
24.75,37.91,1.53,5973.35,0.901,4.5,4.4349,59.32,33.9,6.78,0,0,0,0,-2.919056086,-2.999463813
11.13,16.23,1.46,6364.63,0.86,3.012,5.254,59.32,33.9,6.78,0,0,0,0,-3.232290276,-3.145275657
7.17,9.52,1.33,5514.72,0.777,1.766,6.8605,59.32,33.9,6.78,0,0,0,0,-3.393385911,-3.441721088
7.54,9.51,1.26,5627.44,0.777,1.755,7.0748,59.32,33.9,6.78,0,0,0,0,-3.519842151,-3.351045597
15.75,36.43,2.31,3968.17,0.848,2.694,11.7546,59.32,33.9,6.78,0,0,0,0,-3.41517726,-3.384030529
11.46,32.29,2.82,6116.24,0.856,3.011,5.4655,59.32,33.9,6.78,0,0,0,0,-3.084058657,-3.184153875
11.47,14.91,1.3,6087.69,0.863,3.108,5.2956,59.32,33.9,6.78,0,0,0,0,-3.184151907,-3.147615885
11.45,15.6,1.36,1906.93,0.689,1.102,12.3161,59.32,33.9,6.78,0,0,0,0,-4.278312982,-4.183100792
32.04,33.4,1.04,4438.8,0.838,2.666,9.571,56.92,36.92,6.15,0,0,0,0,-3.294239956,-3.30515863
9.31,10.97,1.18,5824.77,0.797,1.999,6.9027,56.92,36.92,6.15,0,0,0,0,-3.402872731,-3.459041712
10.34,32.29,3.12,5987.79,0.847,2.832,5.6255,56.92,36.92,6.15,0,0,0,0,-3.163421029,-3.217213033
7.83,12.29,1.57,3701.69,0.737,1.312,8.1333,54.93,28.17,5.63,11.27,0,0,0,-3.688512872,-3.632225451
24.73,37.46,1.51,4373.27,0.877,3.31,4.4967,54.93,28.17,5.63,11.27,0,0,0,-3.061740563,-3.088412911
6.49,21.05,3.24,4068.58,0.807,1.933,5.8282,54.93,28.17,5.63,11.27,0,0,0,-3.418403384,-3.386320402
17.11,23.73,1.39,5482.92,0.879,3.753,4.5692,54.93,39.44,5.63,0,0,0,0,-3.089993763,-3.133654775
7.71,12.86,1.67,4846.61,0.758,1.618,7.5981,54.93,39.44,5.63,0,0,0,0,-3.625694422,-3.52166697
7.48,13.11,1.75,5146.88,0.778,1.741,7.1652,55.56,34.92,9.52,0,0,0,0,-3.54463584,-3.468767855
32.99,33.57,1.02,4432.84,0.843,2.674,9.6345,55.56,34.92,9.52,0,0,0,0,-3.173145866,-3.268112398
12.06,16.27,1.35,3749.86,0.774,1.703,9.4627,55.56,34.92,9.52,0,0,0,0,-3.630485719,-3.597723316
7.31,9.34,1.28,5200.56,0.767,1.648,7.1684,55.56,34.92,9.52,0,0,0,0,-3.430361278,-3.465757876
7.82,11.3,1.44,5667.54,0.794,1.89,6.6362,60.66,29.51,9.84,0,0,0,0,-3.442814843,-3.403635027
8.12,13.74,1.69,4665.58,0.769,1.654,7.5891,60.66,29.51,9.84,0,0,0,0,-3.556073789,-3.583017568
11.05,20.53,1.86,4342.91,0.816,2.157,13.0849,60.66,29.51,9.84,0,0,0,0,-3.659506705,-3.699153957
13.45,34.98,2.6,3778.43,0.836,2.412,9.7161,60.66,29.51,9.84,0,0,0,0,-3.385821258,-3.362233628
11.33,32.41,2.86,5599.65,0.845,2.707,5.7298,60.66,29.51,9.84,0,0,0,0,-3.23584788,-3.2063334
13,16.34,1.26,5382.18,0.812,2.139,7.7767,55.22,35.82,5.97,2.99,0,0,0,-3.486400196,-3.490059444
30.11,31.76,1.05,4281.87,0.834,2.509,9.8938,55.22,35.82,5.97,2.99,0,0,0,-3.339666587,-3.318057555
7.74,10.9,1.41,5609.5,0.792,1.854,6.767,58.73,31.75,6.35,3.17,0,0,0,-3.414493628,-3.410564023
5.92,9.31,1.57,5599.15,0.746,1.434,9.5984,58.73,31.75,6.35,3.17,0,0,0,-3.504188442,-3.437418789
8.09,13.8,1.71,4664.88,0.769,1.637,7.7235,58.73,31.75,6.35,3.17,0,0,0,-3.510174384,-3.562858249
32.39,33.66,1.04,4243.06,0.836,2.53,10.1492,58.73,31.75,6.35,3.17,0,0,0,-3.339783037,-3.331037491
15.88,18.06,1.14,4123.69,0.802,1.979,9.8013,58.73,31.75,6.35,3.17,0,0,0,-3.521106262,-3.539939304
7,8.63,1.23,5038.23,0.758,1.55,7.3203,58.73,31.75,6.35,3.17,0,0,0,-3.502496859,-3.469746899
19.64,23.17,1.18,5101.75,0.831,2.378,7.1108,61.9,25.4,12.7,0,0,0,0,-3.318889335,-3.360400505
8.15,12.48,1.53,4463.33,0.753,1.483,7.953,61.9,25.4,12.7,0,0,0,0,-3.592856537,-3.552777962
20,31.62,1.58,5297.06,0.863,3.028,7.0846,61.9,25.4,12.7,0,0,0,0,-3.190603805,-3.195069473
10.68,16.23,1.52,5652.57,0.838,2.466,6.222,61.9,25.4,12.7,0,0,0,0,-3.39379374,-3.345887261
17.3,23.6,1.36,5364.21,0.881,3.713,4.4934,55.22,35.82,5.97,2.99,0,0,0,-3.092156979,-3.05604472
19.85,22,1.11,3627.57,0.79,1.861,11.2469,55.22,35.82,5.97,2.99,0,0,0,-3.722572187,-3.687231015
10.79,20.46,1.9,4448.1,0.808,2.102,11.6258,55.22,35.82,5.97,2.99,0,0,0,-3.621590093,-3.540841384
7.32,11.4,1.56,5275.73,0.787,1.754,6.8476,56.92,30.77,6.15,6.15,0,0,0,-3.39787554,-3.457909663
6.34,9.73,1.53,4701.29,0.738,1.34,9.8698,56.92,30.77,6.15,6.15,0,0,0,-3.570091751,-3.619612417
17.2,22.78,1.32,5252.86,0.88,3.528,4.6533,56.92,30.77,6.15,6.15,0,0,0,-3.067945994,-3.109086855
24.58,37.81,1.54,5146.97,0.888,3.773,4.4298,56.92,30.77,6.15,6.15,0,0,0,-3.026490906,-2.982144506
14.2,17.63,1.24,3996.38,0.797,1.855,9.7769,55.56,28.57,9.52,6.35,0,0,0,-3.512833874,-3.569816603
6.99,10.41,1.49,5363.76,0.779,1.746,7.1709,56.52,34.78,5.8,2.9,0,0,0,-3.482085271,-3.471662155
7.91,12.6,1.59,4341.7,0.756,1.529,7.6083,56.52,34.78,5.8,2.9,0,0,0,-3.597508174,-3.587864073
19.98,31.47,1.58,5349.35,0.863,3.107,6.6229,56.52,34.78,5.8,2.9,0,0,0,-3.205269087,-3.208112132
7.25,8.78,1.21,4792.09,0.743,1.449,7.8593,56.52,34.78,5.8,2.9,0,0,0,-3.567002144,-3.574753695
17.46,23.76,1.36,5565.75,0.878,3.842,4.5155,57.33,42.67,0,0,0,0,0,-3.100927401,-3.117613311
7.9,12.98,1.64,4845.5,0.755,1.653,7.754,57.33,42.67,0,0,0,0,0,-3.617521075,-3.616453758
10.6,20.58,1.94,4278.71,0.803,2.153,9.9628,57.33,42.67,0,0,0,0,0,-3.500061139,-3.547658157
8.09,23.24,2.87,4688.07,0.818,2.382,5.4894,57.33,42.67,0,0,0,0,0,-3.351052311,-3.31426175
8.44,11.09,1.31,5389.6,0.782,1.905,7.3129,57.33,42.67,0,0,0,0,0,-3.550972927,-3.552274944
7.89,10.89,1.38,5132.32,0.781,1.737,6.9208,55.22,32.84,8.96,2.99,0,0,0,-3.514052879,-3.473668816
7.61,13.55,1.78,3725.99,0.75,1.467,11.5083,55.22,32.84,8.96,2.99,0,0,0,-3.723670479,-3.628654994
17.23,23.32,1.35,4459.07,0.869,3.047,5.1288,54.93,28.17,5.63,11.27,0,0,0,-3.255964605,-3.07629081
14.73,17.7,1.2,4725.2,0.86,2.778,5.5818,54.93,28.17,5.63,11.27,0,0,0,-3.157328556,-3.198214974
17.12,23.52,1.37,4896.96,0.862,3.196,5.0712,50.62,39.51,9.88,0,0,0,0,-3.150319625,-3.164029246
6.77,10.18,1.5,5125.71,0.772,1.643,7.0292,54.93,33.8,5.63,5.63,0,0,0,-3.41737776,-3.459040143
17.31,22.21,1.28,4954.95,0.873,3.348,4.629,54.93,33.8,5.63,5.63,0,0,0,-3.11413085,-3.081372661
17.39,22.95,1.32,4688.85,0.866,3.181,4.7129,53.25,36.36,5.19,5.19,0,0,0,-3.137140191,-3.108553299
7.91,12.24,1.55,6023.86,0.81,2.115,6.0511,59.32,33.9,6.78,0,0,0,0,-3.37590398,-3.325552869
17.14,23.36,1.36,6077.63,0.894,4.216,4.5587,59.32,33.9,6.78,0,0,0,0,-3.08459472,-2.984473409
33.03,33.75,1.02,4696.77,0.849,2.854,8.4573,59.32,33.9,6.78,0,0,0,0,-3.231432663,-3.179998545
11.09,16.26,1.47,6403.98,0.859,3,5.3811,59.32,33.9,6.78,0,0,0,0,-3.123232684,-3.224818709
7.26,9.43,1.3,5539.85,0.777,1.763,6.8994,59.32,33.9,6.78,0,0,0,0,-3.431045718,-3.444055716
7.46,9.65,1.29,5539.89,0.777,1.761,6.9708,59.32,33.9,6.78,0,0,0,0,-3.483340261,-3.378979737
7.74,11.51,1.49,5815.17,0.796,1.976,6.3931,56.92,36.92,6.15,0,0,0,0,-3.395864043,-3.429129464
17.08,22.72,1.33,5902.48,0.886,3.952,4.4633,56.92,36.92,6.15,0,0,0,0,-3.112417241,-3.053064311
