PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-CO2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DCO2 - INF),LOG(DCO2 - 1 bar)
18.02,21.58,1.2,6369,0.885,3.716,10.6461,60,30,6.67,3.33,0,0,0,-3.397989345,-3.475167172
9.22,13.12,1.42,6780.42,0.855,2.824,10.082,60,30,6.67,3.33,0,0,0,-3.414589552,-3.499518465
19.85,20.29,1.02,6817.79,0.917,5.137,7.9416,60,30,6.67,3.33,0,0,0,-3.173959206,-3.185711815
17.98,22.14,1.23,5747.94,0.875,3.363,12.9434,60,30,6.67,3.33,0,0,0,-3.548635463,-3.612475214
10.78,15.72,1.46,5375.91,0.812,2.079,14.5383,60,30,6.67,3.33,0,0,0,-3.786701727,-3.805605597
12.66,21.14,1.67,6305.2,0.878,3.439,12.615,60,30,6.67,3.33,0,0,0,-3.465262909,-3.429394533
26.07,29.68,1.14,6267.85,0.936,7.153,7.0464,60,30,6.67,3.33,0,0,0,-2.938729534,-2.972714621
14.6,18.84,1.29,6118.76,0.87,3.326,8.7658,60,30,6.67,3.33,0,0,0,-3.263347963,-3.2904967
23.1,28.98,1.25,6860.62,0.927,6.146,7.4066,60,30,6.67,3.33,0,0,0,-3.137538343,-3.146312262
13.84,19.39,1.4,6855.37,0.904,4.592,8.8159,60,30,6.67,3.33,0,0,0,-3.264823183,-3.31538503
14.13,17.57,1.24,6677.73,0.864,3.137,10.6767,57.58,33.33,6.06,3.03,0,0,0,-3.542042383,-3.572976553
12.05,12.81,1.06,6119.17,0.813,2.086,11.1744,57.58,33.33,6.06,3.03,0,0,0,-3.588837494,-3.631396092
18.8,26.04,1.39,6844.94,0.92,5.597,7.9027,57.58,33.33,6.06,3.03,0,0,0,-3.13245609,-3.197930277
41.66,45.23,1.09,6288.59,0.925,6.129,10.1168,57.58,33.33,6.06,3.03,0,0,0,-3.182186367,-3.130707955
21.42,23.44,1.09,6718.73,0.925,5.932,8.6857,57.58,33.33,6.06,3.03,0,0,0,-3.141218133,-3.254790459
24.73,31.46,1.27,6811.46,0.922,5.779,7.6837,57.58,33.33,6.06,3.03,0,0,0,-3.194658779,-3.160237497
18.32,19.68,1.07,6975.75,0.91,4.85,8.5144,57.58,33.33,6.06,3.03,0,0,0,-3.294295693,-3.276195794
14.45,16.12,1.12,6918.37,0.89,3.951,9.3402,57.58,33.33,6.06,3.03,0,0,0,-3.420385349,-3.374249113
23.87,26.9,1.13,6966.93,0.935,6.85,8.1072,57.58,33.33,6.06,3.03,0,0,0,-3.200024216,-3.136653563
15.3,19.37,1.27,6592.44,0.869,3.233,10.6611,57.58,33.33,6.06,3.03,0,0,0,-3.513254554,-3.480453341
22.43,28.65,1.28,6968.94,0.922,5.865,7.8267,57.58,33.33,6.06,3.03,0,0,0,-3.168624239,-3.203138038
34.14,38.53,1.13,5705.45,0.935,6.312,10.8807,50,21.88,12.5,15.63,0,0,0,-3.00786971,-3.086644431
24.85,34.08,1.37,6586.3,0.927,5.741,8.4488,50,21.88,12.5,15.63,0,0,0,-3.132214114,-3.129051701
13.98,17.66,1.26,6169.27,0.853,2.642,11.3535,50,21.88,12.5,15.63,0,0,0,-3.684708231,-3.620751184
8.61,12.01,1.39,5586.13,0.797,1.738,12.5993,50,21.88,12.5,15.63,0,0,0,-3.639180218,-3.695407824
18.66,20.01,1.07,5190.5,0.827,2.127,12.3953,50,21.88,12.5,15.63,0,0,0,-3.585925173,-3.691309782
34.76,35.91,1.03,5712.08,0.957,9.726,11.7143,50,21.88,12.5,15.63,0,0,0,-2.874031979,-2.865928189
26.62,28.74,1.08,5467.75,0.914,4.645,14.3535,50,21.88,12.5,15.63,0,0,0,-3.367849017,-3.398998008
14.48,15.04,1.04,4250.26,0.807,1.832,13.8187,50,21.88,12.5,15.63,0,0,0,-3.797247352,-3.868679518
13.41,19.48,1.45,6187.82,0.857,2.67,10.8448,50,21.88,12.5,15.63,0,0,0,-3.541735091,-3.565640392
12.34,15.65,1.27,6372.28,0.861,2.724,10.2842,50,21.88,12.5,15.63,0,0,0,-3.591245246,-3.513026481
34.92,42.53,1.22,5714.18,0.938,6.951,11.6253,56.25,28.13,6.25,9.38,0,0,0,-3.254261189,-3.121030623
17.34,23.97,1.38,5504.73,0.876,3.248,13.9038,56.25,28.13,6.25,9.38,0,0,0,-3.683584867,-3.621167147
25.36,35.65,1.41,6392.39,0.931,6.333,9.4341,56.25,28.13,6.25,9.38,0,0,0,-3.125184105,-3.162546781
16.55,20.44,1.24,5942.47,0.876,3.259,11.7076,56.25,28.13,6.25,9.38,0,0,0,-3.572056789,-3.503006973
19.95,20.34,1.02,6501.6,0.911,4.559,8.5984,56.25,28.13,6.25,9.38,0,0,0,-3.266946914,-3.262450086
14.87,20.8,1.4,5863.87,0.867,2.981,11.973,56.25,28.13,6.25,9.38,0,0,0,-3.618207539,-3.619482157
9.74,12.67,1.3,5368.11,0.798,1.83,13.7412,56.25,28.13,6.25,9.38,0,0,0,-3.676207286,-3.730955503
22.93,27.8,1.21,6476.17,0.921,5.456,8.126,56.25,28.13,6.25,9.38,0,0,0,-3.313179967,-3.204847254
17.7,23.92,1.35,5964.75,0.889,3.648,11.8844,57.14,25,14.29,3.57,0,0,0,-3.435081014,-3.474620677
19.49,26.46,1.36,6620.11,0.927,5.844,6.8062,57.14,25,14.29,3.57,0,0,0,-3.096139082,-3.069639974
13.6,20.31,1.49,4834.07,0.855,2.696,12.2314,57.14,25,14.29,3.57,0,0,0,-3.605739489,-3.609516471
39.27,41.33,1.05,6632.28,0.949,8.577,6.3685,57.14,25,14.29,3.57,0,0,0,-2.926560393,-2.86851838
22.81,24.14,1.06,6234.94,0.854,2.71,11.4799,57.14,25,14.29,3.57,0,0,0,-3.583439774,-3.542060351
22.98,25.39,1.1,6519.96,0.931,6.184,7.4981,57.14,25,14.29,3.57,0,0,0,-3.113765316,-3.142823791
13.55,19.84,1.46,5412.11,0.861,2.859,12.0989,57.14,25,14.29,3.57,0,0,0,-3.653810759,-3.683079327
9.87,12.56,1.27,4967.41,0.791,1.75,13.2321,57.14,25,14.29,3.57,0,0,0,-3.592972318,-3.689347355
19.89,20.3,1.02,6550.95,0.92,5.1,7.403,57.14,25,14.29,3.57,0,0,0,-3.122113559,-3.177066626
19.79,20.09,1.02,4576.48,0.834,2.314,18.0587,57.14,25,14.29,3.57,0,0,0,-3.694353129,-3.759859049
25.73,28.49,1.11,6598.85,0.941,7.154,7.1395,57.14,25,14.29,3.57,0,0,0,-2.958633369,-3.001613134
18.6,22.39,1.2,5618.41,0.88,3.345,12.8236,57.14,25,14.29,3.57,0,0,0,-3.526421956,-3.555296127
10.99,15.76,1.43,5296.46,0.818,2.073,14.2888,57.14,25,14.29,3.57,0,0,0,-3.756121174,-3.780746521
29.23,32.2,1.1,6473.45,0.94,7.285,6.7072,57.14,25,14.29,3.57,0,0,0,-2.960154846,-3.094754093
25.8,29.04,1.13,6337.87,0.938,7.027,6.7431,57.14,25,14.29,3.57,0,0,0,-2.934359421,-2.971339649
14.42,17.84,1.24,6196.81,0.873,3.271,8.5402,57.14,25,14.29,3.57,0,0,0,-3.353662831,-3.286471446
23.56,29.47,1.25,6563.69,0.93,6.126,6.6176,57.14,25,14.29,3.57,0,0,0,-3.024386811,-3.103347463
14.09,20.06,1.42,6636.17,0.908,4.589,8.2363,57.14,25,14.29,3.57,0,0,0,-3.241302584,-3.229799674
9.79,13.63,1.39,5790.89,0.831,2.258,10.2121,54.55,27.27,4.55,13.64,0,0,0,-3.629574007,-3.604488208
13.7,18.5,1.35,5633.51,0.839,2.419,10.0319,54.55,27.27,4.55,13.64,0,0,0,-3.576850137,-3.549315654
11.26,13.75,1.22,4342.36,0.779,1.638,16.1634,54.55,27.27,4.55,13.64,0,0,0,-3.997942046,-3.953090399
14.24,31.3,2.2,5499.38,0.852,2.652,10.9633,54.55,27.27,4.55,13.64,0,0,0,-3.578938266,-3.594387047
35.29,42.83,1.21,5770.52,0.939,7.113,11.4353,60,23.33,6.67,10,0,0,0,-3.092836043,-3.1067184
25.77,35.77,1.39,6476.12,0.934,6.467,9.2576,60,23.33,6.67,10,0,0,0,-3.199612369,-3.104236527
12.84,17.25,1.34,6020.82,0.866,3.001,12.4166,60,23.33,6.67,10,0,0,0,-3.528021169,-3.610691345
17.84,24.25,1.36,6647.08,0.921,5.337,7.3277,60,23.33,6.67,10,0,0,0,-3.147687501,-3.172232545
12.55,18.89,1.5,5303.64,0.849,2.58,12.1289,60,23.33,6.67,10,0,0,0,-3.734770215,-3.669063735
23.21,29.76,1.28,6521.89,0.922,5.489,6.9345,60,23.33,6.67,10,0,0,0,-3.126184615,-3.122292124
18.15,21.52,1.19,5850.05,0.88,3.355,11.1556,60,23.33,6.67,10,0,0,0,-3.507547746,-3.501320887
8.11,13.3,1.64,6469.57,0.847,2.54,9.8875,60,23.33,6.67,10,0,0,0,-3.54976599,-3.461404949
19.93,20.39,1.02,6443.89,0.912,4.629,8.1311,60,23.33,6.67,10,0,0,0,-3.2062451,-3.181875768
24.29,28.64,1.18,6539.34,0.936,6.517,7.8378,60,23.33,6.67,10,0,0,0,-3.132856975,-3.125185147
15.78,21.78,1.38,5577.43,0.87,3.029,12.6557,60,23.33,6.67,10,0,0,0,-3.562508936,-3.620842226
26.55,32.35,1.22,6235.45,0.935,6.641,7.53,60,23.33,6.67,10,0,0,0,-3.057053034,-3.059164784
23.33,28.65,1.23,6552.74,0.924,5.596,7.8269,60,23.33,6.67,10,0,0,0,-3.172857749,-3.15885411
10.05,11.9,1.18,3768.29,0.747,1.398,20.8154,59.09,27.27,4.55,9.09,0,0,0,-4.215789563,-4.081946404
8.75,10.45,1.2,5891.52,0.807,1.938,12.3376,59.09,27.27,4.55,9.09,0,0,0,-3.733606661,-3.723009398
15.45,17.71,1.15,4307.2,0.789,1.773,17.0258,59.09,27.27,4.55,9.09,0,0,0,-3.901890582,-3.929084144
5.82,9.98,1.72,4113.16,0.733,1.277,17.3951,59.09,27.27,4.55,9.09,0,0,0,-3.962018312,-4.001404083
11.77,14.06,1.19,4514.92,0.784,1.683,16.5256,59.09,27.27,4.55,9.09,0,0,0,-3.988460099,-3.914897009
14.53,14.81,1.02,5259.73,0.843,2.425,12.0442,59.09,27.27,4.55,9.09,0,0,0,-3.541422842,-3.523656063
14.4,32.19,2.24,5495.68,0.856,2.77,11.4572,59.09,27.27,4.55,9.09,0,0,0,-3.542151934,-3.581987998
13.72,18.4,1.34,5243.92,0.858,2.789,13.9333,59.09,27.27,4.55,9.09,0,0,0,-3.694585665,-3.657812329
8.71,10.11,1.16,5178.07,0.784,1.584,14.4657,58.33,20.83,8.33,12.5,0,0,0,-3.785955361,-3.776768116
14.56,15.87,1.09,3155.57,0.761,1.428,21.1615,58.33,20.83,8.33,12.5,0,0,0,-4.143875047,-4.067162207
5.44,8.92,1.64,3025.92,0.701,1.025,19.7783,58.33,20.83,8.33,12.5,0,0,0,-4.070647759,-4.137887144
14.14,14.63,1.04,4682.47,0.823,1.99,13.6686,58.33,20.83,8.33,12.5,0,0,0,-3.706532832,-3.725932249
17.55,38.64,2.2,5255.36,0.887,3.404,14.947,58.33,20.83,8.33,12.5,0,0,0,-3.610938071,-3.645103982
7.09,10.33,1.46,4286.98,0.748,1.363,17.9704,53.33,30,6.67,10,0,0,0,-3.977984103,-4.072631974
14.13,29.34,2.08,4018.42,0.823,2.257,23.4748,50,36.11,5.56,8.33,0,0,0,-4.168800231,-3.977684401
10.87,12.65,1.16,3283.77,0.729,1.29,20.9798,58.33,29.17,8.33,4.17,0,0,0,-4.218775147,-4.221042784
8.37,10.39,1.24,5762.2,0.792,1.803,13.2148,58.33,29.17,8.33,4.17,0,0,0,-3.629462141,-3.751022275
9.9,13.65,1.38,5870.97,0.818,2.158,11.4873,58.33,29.17,8.33,4.17,0,0,0,-3.622918154,-3.663695131
15.62,17.72,1.13,3405.32,0.772,1.653,18.4759,58.33,29.17,8.33,4.17,0,0,0,-4.012524091,-3.919327967
12.99,15.85,1.22,5483.38,0.857,2.843,16.451,58.33,29.17,8.33,4.17,0,0,0,-3.937291705,-3.807501919
17.18,28.21,1.64,4414.74,0.842,2.508,14.288,58.33,29.17,8.33,4.17,0,0,0,-3.772200688,-3.769803152
13.94,30.89,2.22,5432.27,0.846,2.619,12.3707,58.33,29.17,8.33,4.17,0,0,0,-3.76795123,-3.724216128
14.38,17.03,1.18,5498.54,0.88,3.566,10.6118,58.33,29.17,8.33,4.17,0,0,0,-3.406062675,-3.492408962
8,10.37,1.3,5195.64,0.775,1.663,14.4203,55.56,33.33,7.41,3.7,0,0,0,-3.838700675,-3.820259604
9.42,11.99,1.27,5519.02,0.803,1.988,12.5563,55.56,33.33,7.41,3.7,0,0,0,-3.676648757,-3.714131625
25.05,25.87,1.03,4923.04,0.845,2.635,14.3409,55.56,33.33,7.41,3.7,0,0,0,-3.743025115,-3.74863579
16.85,27.05,1.61,4422.43,0.826,2.339,14.6762,55.56,33.33,7.41,3.7,0,0,0,-3.909210732,-3.925025476
13.57,15.43,1.14,5700.65,0.871,3.339,10.7714,55.56,33.33,7.41,3.7,0,0,0,-3.467425782,-3.530973302
13.09,15.38,1.18,2959.07,0.722,1.269,24.0457,60,30,6.67,3.33,0,0,0,-4.302015296,-4.495724358
15.68,17.17,1.09,2652.54,0.735,1.399,22.2482,53.33,36.67,6.67,3.33,0,0,0,-3.870738466,-3.922449683
11.51,18.58,1.62,5333.83,0.801,1.995,13.2977,53.33,36.67,6.67,3.33,0,0,0,-3.820597716,-3.86592722
7.86,10.31,1.31,5443.24,0.781,1.658,14.002,56,28,8,8,0,0,0,-3.826050696,-3.839123572
15.61,17.72,1.14,3041.12,0.761,1.519,19.6896,56,28,8,8,0,0,0,-4.097148212,-3.906000576
12.18,15.92,1.31,4260.59,0.801,1.886,15.4498,56,28,8,8,0,0,0,-3.820497866,-3.856411973
15.22,35.9,2.36,6130.75,0.887,3.578,11.6749,56,28,8,8,0,0,0,-3.489303848,-3.543718315
8.46,10.07,1.19,6327.4,0.797,2.036,11.7065,53.85,42.31,0,3.85,0,0,0,-3.644357137,-3.65190899
30.17,30.84,1.02,5932.89,0.86,3.2,11.9021,53.85,42.31,0,3.85,0,0,0,-3.516243412,-3.532450525
10.24,12.4,1.21,6010.95,0.824,2.524,10.0952,53.85,42.31,0,3.85,0,0,0,-3.591400345,-3.549574191
16.48,24.94,1.51,5337.49,0.847,2.883,11.0563,53.85,42.31,0,3.85,0,0,0,-3.679648163,-3.641053952
14.89,32.26,2.17,5783.78,0.845,2.867,11.8547,53.85,42.31,0,3.85,0,0,0,-3.659933129,-3.637273622
7.77,9.68,1.25,4821.27,0.761,1.533,14.8691,51.72,34.48,10.34,3.45,0,0,0,-3.845484581,-3.899123213
8.84,11.91,1.35,5060.82,0.789,1.832,13.009,51.72,34.48,10.34,3.45,0,0,0,-3.716034586,-3.750566091
14.72,33.05,2.25,4371.93,0.854,2.868,21.3398,51.72,34.48,10.34,3.45,0,0,0,-4.182873986,-3.817087823
15.08,16.97,1.13,2437.52,0.712,1.243,19.0531,52.94,38.24,5.88,2.94,0,0,0,-3.889464045,-3.911666718
8.89,11.4,1.28,5072.6,0.793,1.83,12.701,53.57,32.14,7.14,7.14,0,0,0,-3.785065334,-3.764490041
14.24,15.77,1.11,2911.04,0.746,1.412,23.8528,53.57,32.14,7.14,7.14,0,0,0,-4.575444664,-4.155959008
10.85,26.8,2.47,5271.22,0.825,2.246,13.2906,53.57,32.14,7.14,7.14,0,0,0,-3.772500239,-3.809918388
14.75,33.15,2.25,4205.47,0.854,2.845,21.1713,53.57,32.14,7.14,7.14,0,0,0,-4.036669721,-3.770194803
7.12,10.67,1.5,4243.57,0.753,1.573,14.2215,50,41.67,5.56,2.78,0,0,0,-3.891916797,-3.897308801
8.85,11.42,1.29,4362.17,0.782,1.619,13.1176,53.57,25,7.14,14.29,0,0,0,-3.736874257,-3.749567615
24.61,25.1,1.02,4414.4,0.83,2.163,14.4387,53.57,25,7.14,14.29,0,0,0,-3.774514253,-3.847731208
15.01,16.41,1.09,2368.43,0.731,1.235,31.3597,53.57,25,7.14,14.29,0,0,0,-5.074364535,-4.311732967
8.66,10.5,1.21,5104.79,0.782,1.66,13.4374,56,28,8,8,0,0,0,-3.642577367,-3.770389118
12.68,17.92,1.41,4091.75,0.801,1.885,14.956,56,28,8,8,0,0,0,-3.844776508,-3.891246961
8.26,11.05,1.34,4521.36,0.787,1.741,15.2254,55.56,27.78,11.11,5.56,0,0,0,-3.765318258,-3.79166136
9.37,10.47,1.12,6118.96,0.837,2.403,9.6591,55.56,27.78,11.11,5.56,0,0,0,-3.460216164,-3.396508182
10.94,16.41,1.5,5993.05,0.86,2.863,9.2571,55.56,27.78,11.11,5.56,0,0,0,-3.398910086,-3.455558509
6.86,12.53,1.83,4534.95,0.774,1.6,15.1319,55.56,27.78,11.11,5.56,0,0,0,-3.942749192,-3.965681287
7.93,8.41,1.06,5566.25,0.77,1.574,14.0881,55.56,27.78,11.11,5.56,0,0,0,-3.577819487,-3.666845275
14.54,14.96,1.03,5806.63,0.868,2.999,9.1638,55.56,27.78,11.11,5.56,0,0,0,-3.249004954,-3.282833472
14.42,32.65,2.26,5961.91,0.9,4.242,11.6255,55.56,27.78,11.11,5.56,0,0,0,-3.56401253,-3.420057863
6.26,7.19,1.15,1150.61,0.606,0.722,22.0473,55.56,27.78,11.11,5.56,0,0,0,-4.855898162,-4.77177655
16.78,19.16,1.14,6030.46,0.907,4.604,10.0437,55.56,27.78,11.11,5.56,0,0,0,-3.333291305,-3.309309182
17.38,19.09,1.1,6064.97,0.903,4.272,10.0052,55.56,27.78,11.11,5.56,0,0,0,-3.420472176,-3.453578392
7.72,9.27,1.2,2867.93,0.706,1.113,21.3461,55.56,27.78,11.11,5.56,0,0,0,-4.127361228,-4.17464229
20.46,22.44,1.1,5852.12,0.903,4.33,9.2417,55.56,27.78,11.11,5.56,0,0,0,-3.294375832,-3.28270304
10.7,13.81,1.29,5455.84,0.806,1.932,15.2656,55.56,27.78,11.11,5.56,0,0,0,-3.64800655,-3.681400241
9.23,13.48,1.46,5154.98,0.799,1.875,14.4908,55.56,27.78,11.11,5.56,0,0,0,-3.636226615,-3.671813257
14.9,19.78,1.33,5878.47,0.881,3.405,8.8142,55.56,27.78,11.11,5.56,0,0,0,-3.430572995,-3.354929198
11.24,13.24,1.18,4375.1,0.764,1.584,17.412,52.38,33.33,9.52,4.76,0,0,0,-4.094841438,-3.989859346
9.89,14.62,1.48,6237.96,0.843,2.592,10.1155,52.38,33.33,9.52,4.76,0,0,0,-3.561209045,-3.555320845
13.93,16.04,1.15,6057.9,0.874,3.336,13.3409,52.38,33.33,9.52,4.76,0,0,0,-3.72406503,-3.720680149
19.02,25.98,1.37,5217.94,0.864,3.055,11.3053,52.38,33.33,9.52,4.76,0,0,0,-3.603995189,-3.546997389
9.45,10.31,1.09,5822.99,0.805,2.035,11.2877,52.38,33.33,9.52,4.76,0,0,0,-3.601367906,-3.628117445
9.76,12.33,1.26,5206.13,0.785,1.75,17.6486,52.38,33.33,9.52,4.76,0,0,0,-3.842455084,-3.856809505
9.48,13.86,1.46,4612.52,0.808,1.824,14.1379,50,20.83,8.33,20.83,0,0,0,-3.739812722,-3.830086471
16.32,20.43,1.25,5521.82,0.871,3.37,12.358,50,37.5,8.33,4.17,0,0,0,-3.658926377,-3.582220839
9.27,10.14,1.09,6438.99,0.801,1.988,11.25,50,37.5,8.33,4.17,0,0,0,-3.737964346,-3.727917454
28.99,30.19,1.04,5878.77,0.863,3.111,12.034,50,37.5,8.33,4.17,0,0,0,-3.486900338,-3.572807422
15.48,16.8,1.09,4139.24,0.788,1.864,13.5301,50,37.5,8.33,4.17,0,0,0,-3.804591124,-3.817498323
14.87,17.64,1.19,6092.5,0.882,3.619,13.9166,50,37.5,8.33,4.17,0,0,0,-3.715474864,-3.657260671
17.1,22.01,1.29,5488.74,0.886,3.663,10.8705,50,30,15,5,0,0,0,-3.551165845,-3.495196822
9.65,10.83,1.12,6072.86,0.827,2.195,10.0163,50,30,15,5,0,0,0,-3.470603735,-3.548789559
9.96,14.54,1.46,6016.92,0.848,2.598,9.8655,50,30,15,5,0,0,0,-3.54927789,-3.528806725
15.23,17.48,1.15,5407.96,0.809,2.012,14.8144,50,30,15,5,0,0,0,-3.870952084,-3.806037558
5.76,10.39,1.8,4780.42,0.756,1.423,14.8801,50,30,15,5,0,0,0,-3.828236516,-3.833329546
6.87,8.42,1.23,5427.34,0.756,1.433,16.0602,50,30,15,5,0,0,0,-3.699270191,-3.855689993
14.62,32.49,2.22,5828.73,0.87,3.086,10.9854,50,30,15,5,0,0,0,-3.57111671,-3.564131096
4.28,6.03,1.41,590.92,0.575,0.626,26.4011,50,30,15,5,0,0,0,-5.236154509,-5.364126476
19.49,21.09,1.08,5747.15,0.895,3.956,10.0072,50,30,15,5,0,0,0,-3.360751911,-3.363083091
28.65,30.18,1.05,5821.23,0.876,3.209,10.2595,57.89,21.05,15.79,5.26,0,0,0,-3.417682624,-3.423551253
7.58,10.04,1.33,3938.69,0.751,1.387,18.3466,57.89,21.05,15.79,5.26,0,0,0,-4.013718086,-3.958301835
6.4,8.64,1.35,4969.6,0.742,1.334,16.3635,57.89,21.05,15.79,5.26,0,0,0,-3.833760773,-3.840217268
13.75,30.54,2.22,5855.89,0.865,2.909,10.406,57.89,21.05,15.79,5.26,0,0,0,-3.564442006,-3.571447115
8.23,10.96,1.33,4893.27,0.78,1.614,16.1743,57.89,21.05,15.79,5.26,0,0,0,-3.972702226,-3.95495181
5.28,10.12,1.92,4176.67,0.738,1.322,16.4786,50,31.82,9.09,9.09,0,0,0,-4.000174587,-3.989730037
13.91,18.79,1.35,5833.25,0.843,2.54,10.573,50,31.82,9.09,9.09,0,0,0,-3.613066183,-3.596766728
11.96,14.32,1.2,4228.86,0.787,1.738,13.255,50,31.82,9.09,9.09,0,0,0,-3.776819866,-3.776628044
19.76,37.59,1.9,5729.69,0.9,4.184,10.323,50,31.82,9.09,9.09,0,0,0,-3.427339544,-3.39452019
15.52,18.21,1.17,5737.93,0.889,3.836,10.8632,50,31.82,9.09,9.09,0,0,0,-3.493218952,-3.446145109
8.3,10.39,1.25,6009.3,0.814,2.011,11.0089,55,25,10,10,0,0,0,-3.620812163,-3.548011835
29.17,30.46,1.04,5739.27,0.873,3.151,10.2553,55,25,10,10,0,0,0,-3.369106982,-3.418643844
15.29,17.51,1.15,4569.88,0.798,1.862,16.8649,55,25,10,10,0,0,0,-4.011548297,-3.933489567
6.64,10.07,1.52,4167.17,0.748,1.36,17.542,55,25,10,10,0,0,0,-3.867984337,-3.95208214
14.02,18.64,1.33,5798.93,0.847,2.577,9.8208,55,25,10,10,0,0,0,-3.428202036,-3.486575146
11.75,14.06,1.2,4283.63,0.794,1.767,14.6105,55,25,10,10,0,0,0,-3.775733234,-3.744045255
6.13,8.36,1.36,4850.1,0.738,1.307,17.7677,55,25,10,10,0,0,0,-3.929371121,-3.892966573
7.7,9.71,1.26,6125.43,0.809,1.977,11.4741,50,31.82,9.09,9.09,0,0,0,-3.599125438,-3.650699137
28.78,29.76,1.03,5807.75,0.868,3.114,11.5416,50,31.82,9.09,9.09,0,0,0,-3.484089248,-3.493291228
15.15,16.14,1.07,4624.68,0.791,1.821,16.9291,50,31.82,9.09,9.09,0,0,0,-4.107383457,-4.022585128
13.65,17.94,1.31,4716.03,0.825,2.233,14.7761,50,31.82,9.09,9.09,0,0,0,-3.8696415,-3.852549521
10.58,12.99,1.23,4562.98,0.786,1.729,15.1633,50,31.82,9.09,9.09,0,0,0,-3.848576129,-3.81349141
17.3,36.3,2.1,5891.81,0.901,4.171,10.5216,50,31.82,9.09,9.09,0,0,0,-3.436530758,-3.439035811
7.59,10.91,1.44,4732.29,0.772,1.568,17.6819,50,31.82,9.09,9.09,0,0,0,-4.012335011,-4.047983285
15.28,17.17,1.12,4178.87,0.789,1.701,18.8385,52.38,23.81,9.52,14.29,0,0,0,-3.8585421,-4.006413858
6.66,9.01,1.35,3700.06,0.734,1.226,20.0573,52.38,23.81,9.52,14.29,0,0,0,-4.146945426,-4.093438357
6.14,8.55,1.39,4081.09,0.727,1.191,18.7108,52.38,23.81,9.52,14.29,0,0,0,-3.953660409,-4.005104368
7.64,10.39,1.36,5697.68,0.807,1.835,11.3016,50,20,15,15,0,0,0,-3.588338096,-3.555081232
9.43,13.1,1.39,5798.45,0.834,2.195,10.2096,50,20,15,15,0,0,0,-3.609175172,-3.608876358
14.14,18.74,1.33,5586.76,0.843,2.365,10.3394,50,20,15,15,0,0,0,-3.592258313,-3.556402158
6.08,8.62,1.42,3926.58,0.731,1.191,16.5676,50,20,15,15,0,0,0,-3.839602337,-3.900123509
12.04,30.99,2.57,5481.64,0.856,2.599,10.9339,50,20,15,15,0,0,0,-3.619923962,-3.605581668
8.79,12.23,1.39,3900.95,0.773,1.456,16.3296,50,20,15,15,0,0,0,-3.981088782,-3.985539855
7.42,10,1.35,5885.86,0.796,1.835,12.8967,52.17,30.43,8.7,8.7,0,0,0,-3.635389072,-3.729393633
13.83,14.79,1.07,5199.12,0.832,2.313,11.1961,52.17,30.43,8.7,8.7,0,0,0,-3.585570911,-3.57209136
11.64,30.15,2.59,5507.29,0.848,2.644,12.2293,52.17,30.43,8.7,8.7,0,0,0,-3.691121568,-3.725044841
7.48,10.68,1.43,4317.22,0.758,1.45,18.1807,52.17,30.43,8.7,8.7,0,0,0,-4.168300331,-4.069311569
30.18,30.64,1.02,5973.8,0.859,3.196,10.837,53.85,42.31,0,3.85,0,0,0,-3.63739998,-3.49001139
14.7,16.88,1.15,4459.23,0.779,1.877,15.8602,53.85,42.31,0,3.85,0,0,0,-3.919808376,-3.874488225
10.61,13.14,1.24,4584.44,0.772,1.783,18.3036,53.85,42.31,0,3.85,0,0,0,-4.202292204,-4.045915963
17.63,36.57,2.07,5163.03,0.882,3.922,9.7137,53.85,42.31,0,3.85,0,0,0,-3.419439585,-3.360738023
8.25,9.09,1.1,5752.07,0.781,1.665,14.218,46.15,34.62,7.69,11.54,0,0,0,-3.862809442,-3.883031707
8.47,15.53,1.83,5108.63,0.81,2.015,13.1201,46.15,34.62,7.69,11.54,0,0,0,-3.811565374,-3.813306503
6.71,7.17,1.07,3600.61,0.707,1.13,16.4354,46.15,34.62,7.69,11.54,0,0,0,-4.041398476,-4.122899395
12.55,29.67,2.36,5242,0.834,2.366,13.2883,46.15,34.62,7.69,11.54,0,0,0,-3.837930456,-3.79961295
13.85,17.64,1.27,5315.29,0.874,3.332,11.3818,46.15,34.62,7.69,11.54,0,0,0,-3.529108987,-3.579868183
9.41,12.59,1.34,5668.12,0.826,2.195,10.6053,50,27.27,13.64,9.09,0,0,0,-3.573309437,-3.597569616
27.95,29.57,1.06,5112.83,0.863,2.891,12.0708,50,27.27,13.64,9.09,0,0,0,-3.468173816,-3.545463737
13.15,15.72,1.2,4684.8,0.788,1.722,14.5956,50,27.27,13.64,9.09,0,0,0,-3.84749849,-3.92722282
13.51,17.16,1.27,5364.71,0.839,2.37,11.766,50,27.27,13.64,9.09,0,0,0,-3.590494816,-3.603923654
7.33,7.78,1.06,4389.39,0.739,1.281,15.9281,50,27.27,13.64,9.09,0,0,0,-3.74028416,-3.85208726
12.1,30.53,2.52,5500.34,0.851,2.617,11.2274,50,27.27,13.64,9.09,0,0,0,-3.581395947,-3.656922944
7.54,9.84,1.31,4559.25,0.759,1.433,17.2508,50,27.27,13.64,9.09,0,0,0,-4.019161982,-4.004428199
