PLD (Å),LCD (Å),LCD/PLD,Sacc (m2/g),Porosity,Pore Volume (cm3/g),Qst-CO2 (kJ/mol),%C,%H,%N,%O,%Metalloid,%Halogen,%Ametal,LOG(DCO2 - INF),LOG(DCO2 - 1 bar)
40.6,62.87,1.55,8106.42,0.981,24.549,3.6937,55.7,36.71,7.59,0,0,0,0,-2.312466472,-2.314288151
28.98,40.08,1.38,8159.03,0.972,17.557,4.7034,57.83,37.35,4.82,0,0,0,0,-2.502359622,-2.526943475
39.57,62.74,1.59,8183.26,0.98,23.552,3.9693,57.83,37.35,4.82,0,0,0,0,-2.276766692,-2.372929489
28.73,39.34,1.37,7842.29,0.972,16.73,4.502,56.79,33.33,4.94,4.94,0,0,0,-2.451087094,-2.567248818
39.68,63.02,1.59,7850,0.98,22.651,3.8656,56.79,33.33,4.94,4.94,0,0,0,-2.301656875,-2.370648707
29,41.09,1.42,8060.09,0.973,18.48,4.4572,59.74,35.06,5.19,0,0,0,0,-2.445643627,-2.508464297
42.25,62.86,1.49,8064.44,0.981,24.596,3.7628,59.74,35.06,5.19,0,0,0,0,-2.267870432,-2.361848564
29.04,40.08,1.38,8069.59,0.973,18.059,4.5663,58.75,36.25,5,0,0,0,0,-2.513644332,-2.538080201
40.05,62.9,1.57,8078.96,0.98,24.178,3.9071,58.75,36.25,5,0,0,0,0,-2.286934858,-2.312143687
39.23,62.98,1.61,7841.41,0.979,22.399,3.8153,55.7,31.65,7.59,5.06,0,0,0,-2.281619151,-2.362847679
29.34,41.61,1.42,7949.99,0.974,18.426,4.326,58.67,33.33,8,0,0,0,0,-2.444222768,-2.54500619
42.1,62.83,1.49,7945.93,0.981,24.486,3.7127,58.67,33.33,8,0,0,0,0,-2.237158621,-2.314461406
35.37,54.48,1.54,7880.71,0.974,18.16,4.5376,57.97,34.78,4.35,2.9,0,0,0,-2.480983665,-2.537270395
42.28,62.86,1.49,7887.63,0.98,23.476,3.7965,59.74,32.47,5.19,2.6,0,0,0,-2.344848662,-2.323477267
24.93,34.88,1.4,7814.81,0.965,13.651,5.3891,59.42,34.78,4.35,1.45,0,0,0,-2.618552741,-2.727867753
35.91,54.6,1.52,7853.12,0.975,18.247,4.627,59.42,34.78,4.35,1.45,0,0,0,-2.544557534,-2.498938792
31.76,54.65,1.72,7642.41,0.973,17.056,4.8816,59.15,32.39,5.63,2.82,0,0,0,-2.540301245,-2.521557938
30.29,54.78,1.81,7931.54,0.972,16.435,5.3121,57.14,35.06,5.19,2.6,0,0,0,-2.613418921,-2.537647545
27.45,54.74,1.99,8174.36,0.97,15.631,5.4157,55.42,37.35,4.82,2.41,0,0,0,-2.620114166,-2.60022967
36.03,54.54,1.51,7928.88,0.974,17.895,4.6551,59.15,35.21,5.63,0,0,0,0,-2.525382559,-2.502191886
36.06,54.65,1.52,7981.06,0.972,16.536,5.0123,59.74,35.06,5.19,0,0,0,0,-2.544676721,-2.533288855
24.53,34,1.39,8139.72,0.964,13.86,5.3018,57.53,39.73,2.74,0,0,0,0,-2.639496518,-2.69387257
33.7,54.64,1.62,8170.06,0.974,18.711,4.5645,57.53,39.73,2.74,0,0,0,0,-2.355025385,-2.501612619
36.12,54.62,1.51,8062.81,0.972,17.074,4.8475,56.58,36.84,6.58,0,0,0,0,-2.486665045,-2.54520328
36.02,54.64,1.52,8085.96,0.971,16.397,5.0593,56.79,38.27,4.94,0,0,0,0,-2.54874083,-2.566221399
36.03,54.53,1.51,8060.27,0.973,16.998,4.9858,57.33,36,5.33,1.33,0,0,0,-2.537536803,-2.510481725
35.86,54.04,1.51,8192.98,0.97,16.362,5.0153,55.42,39.76,4.82,0,0,0,0,-2.557874208,-2.52413265
36.2,54.51,1.51,7703.2,0.974,17.462,4.5772,58.33,34.72,5.56,1.39,0,0,0,-2.461285107,-2.519574864
36.36,54.43,1.5,7914.56,0.976,19.671,4.3951,58.46,35.38,6.15,0,0,0,0,-2.444433453,-2.442991251
35.9,54.49,1.52,8003.8,0.975,19.036,4.5091,57.35,36.76,5.88,0,0,0,0,-2.431191313,-2.475359205
24.63,34.35,1.39,8143.78,0.965,13.864,5.2866,56.34,38.03,5.63,0,0,0,0,-2.671675814,-2.732998424
24.9,35.36,1.42,7970.93,0.966,14.183,5.1943,56.72,35.82,7.46,0,0,0,0,-2.616926769,-2.680261566
36.25,54.48,1.5,7914.85,0.976,19.011,4.4854,56.72,35.82,7.46,0,0,0,0,-2.462871257,-2.483728878
35.64,54.46,1.53,7922.97,0.976,18.722,4.4606,59.09,33.33,7.58,0,0,0,0,-2.519620435,-2.466234402
35.67,54.46,1.53,7922,0.975,18.49,4.4996,56.52,36.23,5.8,1.45,0,0,0,-2.449469592,-2.489365656
24.97,34.68,1.39,7875.84,0.966,13.898,5.2136,58.21,34.33,5.97,1.49,0,0,0,-2.671009688,-2.729707386
35.76,54.42,1.52,7868.06,0.975,18.595,4.496,58.21,34.33,5.97,1.49,0,0,0,-2.425576396,-2.458034237
37.32,37.4,1,4453.75,0.86,3.044,24.4646,59.7,31.34,8.96,0,0,0,0,-4.647982044,-3.910163048
34.77,54.45,1.57,7734.91,0.975,18.058,4.5429,56.72,32.84,7.46,2.99,0,0,0,-2.391485283,-2.50608116
35.51,54.42,1.53,7891.86,0.974,18.132,4.5723,57.14,35.71,5.71,1.43,0,0,0,-2.373234273,-2.526883443
33.61,54.47,1.62,8211.28,0.974,18.703,4.5345,57.53,39.73,2.74,0,0,0,0,-2.547418474,-2.510291323
35.06,54.46,1.55,7801.83,0.974,18.149,4.5781,56.52,34.78,7.25,1.45,0,0,0,-2.53390727,-2.49440045
33.14,54.51,1.65,7618.17,0.973,16.79,4.7525,56.34,32.39,5.63,5.63,0,0,0,-2.573569837,-2.446563338
36.03,54.47,1.51,8123.96,0.972,17.231,4.6438,53.95,38.16,7.89,0,0,0,0,-2.550070181,-2.613037725
35.36,54.38,1.54,7712.88,0.972,17.151,4.6883,55.41,36.49,5.41,2.7,0,0,0,-2.453840376,-2.495705962
36.36,54.55,1.5,7919.18,0.976,19.623,4.3886,58.46,35.38,6.15,0,0,0,0,-2.446345199,-2.434012674
24.61,35.52,1.44,8013.83,0.965,14.154,5.278,57.35,36.76,5.88,0,0,0,0,-2.630205139,-2.705753543
35.18,54.49,1.55,8021.37,0.975,19.037,4.4657,57.35,36.76,5.88,0,0,0,0,-2.456289011,-2.537581739
24.49,34.21,1.4,7895.45,0.965,13.771,5.3553,56.52,36.23,5.8,1.45,0,0,0,-2.741096085,-2.725434704
36.22,54.47,1.5,7976.69,0.975,18.552,4.4469,56.52,36.23,5.8,1.45,0,0,0,-2.474362036,-2.477971883
25.44,36.26,1.43,7951.21,0.967,14.555,5.1545,58.46,35.38,6.15,0,0,0,0,-2.614212436,-2.736813748
36.36,54.39,1.5,7931.01,0.976,19.607,4.423,58.46,35.38,6.15,0,0,0,0,-2.352097439,-2.486003255
36.06,54.36,1.51,7984.25,0.975,18.971,4.451,57.35,36.76,5.88,0,0,0,0,-2.384032674,-2.44139802
36.13,54.37,1.5,7894.26,0.975,18.96,4.4762,56.72,35.82,7.46,0,0,0,0,-2.482949703,-2.485809697
35.48,54.38,1.53,7919.44,0.974,18.067,4.5804,57.14,35.71,5.71,1.43,0,0,0,-2.531363529,-2.495623159
25.24,36.47,1.44,8012.86,0.966,14.701,5.1756,59.7,37.31,2.99,0,0,0,0,-2.616624154,-2.781771914
36.39,54.54,1.5,8071.37,0.976,19.821,4.4437,59.7,37.31,2.99,0,0,0,0,-2.43049411,-2.426264115
34.72,54.42,1.57,7896.1,0.975,18.57,4.4497,57.97,36.23,2.9,2.9,0,0,0,-2.400731491,-2.474162478
28.9,41.06,1.42,8119.68,0.973,18.64,4.5041,59.26,38.27,2.47,0,0,0,0,-2.4211672,-2.571224018
41.96,63.21,1.51,8176.41,0.981,25.061,3.7845,59.26,38.27,2.47,0,0,0,0,-2.227855923,-2.248461197
24.58,34.86,1.42,8039.09,0.964,13.85,5.2085,57.53,39.73,2.74,0,0,0,0,-2.709941034,-2.725113744
26.39,54.82,2.08,7940.37,0.967,14.431,5.6665,61.54,36.26,2.2,0,0,0,0,-2.678798087,-2.66087087
27.53,28.24,1.03,4490.55,0.864,3.085,27.8822,57.97,30.43,11.59,0,0,0,0,-4.578791413,-4.049827591
11.83,12.55,1.06,5418.79,0.791,1.841,19.7472,57.97,30.43,11.59,0,0,0,0,-4.194167298,-4.086777337
25.26,48.92,1.94,8395.35,0.967,15.343,4.7048,59.34,38.46,2.2,0,0,0,0,-2.568765921,-2.622318879
51.05,53.2,1.04,8857.19,0.975,21.291,3.5219,59.12,39.62,1.26,0,0,0,0,-2.417734641,-2.426261489
29.29,40.82,1.39,8533.17,0.971,17.057,4.3564,59.26,38.89,1.85,0,0,0,0,-2.512061177,-2.55969646
27.03,30.34,1.12,8851.15,0.965,14.752,4.3731,59.12,39.62,1.26,0,0,0,0,-2.641286631,-2.613118585
30.23,46.13,1.53,7795.71,0.966,14.34,5.449,59.65,36.84,3.51,0,0,0,0,-2.600873957,-2.631397914
41.78,62.95,1.51,7922.55,0.981,23.43,3.6593,54.55,32.47,7.79,5.19,0,0,0,-2.301119933,-2.304962579
28.78,40.07,1.39,8080.44,0.974,18.212,4.3665,51.85,38.27,9.88,0,0,0,0,-2.421409972,-2.491692156
39.88,63.01,1.58,8187.43,0.981,24.567,3.633,51.85,38.27,9.88,0,0,0,0,-2.247133418,-2.295052013
40.74,62.97,1.55,8131.83,0.981,24.371,3.6631,54.55,35.06,5.19,5.19,0,0,0,-2.262994869,-2.312569285
28.83,39.98,1.39,8334.52,0.972,18.257,4.4379,54.12,41.18,4.71,0,0,0,0,-2.545902421,-2.507868109
46.5,71.13,1.53,8549.02,0.985,31.076,3.0016,54.95,38.46,4.4,2.2,0,0,0,-2.118590602,-2.205570065
44.48,62.09,1.4,8192.04,0.969,15.284,6.0096,54.95,38.46,4.4,2.2,0,0,0,-2.611858468,-2.585035654
47.22,71.07,1.51,8541.63,0.985,32.314,2.9349,55.17,37.93,6.9,0,0,0,0,-2.057162027,-2.17419802
48.32,71.2,1.47,8662.77,0.985,33.956,2.8821,57.83,37.35,4.82,0,0,0,0,-2.127749132,-2.153371783
19.17,27.43,1.43,8292.1,0.927,6.574,7.6816,57.83,37.35,4.82,0,0,0,0,-3.080311754,-3.153091033
29.43,41.53,1.41,8383.12,0.975,19.639,4.1726,56.76,36.49,5.41,1.35,0,0,0,-2.463138737,-2.419866653
41.84,62.96,1.5,8479.45,0.982,26.386,3.4776,56.76,36.49,5.41,1.35,0,0,0,-2.194199668,-2.311039454
32.98,46.39,1.41,8417.34,0.979,23.568,3.6028,56.47,35.29,5.88,2.35,0,0,0,-2.345214635,-2.300430285
45.73,63.01,1.38,8183.88,0.969,15.579,5.5024,56.47,35.29,5.88,2.35,0,0,0,-2.446190454,-2.557030497
45.82,71.1,1.55,8198.53,0.984,29.766,3.0099,55.17,33.33,6.9,4.6,0,0,0,-2.169602272,-2.180166477
44.72,62.07,1.39,7860.72,0.968,14.631,6.0576,55.17,33.33,6.9,4.6,0,0,0,-2.482507207,-2.555121438
45.34,71.1,1.57,8237.56,0.984,29.767,3.061,55.17,33.33,6.9,4.6,0,0,0,-2.170656844,-2.183869754
46.42,71.16,1.53,8337.3,0.984,30.588,3.0941,56.18,35.96,5.62,2.25,0,0,0,-2.147542153,-2.202737969
45,63.03,1.4,8096.74,0.968,15.036,5.7386,56.18,35.96,5.62,2.25,0,0,0,-2.542682398,-2.538194212
29.37,40.82,1.39,8503.3,0.975,19.552,4.2139,56.58,38.16,5.26,0,0,0,0,-2.440140836,-2.470251888
41.83,62.89,1.5,8538.39,0.981,26.355,3.5256,56.58,38.16,5.26,0,0,0,0,-2.29261553,-2.315006074
48,70.96,1.48,8554.72,0.986,33.564,2.9088,56.79,35.8,7.41,0,0,0,0,-2.138179219,-2.153918844
47.5,61.95,1.3,8223.4,0.971,16.537,5.8488,56.79,35.8,7.41,0,0,0,0,-2.506906647,-2.547450359
33.38,46.58,1.4,8622.22,0.98,23.968,3.6179,55.17,37.93,6.9,0,0,0,0,-2.246391364,-2.348091272
46.41,71.01,1.53,8617.69,0.985,32.233,2.9663,55.17,37.93,6.9,0,0,0,0,-2.196534394,-2.222043669
46.37,62.86,1.36,8347.1,0.969,15.853,5.5165,55.17,37.93,6.9,0,0,0,0,-2.505477676,-2.563964938
46.36,61.95,1.34,8096.12,0.97,15.834,5.8965,54.12,36.47,9.41,0,0,0,0,-2.569352659,-2.57346142
47.95,70.87,1.48,8395.77,0.985,32.248,3.046,57.83,34.94,7.23,0,0,0,0,-2.155851224,-2.197569089
45.65,70.84,1.55,8460.76,0.984,31.576,3.0902,56.98,36.05,6.98,0,0,0,0,-2.160484217,-2.207585221
44.96,62.89,1.4,7922.37,0.968,14.564,5.5796,54.12,31.76,9.41,4.71,0,0,0,-2.508110218,-2.540674972
33,46.34,1.4,8220.24,0.98,23.357,3.6853,56.47,34.12,7.06,2.35,0,0,0,-2.375595032,-2.36169742
45.5,63.19,1.39,8039.47,0.969,15.4,5.5992,56.47,34.12,7.06,2.35,0,0,0,-2.456973453,-2.602749556
33.56,47.61,1.42,8257.46,0.981,24.338,3.5173,56.79,33.33,9.88,0,0,0,0,-2.30447351,-2.344535013
48.05,71.3,1.48,8286.35,0.986,32.677,2.8957,56.79,33.33,9.88,0,0,0,0,-2.119283712,-2.19293776
29.1,40.38,1.39,8259.87,0.974,18.692,4.2331,56,34.67,6.67,2.67,0,0,0,-2.477520212,-2.461207573
42.04,62.97,1.5,8270.72,0.981,25.13,3.5324,56,34.67,6.67,2.67,0,0,0,-2.357362397,-2.254875748
33.15,46.31,1.4,8203.02,0.98,23.301,3.6601,57.83,32.53,7.23,2.41,0,0,0,-2.303584015,-2.432491479
48.42,71.33,1.47,8251.68,0.985,31.437,2.9963,57.83,32.53,7.23,2.41,0,0,0,-2.126584785,-2.126658088
45.48,62.25,1.37,7910.54,0.968,15.455,5.9814,57.83,32.53,7.23,2.41,0,0,0,-2.455928681,-2.578151069
42.05,62.96,1.5,8280.09,0.981,25.28,3.6483,57.33,34.67,6.67,1.33,0,0,0,-2.258657324,-2.285651248
38.08,63.02,1.65,8061.96,0.981,23.784,3.862,57.14,32.47,7.79,2.6,0,0,0,-2.31332816,-2.313951763
28.79,39.89,1.39,8257.87,0.974,18.525,4.3699,57.14,35.06,7.79,0,0,0,0,-2.530000354,-2.496764942
42.23,63.05,1.49,8321.97,0.981,24.943,3.6956,57.14,35.06,7.79,0,0,0,0,-2.280998881,-2.299115925
29.04,38.48,1.32,8325.35,0.973,18.146,4.5308,56.25,36.25,7.5,0,0,0,0,-2.473564454,-2.556229664
42.09,63.07,1.5,8443.76,0.981,24.415,3.8004,56.25,36.25,7.5,0,0,0,0,-2.307502018,-2.305020674
42.22,63.13,1.5,8381.92,0.98,23.181,3.9668,57.83,34.94,7.23,0,0,0,0,-2.272174255,-2.409025055
28.79,38.54,1.34,8347.83,0.972,17.756,4.6082,55.42,37.35,7.23,0,0,0,0,-2.447617512,-2.586318781
42.13,63.04,1.5,8506.64,0.98,23.855,3.9233,55.42,37.35,7.23,0,0,0,0,-2.272734914,-2.376465608
42.14,63,1.49,8264.97,0.981,24.25,3.6736,56.41,34.62,7.69,1.28,0,0,0,-2.273464763,-2.348373389
28.85,40.17,1.39,8485.6,0.974,19.17,4.3034,55.7,39.24,5.06,0,0,0,0,-2.514824225,-2.428254977
39.94,62.95,1.58,8564.47,0.981,25.797,3.6036,55.7,39.24,5.06,0,0,0,0,-2.295056357,-2.341407805
28.75,37.9,1.32,8376.69,0.973,17.72,4.587,54.88,36.59,8.54,0,0,0,0,-2.573058201,-2.551250212
42.14,63.06,1.5,8493.83,0.98,23.848,3.8679,54.88,36.59,8.54,0,0,0,0,-2.396788044,-2.38033834
42.24,63.17,1.5,8500.27,0.979,23.086,4.0544,55.17,37.93,6.9,0,0,0,0,-2.344251952,-2.400347798
28.79,38.32,1.33,8290.44,0.973,17.692,4.4998,55.56,35.8,7.41,1.23,0,0,0,-2.569650048,-2.588471785
42.18,63.18,1.5,8457.19,0.981,23.928,3.8864,55.56,35.8,7.41,1.23,0,0,0,-2.26146091,-2.268212183
28.85,38.05,1.32,8431.62,0.971,17.088,4.6979,53.93,39.33,6.74,0,0,0,0,-2.570647303,-2.559845108
42.2,63.02,1.49,8612.81,0.979,22.942,4.058,53.93,39.33,6.74,0,0,0,0,-2.261843615,-2.406843552
42.04,63.03,1.5,8152.86,0.98,22.763,4.0241,55.56,33.33,7.41,3.7,0,0,0,-2.425857788,-2.356342651
28.92,40.04,1.38,8014.36,0.974,17.996,4.4059,56.41,34.62,7.69,1.28,0,0,0,-2.454181595,-2.537156068
42.07,63.1,1.5,8105.94,0.981,24.309,3.7064,56.41,34.62,7.69,1.28,0,0,0,-2.250051333,-2.310997036
29.48,42.01,1.42,8363.17,0.976,19.883,4.1674,56.34,35.21,8.45,0,0,0,0,-2.41411407,-2.553695967
42.44,62.77,1.48,8376.73,0.982,26.782,3.4638,56.34,35.21,8.45,0,0,0,0,-2.282734359,-2.276609014
41.79,53.69,1.28,7995.93,0.963,13.126,6.6355,56.34,35.21,8.45,0,0,0,0,-2.652720376,-2.663229433
29.18,40.72,1.4,8411.56,0.975,19.406,4.2078,55.41,36.49,8.11,0,0,0,0,-2.470269811,-2.489619704
41.78,62.77,1.5,8517.69,0.982,26.115,3.4947,55.41,36.49,8.11,0,0,0,0,-2.28022821,-2.285422058
39.09,62.96,1.61,8127.05,0.98,23.441,3.6558,54.55,32.47,7.79,5.19,0,0,0,-2.320622837,-2.328408401
39.78,62.73,1.58,8519.65,0.981,25.487,3.595,54.55,37.66,7.79,0,0,0,0,-2.306516977,-2.300947199
41.47,62.78,1.51,8336.44,0.981,25.467,3.526,54.67,36,8,1.33,0,0,0,-2.307185744,-2.332069615
29.19,40.42,1.38,8299.11,0.975,18.953,4.1941,56.16,34.25,8.22,1.37,0,0,0,-2.332657675,-2.477673498
42.05,62.78,1.49,8341.97,0.982,25.563,3.5228,56.16,34.25,8.22,1.37,0,0,0,-2.295042935,-2.323251887
28.63,38.73,1.35,8275.02,0.974,18.326,4.2601,57.53,31.51,10.96,0,0,0,0,-2.5013801,-2.53008194
39.72,62.95,1.58,8388.76,0.981,24.806,3.5467,57.53,31.51,10.96,0,0,0,0,-2.221806049,-2.289867759
29.05,40.28,1.39,8415.2,0.974,18.921,4.2251,54.67,36,8,1.33,0,0,0,-2.446889175,-2.469150593
42.01,62.8,1.5,8458.42,0.982,25.47,3.5197,54.67,36,8,1.33,0,0,0,-2.313451186,-2.332030572
29.13,40.1,1.38,8161.51,0.975,18.501,4.2561,55.41,33.78,8.11,2.7,0,0,0,-2.441978358,-2.586480312
40.86,62.81,1.54,8270.43,0.982,24.878,3.5821,55.41,33.78,8.11,2.7,0,0,0,-2.258578719,-2.327582924
41.9,62.8,1.5,8280.3,0.981,24.867,3.5749,54.79,32.88,9.59,2.74,0,0,0,-2.306375303,-2.334376362
41.72,62.76,1.5,8434.01,0.981,24.938,3.5648,55.26,35.53,7.89,1.32,0,0,0,-2.224582741,-2.298472328
29.24,39.79,1.36,8489.91,0.974,18.975,4.352,55.7,39.24,5.06,0,0,0,0,-2.435911271,-2.468336941
39.93,63.02,1.58,8599.83,0.981,25.862,3.6297,55.7,39.24,5.06,0,0,0,0,-2.236878893,-2.313711957
38.85,62.82,1.62,8136.82,0.981,23.282,3.7548,54.55,32.47,7.79,5.19,0,0,0,-2.280299126,-2.324242696
41.97,62.83,1.5,8673.56,0.98,24.019,3.6811,52.44,37.8,9.76,0,0,0,0,-2.323159775,-2.350439398
28.76,39.9,1.39,8164.3,0.973,18.098,4.3622,54.55,35.06,7.79,2.6,0,0,0,-2.386572367,-2.549177256
41.71,62.84,1.51,8248.21,0.981,24.374,3.6553,54.55,35.06,7.79,2.6,0,0,0,-2.275852745,-2.305563944
28.96,39.09,1.35,8236.09,0.973,17.698,4.4218,53.75,36.25,7.5,2.5,0,0,0,-2.513018081,-2.570016584
42.02,62.8,1.49,8204.34,0.98,23.826,3.6554,53.75,36.25,7.5,2.5,0,0,0,-2.264540285,-2.327470668
42,62.45,1.49,8386.29,0.982,26.443,3.4804,56.34,35.21,8.45,0,0,0,0,-2.275846593,-2.25737114
41.34,62.79,1.52,8449.44,0.982,26.151,3.5523,55.41,36.49,8.11,0,0,0,0,-2.187122956,-2.300068916
28.74,40.03,1.39,8367.75,0.974,18.913,4.231,54.67,36,8,1.33,0,0,0,-2.435837863,-2.514321517
41.98,62.75,1.49,8407.56,0.981,25.403,3.5852,54.67,36,8,1.33,0,0,0,-2.332231082,-2.327713401
29.2,39.63,1.36,8381.89,0.974,18.622,4.2716,55.13,37.18,7.69,0,0,0,0,-2.400821999,-2.62532625
41.89,62.82,1.5,8461.89,0.981,25.072,3.6365,55.13,37.18,7.69,0,0,0,0,-2.366414358,-2.381320016
39.13,62.98,1.61,8169.13,0.981,23.465,3.7,54.55,32.47,7.79,5.19,0,0,0,-2.347648758,-2.362555161
29.62,42.38,1.43,8367.81,0.976,19.857,4.1505,56.34,35.21,8.45,0,0,0,0,-2.483814205,-2.513718318
42.51,62.79,1.48,8384.97,0.982,26.764,3.4674,56.34,35.21,8.45,0,0,0,0,-2.350587378,-2.292039845
41.51,53.69,1.29,8011.92,0.963,13.126,6.5739,56.34,35.21,8.45,0,0,0,0,-2.708519518,-2.689481314
29.55,40.65,1.38,8374.77,0.975,19.367,4.1728,55.41,36.49,8.11,0,0,0,0,-2.455747992,-2.469234479
41.83,62.72,1.5,8412.67,0.982,26.054,3.4894,55.41,36.49,8.11,0,0,0,0,-2.278111383,-2.256368953
42.2,62.76,1.49,8267.22,0.981,24.615,3.6538,57.14,35.06,7.79,0,0,0,0,-2.301651887,-2.356277449
29.53,40.87,1.38,8279.93,0.975,19.336,4.1809,54.79,35.62,9.59,0,0,0,0,-2.453308547,-2.492483571
41.71,62.71,1.5,8356.64,0.982,26.031,3.5135,54.79,35.62,9.59,0,0,0,0,-2.331749928,-2.322091302
28.85,39.52,1.37,8328.52,0.974,18.517,4.294,55.26,35.53,7.89,1.32,0,0,0,-2.492681136,-2.455050977
41.72,62.75,1.5,8354.72,0.981,24.941,3.5918,55.26,35.53,7.89,1.32,0,0,0,-2.2853314,-2.313672307
47.78,71.14,1.49,8545.83,0.985,32.6,3.0551,57.47,37.93,4.6,0,0,0,0,-2.179604184,-2.205633098
42,62.92,1.5,8509.99,0.981,25.751,3.5843,55.7,39.24,5.06,0,0,0,0,-2.269118563,-2.262952191
32.16,62.84,1.95,8251.57,0.976,19.987,4.6587,59.79,36.08,4.12,0,0,0,0,-2.393415964,-2.445753762
28.24,43.54,1.54,8085.98,0.966,14.589,5.1605,57.69,37.18,5.13,0,0,0,0,-2.694547959,-2.632396437
32.95,50.73,1.54,8144.39,0.969,16.49,4.7215,55.81,36.43,7.75,0,0,0,0,-2.464331492,-2.586542251
31.91,49.45,1.55,8239.41,0.97,17.342,4.5357,58.54,37.2,4.27,0,0,0,0,-2.4812374,-2.500737197
37.14,60.36,1.63,8307.1,0.976,21.299,3.8235,57.93,36.55,5.52,0,0,0,0,-2.294825959,-2.465475964
26.13,47.77,1.83,8273.03,0.966,15.039,4.8448,58.43,37.08,4.49,0,0,0,0,-2.760190973,-2.66798918
31.79,48.68,1.53,8096.45,0.971,17.049,4.6109,57.76,36.02,6.21,0,0,0,0,-2.469449942,-2.533803977
37.36,61.12,1.64,8031.13,0.976,20.736,3.9381,56.12,33.81,10.07,0,0,0,0,-2.381335891,-2.375879785
49.71,51.58,1.04,8120.13,0.971,16.924,4.3818,56.12,33.81,10.07,0,0,0,0,-2.493863326,-2.520017373
29.08,38.15,1.31,8130.37,0.969,15.478,4.6287,57,35,8,0,0,0,0,-2.540762564,-2.623178569
36.13,52.6,1.46,7712.33,0.964,13.684,5.6316,58,36,6,0,0,0,0,-2.725290919,-2.654745526
41.49,62.7,1.51,8193.97,0.981,24.781,3.6878,54.55,36.36,6.49,2.6,0,0,0,-2.209656398,-2.311589284
41.54,62.76,1.51,7666.14,0.979,22.225,3.7368,53.16,31.65,7.59,7.59,0,0,0,-2.326135672,-2.279351331
39.72,62.88,1.58,7940.67,0.98,23.321,3.7733,50.6,37.35,9.64,2.41,0,0,0,-2.366863176,-2.326164761
40.45,62.73,1.55,7840.95,0.98,23.025,3.8105,53.16,34.18,5.06,7.59,0,0,0,-2.256489959,-2.338528792
48.01,71.32,1.49,8228.19,0.984,30.522,3.0395,55.17,34.48,5.75,4.6,0,0,0,-2.073158445,-2.200633035
45.83,63.21,1.38,7989.66,0.969,15.016,5.6872,55.17,34.48,5.75,4.6,0,0,0,-2.490603281,-2.516880359
41.67,62.74,1.51,8245.95,0.981,24.835,3.7192,55.13,37.18,5.13,2.56,0,0,0,-2.164154014,-2.343670957
47.99,71.08,1.48,8266.33,0.985,32.175,2.9485,55.42,34.94,7.23,2.41,0,0,0,-2.149498998,-2.151397626
46.18,71.11,1.54,8241.84,0.985,30.887,2.9742,52.87,35.63,9.2,2.3,0,0,0,-2.134858047,-2.123421884
45.99,62.09,1.35,7939.25,0.969,15.192,6.0632,52.87,35.63,9.2,2.3,0,0,0,-2.501112253,-2.578571623
45.33,70.98,1.57,8240.56,0.984,29.737,3.2657,54.95,36.26,6.59,2.2,0,0,0,-2.213949777,-2.232267775
45.26,62.85,1.39,7996.71,0.967,14.614,5.9657,54.95,36.26,6.59,2.2,0,0,0,-2.592885567,-2.572848318
47.89,70.9,1.48,7970.56,0.985,29.514,3.2674,55.17,33.33,6.9,4.6,0,0,0,-2.15865641,-2.17566872
45.07,62.77,1.39,7731.19,0.969,14.518,5.8881,55.17,33.33,6.9,4.6,0,0,0,-2.503475249,-2.572478828
41.52,62.7,1.51,8016.8,0.98,23.652,3.7334,54.55,33.77,6.49,5.19,0,0,0,-2.319603538,-2.344882777
45.14,62.92,1.39,7747.55,0.968,14.629,5.7333,56.47,31.76,7.06,4.71,0,0,0,-2.534069046,-2.559810585
41.57,62.76,1.51,7955.24,0.98,23.85,3.7889,55.84,33.77,6.49,3.9,0,0,0,-2.253009313,-2.317978434
33.82,62.81,1.86,8166.78,0.977,20.774,4.419,52.75,36.26,6.59,4.4,0,0,0,-2.389314229,-2.421112754
41.54,62.73,1.51,8024.42,0.98,23.436,3.8819,55.7,34.18,7.59,2.53,0,0,0,-2.303134497,-2.343621151
41.57,62.71,1.51,8000.02,0.98,22.875,3.8613,55,33.75,7.5,3.75,0,0,0,-2.291860858,-2.300840313
39.85,62.73,1.57,8262.88,0.98,24.34,3.7588,54.32,38.27,4.94,2.47,0,0,0,-2.355449576,-2.333298899
41.52,62.71,1.51,8166.54,0.978,21.652,4.2417,53.93,37.08,6.74,2.25,0,0,0,-2.287960958,-2.361220545
41.56,62.74,1.51,7861.91,0.98,22.909,3.8187,55,33.75,7.5,3.75,0,0,0,-2.29233071,-2.371212938
39.18,62.81,1.6,7807.53,0.98,22.267,3.7446,53.16,31.65,7.59,7.59,0,0,0,-2.281325198,-2.29707078
41.28,62.6,1.52,8068.24,0.981,24.565,3.6933,53.33,34.67,9.33,2.67,0,0,0,-2.242093156,-2.292411898
38.23,62.11,1.62,8065.19,0.98,22.943,3.9014,56,30.67,10.67,2.67,0,0,0,-2.224438268,-2.380988376
41.4,62.56,1.51,8103.76,0.98,23.97,3.7555,53.25,35.06,7.79,3.9,0,0,0,-2.314595269,-2.373827784
41.4,62.58,1.51,7925.5,0.98,23.459,3.8144,53.95,32.89,7.89,5.26,0,0,0,-2.324026623,-2.332432292
41.36,62.6,1.51,7926.33,0.98,23.444,3.7052,53.33,32,9.33,5.33,0,0,0,-2.334704307,-2.333781717
